timestamp_emg,emg_data
1776861906.9321542,"[[-0.01788835]
 [ 0.00781453]
 [-0.02453546]]"
1776861906.932192,"[[-0.02073955]
 [ 0.0080111 ]
 [-0.02627477]]"
1776861906.9322057,"[[-0.02152239]
 [ 0.00354639]
 [-0.025965  ]]"
1776861906.932212,"[[-0.02090341]
 [-0.00313112]
 [-0.02408884]]"
1776861906.9322176,"[[-0.02083116]
 [-0.0089466 ]
 [-0.02240857]]"
1776861906.932223,"[[-0.02200355]
 [-0.01340804]
 [-0.02134345]]"
1776861906.9322278,"[[-0.02359562]
 [-0.01370928]
 [-0.020517  ]]"
1776861906.9322338,"[[-0.02505325]
 [-0.00910685]
 [-0.020367  ]]"
1776861906.9322457,"[[-0.02669821]
 [-0.00472008]
 [-0.02172419]]"
1776861906.932252,"[[-0.02718499]
 [-0.0035    ]
 [-0.02412081]]"
1776861906.9322572,"[[-0.02448711]
 [-0.00410942]
 [-0.02662654]]"
1776861906.9322634,"[[-0.02084917]
 [-0.00512636]
 [-0.02783044]]"
1776861906.9322689,"[[-0.02001374]
 [-0.00564158]
 [-0.02640914]]"
1776861906.9322739,"[[-0.02106942]
 [-0.003889  ]
 [-0.02407872]]"
1776861906.9322793,"[[-0.02124108]
 [ 0.00268052]
 [-0.02290375]]"
1776861906.9322844,"[[-0.01999137]
 [ 0.01052866]
 [-0.02282838]]"
1776861906.9323158,"[[-0.01829761]
 [ 0.01080581]
 [-0.0238432 ]]"
1776861906.9323227,"[[-0.01815732]
 [ 0.00409905]
 [-0.02518316]]"
1776861906.932328,"[[-0.02035835]
 [-0.00134732]
 [-0.02556404]]"
1776861906.9323332,"[[-0.02257136]
 [-0.00314617]
 [-0.02555408]]"
1776861906.9323382,"[[-0.0233385 ]
 [-0.00290635]
 [-0.0258055 ]]"
1776861906.9323738,"[[-0.02386542]
 [-0.00098234]
 [-0.02546672]]"
1776861906.93238,"[[-0.02473469]
 [ 0.00237469]
 [-0.02411548]]"
1776861906.9323852,"[[-0.02535764]
 [ 0.00620894]
 [-0.0231075 ]]"
1776861906.9324255,"[[-0.02513122]
 [ 0.00949454]
 [-0.02377436]]"
1776861906.9324596,"[[-0.023689  ]
 [ 0.01199636]
 [-0.02486018]]"
1776861906.9324837,"[[-0.02236355]
 [ 0.01338322]
 [-0.02479952]]"
1776861906.9324908,"[[-0.02333503]
 [ 0.01204485]
 [-0.02459931]]"
1776861906.9325123,"[[-0.02518668]
 [ 0.00661883]
 [-0.02521594]]"
1776861906.9325516,"[[-0.02523325]
 [-0.00028369]
 [-0.02566479]]"
1776861906.932603,"[[-0.02510469]
 [-0.00268258]
 [-0.02489988]]"
1776861906.9326317,"[[-2.63343354e-02]
 [ 3.51371661e-05]
 [-2.37944369e-02]]"
1776861906.93264,"[[-0.02755697]
 [ 0.0013013 ]
 [-0.02429334]]"
1776861906.9326773,"[[-0.02920059]
 [-0.00276517]
 [-0.02645526]]"
1776861906.932794,"[[-0.03102308]
 [-0.00860568]
 [-0.02838512]]"
1776861906.9328363,"[[-0.03014566]
 [-0.01071413]
 [-0.02882214]]"
1776861906.932867,"[[-0.02670309]
 [-0.00760556]
 [-0.02779701]]"
1776861906.932875,"[[-0.02278557]
 [-0.00068414]
 [-0.02565789]]"
1776861906.932884,"[[-0.02006605]
 [ 0.0054613 ]
 [-0.02367729]]"
1776861906.9329116,"[[-0.02033603]
 [ 0.0051647 ]
 [-0.02301254]]"
1776861906.9329343,"[[-0.02204363]
 [ 0.00057808]
 [-0.02277722]]"
1776861906.932942,"[[-0.02275068]
 [-0.00314524]
 [-0.02298379]]"
1776861906.9329617,"[[-0.02300753]
 [-0.00545875]
 [-0.02469308]]"
1776861906.9329684,"[[-0.02335716]
 [-0.00614014]
 [-0.02675825]]"
1776861906.9329739,"[[-0.02400836]
 [-0.00509424]
 [-0.0277382 ]]"
1776861906.9329932,"[[-0.02540674]
 [-0.00430435]
 [-0.02781821]]"
1776861906.9329998,"[[-0.02676856]
 [-0.0045916 ]
 [-0.02759448]]"
1776861906.9330194,"[[-0.02753584]
 [-0.00424423]
 [-0.02756708]]"
1776861906.933026,"[[-0.02814306]
 [-0.00245708]
 [-0.02791743]]"
1776861906.933046,"[[-0.02824265]
 [-0.00148446]
 [-0.02812974]]"
1776861906.9330528,"[[-0.02722718]
 [-0.00285727]
 [-0.02753744]]"
1776861906.9330723,"[[-0.02578839]
 [-0.00545512]
 [-0.02581334]]"
1776861906.933079,"[[-0.02541261]
 [-0.0085918 ]
 [-0.0230094 ]]"
1776861906.9330988,"[[-0.02636403]
 [-0.01142936]
 [-0.02077406]]"
1776861906.9331055,"[[-0.02718099]
 [-0.0123724 ]
 [-0.02180054]]"
1776861906.933125,"[[-0.02724698]
 [-0.01297472]
 [-0.02573048]]"
1776861906.9331317,"[[-0.0268956 ]
 [-0.01445806]
 [-0.02880694]]"
1776861906.9331515,"[[-0.02551312]
 [-0.01246187]
 [-0.02853879]]"
1776861906.9331584,"[[-0.02369239]
 [-0.00571663]
 [-0.02640521]]"
1776861906.9331641,"[[-0.02380041]
 [ 0.00059237]
 [-0.02535497]]"
1776861906.9331834,"[[-0.02630594]
 [ 0.00481774]
 [-0.02568186]]"
1776861906.93319,"[[-0.02946522]
 [ 0.00902716]
 [-0.02624962]]"
1776861906.9332008,"[[-0.03176676]
 [ 0.01308723]
 [-0.02708924]]"
1776861906.9332254,"[[-0.03337982]
 [ 0.01508563]
 [-0.02763448]]"
1776861906.9332492,"[[-0.03538313]
 [ 0.01286997]
 [-0.02681499]]"
1776861906.933272,"[[-0.03659607]
 [ 0.0059517 ]
 [-0.02539912]]"
1776861906.9332788,"[[-0.03543127]
 [-0.00204363]
 [-0.02458935]]"
1776861906.9333143,"[[-0.03363033]
 [-0.00613116]
 [-0.02424327]]"
1776861906.9333224,"[[-0.03237294]
 [-0.00571515]
 [-0.0242801 ]]"
1776861906.9333446,"[[-0.02988863]
 [-0.00601535]
 [-0.02488273]]"
1776861906.9333663,"[[-0.02528103]
 [-0.01162513]
 [-0.02543129]]"
1776861906.9333732,"[[-0.02025622]
 [-0.01788431]
 [-0.02527935]]"
1776861906.9333994,"[[-0.01705122]
 [-0.01745093]
 [-0.02458764]]"
1776861906.9334068,"[[-0.01620199]
 [-0.01301015]
 [-0.02367711]]"
1776861906.9334295,"[[-0.01635007]
 [-0.01376386]
 [-0.02210511]]"
1776861906.9334364,"[[-0.01633206]
 [-0.022128  ]
 [-0.01993181]]"
1776861906.933457,"[[-0.01682953]
 [-0.02888764]
 [-0.01886116]]"
1776861906.9334633,"[[-0.0178859 ]
 [-0.02685335]
 [-0.01874049]]"
1776861906.9334834,"[[-0.01773044]
 [-0.02002082]
 [-0.01741233]]"
1776861906.93349,"[[-0.01605958]
 [-0.01355591]
 [-0.01608326]]"
1776861906.933518,"[[-0.01409836]
 [-0.00854854]
 [-0.01727358]]"
1776861906.9335427,"[[-0.01271702]
 [-0.00466061]
 [-0.01990058]]"
1776861906.9335496,"[[-0.01318561]
 [-0.00132784]
 [-0.02152942]]"
1776861906.9335694,"[[-0.01571883]
 [ 0.0023494 ]
 [-0.02173474]]"
1776861906.9335756,"[[-0.0178569 ]
 [ 0.00794817]
 [-0.02192074]]"
1776861906.933596,"[[-0.01857476]
 [ 0.01364884]
 [-0.02202589]]"
1776861906.9336028,"[[-0.02000714]
 [ 0.01411085]
 [-0.0207581 ]]"
1776861906.9336398,"[[-0.02320891]
 [ 0.0080098 ]
 [-0.01991983]]"
1776861906.9336758,"[[-0.02699855]
 [-0.00157235]
 [-0.02108277]]"
1776861906.9337003,"[[-0.02995855]
 [-0.01141912]
 [-0.02192075]]"
1776861906.933736,"[[-0.03131517]
 [-0.01863749]
 [-0.02228058]]"
1776861906.933776,"[[-0.03111075]
 [-0.02135212]
 [-0.02477858]]"
1776861906.9337833,"[[-0.02978361]
 [-0.01767991]
 [-0.02768779]]"
1776861906.9350882,"[[-0.02653583]
 [-0.00187294]
 [-0.02468476]]"
1776861906.9354205,"[[-0.02474379]
 [ 0.00465486]
 [-0.01922378]]"
1776861906.9354398,"[[-0.02674229]
 [-0.00457793]
 [-0.02205309]]"
1776861906.9354496,"[[-0.02747851]
 [-0.00966987]
 [-0.0216899 ]]"
1776861906.9354591,"[[-0.02681884]
 [-0.01455045]
 [-0.02234381]]"
1776861906.9354782,"[[-0.02222344]
 [-0.01746119]
 [-0.02636117]]"
1776861906.9354882,"[[-0.0188791 ]
 [-0.01181994]
 [-0.0272078 ]]"
1776861906.935498,"[[-0.01479615]
 [-0.00350036]
 [-0.02631195]]"
1776861906.9362857,"[[-0.02179615]
 [-0.01571115]
 [-0.01927634]]"
1776861906.9363449,"[[-0.01447219]
 [-0.00219526]
 [-0.02743184]]"
1776861906.9363546,"[[-0.01875364]
 [ 0.00051386]
 [-0.02233417]]"
1776861906.936365,"[[-0.02355064]
 [-0.00106599]
 [-0.01811063]]"
1776861906.9363751,"[[-0.02534138]
 [-0.00428829]
 [-0.01817732]]"
1776861906.9363859,"[[-0.02508867]
 [-0.00703555]
 [-0.02095503]]"
1776861906.936396,"[[-0.02589244]
 [-0.00930696]
 [-0.02335054]]"
1776861906.9364064,"[[-0.02904934]
 [-0.01190128]
 [-0.02412389]]"
1776861906.936416,"[[-0.03355664]
 [-0.01438585]
 [-0.02327634]]"
1776861906.936426,"[[-0.03713487]
 [-0.01358712]
 [-0.02184383]]"
1776861906.936436,"[[-0.03823091]
 [-0.00777852]
 [-0.0215334 ]]"
1776861906.9366672,"[[-0.02050682]
 [-0.00332078]
 [-0.02768459]]"
1776861906.9366992,"[[-0.02147592]
 [-0.00472068]
 [-0.02649585]]"
1776861906.9367108,"[[-0.02024253]
 [-0.00020889]
 [-0.02602623]]"
1776861906.9371982,"[[-0.01701826]
 [ 0.01937244]
 [-0.02630478]]"
1776861906.9374251,"[[-0.01997803]
 [-0.00516459]
 [-0.02317066]]"
1776861906.93807,"[[-0.02600062]
 [-0.01404512]
 [-0.02866036]]"
1776861906.938139,"[[-0.02761075]
 [-0.03440827]
 [-0.02454414]]"
1776861906.9381492,"[[-0.02549089]
 [-0.02670085]
 [-0.02331571]]"
1776861906.9381883,"[[-0.01734574]
 [ 0.01132204]
 [-0.02792154]]"
1776861906.938208,"[[-0.01423017]
 [ 0.01215355]
 [-0.02826792]]"
1776861906.9382274,"[[-0.01575746]
 [-0.00434491]
 [-0.0244162 ]]"
1776861906.9382372,"[[-0.02034648]
 [-0.0096612 ]
 [-0.02256913]]"
1776861906.9382846,"[[-0.02226665]
 [-0.00381368]
 [-0.02373694]]"
1776861906.9382942,"[[-0.02244272]
 [-0.00762527]
 [-0.02152196]]"
1776861906.938334,"[[-0.02542342]
 [ 0.01353393]
 [-0.02476814]]"
1776861906.938353,"[[-0.02733147]
 [-0.00132965]
 [-0.02109791]]"
1776861906.9383628,"[[-0.03202589]
 [-0.01689807]
 [-0.02359991]]"
1776861906.938373,"[[-0.03566076]
 [-0.02949011]
 [-0.02784558]]"
1776861906.9383829,"[[-0.03589515]
 [-0.02883102]
 [-0.0294107 ]]"
1776861906.9384024,"[[-0.02969945]
 [-0.01225104]
 [-0.02423312]]"
1776861906.9386227,"[[-0.02204877]
 [-0.02128816]
 [-0.02487793]]"
1776861906.9396012,"[[-0.02048685]
 [ 0.02101009]
 [-0.02085317]]"
1776861906.939737,"[[-0.02636237]
 [ 0.01099977]
 [-0.02593166]]"
1776861906.939795,"[[-0.02722547]
 [-0.00717762]
 [-0.03030937]]"
1776861906.9398057,"[[-0.0277163 ]
 [-0.01230062]
 [-0.02982841]]"
1776861906.9398165,"[[-0.0271541 ]
 [-0.01021724]
 [-0.02990668]]"
1776861906.939837,"[[-0.01874305]
 [-0.00470571]
 [-0.02898743]]"
1776861906.939847,"[[-0.01519419]
 [-0.00402434]
 [-0.0289336 ]]"
1776861906.939857,"[[-0.01487899]
 [-0.00074049]
 [-0.02880315]]"
1776861906.939867,"[[-0.01774069]
 [ 0.00258049]
 [-0.02795682]]"
1776861906.939877,"[[-0.02157474]
 [ 0.00378195]
 [-0.02645814]]"
1776861906.9400136,"[[-0.01978481]
 [-0.03556805]
 [-0.03510078]]"
1776861906.9400337,"[[-0.02266968]
 [-0.02063866]
 [-0.03399145]]"
1776861906.9400532,"[[-0.02062376]
 [ 0.00756544]
 [-0.02229893]]"
1776861906.940063,"[[-0.02264514]
 [ 0.00420187]
 [-0.01854241]]"
1776861906.940073,"[[-0.02559978]
 [-0.00360515]
 [-0.01889433]]"
1776861906.9400828,"[[-0.0268979 ]
 [-0.01052273]
 [-0.02184208]]"
1776861906.940093,"[[-0.02607472]
 [-0.01395363]
 [-0.02366506]]"
1776861906.9401026,"[[-0.0248536 ]
 [-0.01198327]
 [-0.02245054]]"
1776861906.9401126,"[[-0.02470596]
 [-0.0078997 ]
 [-0.02064721]]"
1776861906.9401228,"[[-0.0256791 ]
 [-0.00736599]
 [-0.02072514]]"
1776861906.9401329,"[[-0.02677902]
 [-0.01141026]
 [-0.02146209]]"
1776861906.9401426,"[[-0.02639832]
 [-0.01515091]
 [-0.02194172]]"
1776861906.9401822,"[[-0.02302984]
 [ 0.00404963]
 [-0.02019241]]"
1776861906.9402022,"[[-0.02671782]
 [-0.00960311]
 [-0.02076115]]"
1776861906.9402122,"[[-0.02769624]
 [-0.01138045]
 [-0.02038879]]"
1776861906.940222,"[[-0.02788313]
 [-0.01110764]
 [-0.01972445]]"
