timestamp_imu,imu_data
1776861907.0356865,"[[ 0.03515625]
 [-0.99365234]
 [-0.25244141]
 [-5.        ]
 [-0.79268295]
 [ 5.73170757]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08203125]
 [-0.99951172]
 [-0.1875    ]
 [-3.29268289]
 [15.97560978]
 [-0.42682928]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23779297]
 [ 0.93115234]
 [-0.27197266]
 [-2.74390244]
 [-4.75609779]
 [ 4.75609779]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.0357199,"[[ 0.02734375]
 [-0.99121094]
 [-0.24902344]
 [-4.8780489 ]
 [-2.13414645]
 [ 5.85365868]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08203125]
 [-0.99560547]
 [-0.18310547]
 [-3.10975623]
 [16.15853691]
 [-0.67073172]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23583984]
 [ 0.93457031]
 [-0.27685547]
 [-2.804878  ]
 [-4.69512224]
 [ 4.69512224]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.0483878,"[[ 0.02734375]
 [-0.99316406]
 [-0.24755859]
 [-4.69512224]
 [-2.25609756]
 [ 5.67073202]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08740234]
 [-0.99755859]
 [-0.18994141]
 [-2.92682934]
 [16.46341515]
 [-0.60975611]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22705078]
 [ 0.93261719]
 [-0.27490234]
 [-3.04878044]
 [-4.20731735]
 [ 4.57317066]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.0484195,"[[ 0.02636719]
 [-0.99316406]
 [-0.25097656]
 [-4.75609779]
 [-1.46341467]
 [ 5.36585379]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08984375]
 [-1.        ]
 [-0.18603516]
 [-3.04878044]
 [16.21951294]
 [-0.30487806]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22753906]
 [ 0.93408203]
 [-0.27832031]
 [-3.23170733]
 [-3.96341467]
 [ 4.51219511]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.0622036,"[[ 0.02441406]
 [-0.99023438]
 [-0.25585938]
 [-5.36585379]
 [-1.46341467]
 [ 5.42682934]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08691406]
 [-0.99804688]
 [-0.18945312]
 [-2.5       ]
 [15.24390316]
 [-0.5487805 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.2265625 ]
 [ 0.93261719]
 [-0.27783203]
 [-3.65853667]
 [-3.59756112]
 [ 4.45121956]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.062264,"[[ 0.02392578]
 [-0.99316406]
 [-0.25927734]
 [-6.09756088]
 [-2.5       ]
 [ 5.42682934]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08544922]
 [-1.00048828]
 [-0.19433594]
 [-2.86585379]
 [14.63414669]
 [-0.48780489]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23095703]
 [ 0.93115234]
 [-0.27929688]
 [-3.78048778]
 [-3.35365868]
 [ 4.32926846]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.0758176,"[[ 0.02929688]
 [-0.99267578]
 [-0.25146484]
 [-6.34146357]
 [-4.02439022]
 [ 5.42682934]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08740234]
 [-0.99658203]
 [-0.19287109]
 [-2.98780489]
 [13.84146404]
 [-0.79268295]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23242188]
 [ 0.93164062]
 [-0.27880859]
 [-3.71951222]
 [-2.92682934]
 [ 4.08536577]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.0758877,"[[ 0.03417969]
 [-0.99755859]
 [-0.24316406]
 [-6.03658533]
 [-4.45121956]
 [ 5.18292713]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08837891]
 [-0.99853516]
 [-0.1953125 ]
 [-3.29268289]
 [14.08536625]
 [-0.5487805 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23535156]
 [ 0.93212891]
 [-0.2734375 ]
 [-3.29268289]
 [-2.56097555]
 [ 4.32926846]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.090474,"[[ 0.03417969]
 [-0.99951172]
 [-0.24072266]
 [-6.03658533]
 [-3.90243912]
 [ 5.36585379]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08789062]
 [-1.00390625]
 [-0.19482422]
 [-3.35365868]
 [13.17073154]
 [-0.67073172]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23535156]
 [ 0.93652344]
 [-0.27001953]
 [-3.10975623]
 [-2.98780489]
 [ 4.63414621]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.0905156,"[[ 0.03027344]
 [-1.00439453]
 [-0.23730469]
 [-5.73170757]
 [-4.02439022]
 [ 5.48780489]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08886719]
 [-1.00634766]
 [-0.19482422]
 [-3.47560978]
 [12.98780537]
 [-0.67073172]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23242188]
 [ 0.93701172]
 [-0.27099609]
 [-3.23170733]
 [-3.41463423]
 [ 4.63414621]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.103068,"[[ 0.02587891]
 [-1.00244141]
 [-0.24658203]
 [-5.73170757]
 [-4.45121956]
 [ 6.03658533]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08691406]
 [-1.00439453]
 [-0.1953125 ]
 [-3.47560978]
 [12.43902493]
 [-1.15853655]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22998047]
 [ 0.93359375]
 [-0.27587891]
 [-2.92682934]
 [-3.29268289]
 [ 4.81707335]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1031442,"[[ 0.02392578]
 [-1.00390625]
 [-0.24804688]
 [-5.97560978]
 [-4.81707335]
 [ 5.48780489]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08642578]
 [-1.00341797]
 [-0.19091797]
 [-3.47560978]
 [12.56097603]
 [-1.097561  ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23291016]
 [ 0.93847656]
 [-0.27441406]
 [-2.68292689]
 [-2.74390244]
 [ 4.81707335]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1162906,"[[ 0.02148438]
 [-1.00097656]
 [-0.24658203]
 [-5.54878044]
 [-5.48780489]
 [ 5.24390268]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08837891]
 [-1.00634766]
 [-0.19238281]
 [-3.23170733]
 [12.92682934]
 [-1.15853655]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22705078]
 [ 0.93945312]
 [-0.28076172]
 [-2.74390244]
 [-2.62195134]
 [ 4.8780489 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1164496,"[[ 0.02685547]
 [-0.99462891]
 [-0.25292969]
 [-5.42682934]
 [-5.79268312]
 [ 5.42682934]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08496094]
 [-1.00830078]
 [-0.19140625]
 [-2.98780489]
 [12.13414669]
 [-1.21951222]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22558594]
 [ 0.93505859]
 [-0.28369141]
 [-3.04878044]
 [-1.89024389]
 [ 4.69512224]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1323938,"[[ 0.02832031]
 [-0.99072266]
 [-0.25390625]
 [-5.85365868]
 [-5.42682934]
 [ 5.1219511 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08251953]
 [-1.00292969]
 [-0.18457031]
 [-3.04878044]
 [12.07317066]
 [-1.34146345]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22802734]
 [ 0.93603516]
 [-0.28173828]
 [-2.804878  ]
 [-1.58536589]
 [ 4.57317066]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.132437,"[[ 0.03027344]
 [-0.99658203]
 [-0.25488281]
 [-6.09756088]
 [-5.24390268]
 [ 5.24390268]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08496094]
 [-1.00585938]
 [-0.18261719]
 [-2.86585379]
 [12.56097603]
 [-1.21951222]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23291016]
 [ 0.93798828]
 [-0.28369141]
 [-2.98780489]
 [-1.64634144]
 [ 4.51219511]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1433067,"[[ 0.03369141]
 [-0.99755859]
 [-0.25634766]
 [-5.97560978]
 [-5.42682934]
 [ 5.1219511 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08642578]
 [-1.00634766]
 [-0.18505859]
 [-2.62195134]
 [12.74390316]
 [-1.34146345]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23681641]
 [ 0.93554688]
 [-0.28173828]
 [-3.17073178]
 [-1.402439  ]
 [ 4.57317066]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1433275,"[[ 0.03710938]
 [-0.99853516]
 [-0.25634766]
 [-5.79268312]
 [-5.18292713]
 [ 5.        ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.0859375 ]
 [-1.00634766]
 [-0.18505859]
 [-2.3780489 ]
 [12.68292713]
 [-1.03658533]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23730469]
 [ 0.93603516]
 [-0.28369141]
 [-3.29268289]
 [-0.79268295]
 [ 4.2682929 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1567862,"[[ 0.03857422]
 [-1.        ]
 [-0.25878906]
 [-6.03658533]
 [-5.1219511 ]
 [ 4.8780489 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08740234]
 [-1.00146484]
 [-0.18603516]
 [-2.31707311]
 [12.6219511 ]
 [-0.97560978]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.24023438]
 [ 0.93701172]
 [-0.28076172]
 [-3.41463423]
 [-1.21951222]
 [ 4.20731735]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1568155,"[[ 0.04199219]
 [-0.99853516]
 [-0.25732422]
 [-6.46341467]
 [-5.48780489]
 [ 5.36585379]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08398438]
 [-1.00048828]
 [-0.18603516]
 [-2.3780489 ]
 [12.3780489 ]
 [-1.21951222]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.24462891]
 [ 0.93603516]
 [-0.28125   ]
 [-3.71951222]
 [-1.46341467]
 [ 4.32926846]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.170342,"[[ 0.03857422]
 [-0.99853516]
 [-0.25439453]
 [-6.6463418 ]
 [-5.54878044]
 [ 5.48780489]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08447266]
 [-1.00488281]
 [-0.19140625]
 [-2.86585379]
 [12.56097603]
 [-0.91463417]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.24462891]
 [ 0.93896484]
 [-0.27587891]
 [-3.65853667]
 [-1.76829267]
 [ 4.45121956]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.170443,"[[ 0.04199219]
 [-1.00292969]
 [-0.25195312]
 [-6.7682929 ]
 [-4.8780489 ]
 [ 5.85365868]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.07861328]
 [-1.0078125 ]
 [-0.18457031]
 [-2.62195134]
 [12.43902493]
 [-1.15853655]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.24658203]
 [ 0.93554688]
 [-0.27685547]
 [-3.17073178]
 [-2.13414645]
 [ 4.63414621]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1837864,"[[ 0.03662109]
 [-1.00585938]
 [-0.24609375]
 [-6.40243912]
 [-4.39024401]
 [ 5.85365868]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.07763672]
 [-1.00146484]
 [-0.18994141]
 [-3.17073178]
 [13.10975647]
 [-1.097561  ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.24121094]
 [ 0.94140625]
 [-0.27685547]
 [-3.10975623]
 [-2.804878  ]
 [ 4.63414621]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1838129,"[[ 0.03173828]
 [-1.00488281]
 [-0.24365234]
 [-6.09756088]
 [-4.14634132]
 [ 5.73170757]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.07910156]
 [-1.00097656]
 [-0.19287109]
 [-3.53658533]
 [13.71951294]
 [-1.03658533]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23535156]
 [ 0.93115234]
 [-0.26953125]
 [-3.35365868]
 [-3.17073178]
 [ 4.75609779]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1970668,"[[ 0.03271484]
 [-0.99316406]
 [-0.24560547]
 [-5.42682934]
 [-4.02439022]
 [ 5.85365868]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08300781]
 [-1.00048828]
 [-0.18798828]
 [-3.59756112]
 [13.71951294]
 [-1.28048778]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23681641]
 [ 0.93212891]
 [-0.27734375]
 [-2.92682934]
 [-3.17073178]
 [ 4.93902445]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.1971595,"[[ 0.03369141]
 [-0.99072266]
 [-0.24658203]
 [-5.06097555]
 [-3.96341467]
 [ 5.73170757]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08300781]
 [-0.99902344]
 [-0.19091797]
 [-3.59756112]
 [14.14634132]
 [-1.28048778]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22998047]
 [ 0.92773438]
 [-0.27734375]
 [-3.17073178]
 [-4.02439022]
 [ 4.8780489 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.2107463,"[[ 0.03173828]
 [-0.98974609]
 [-0.25048828]
 [-5.24390268]
 [-3.59756112]
 [ 6.09756088]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08544922]
 [-1.00097656]
 [-0.18505859]
 [-3.78048778]
 [15.18292713]
 [-1.34146345]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22509766]
 [ 0.92724609]
 [-0.27978516]
 [-3.29268289]
 [-3.41463423]
 [ 4.75609779]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.210827,"[[ 0.03076172]
 [-0.99072266]
 [-0.24853516]
 [-4.8780489 ]
 [-3.41463423]
 [ 5.67073202]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.09179688]
 [-1.00097656]
 [-0.18505859]
 [-3.53658533]
 [15.42682934]
 [-1.21951222]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22216797]
 [ 0.9296875 ]
 [-0.28710938]
 [-3.17073178]
 [-2.3780489 ]
 [ 4.69512224]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.2240217,"[[ 0.02929688]
 [-0.99072266]
 [-0.25341797]
 [-4.75609779]
 [-3.17073178]
 [ 5.48780489]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.09179688]
 [-1.00097656]
 [-0.18847656]
 [-2.98780489]
 [15.        ]
 [-1.52439022]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22900391]
 [ 0.92871094]
 [-0.28320312]
 [-3.53658533]
 [-3.17073178]
 [ 4.51219511]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.224041,"[[ 0.03076172]
 [-0.98388672]
 [-0.26269531]
 [-5.30487823]
 [-3.04878044]
 [ 5.42682934]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.09033203]
 [-0.99853516]
 [-0.19042969]
 [-2.98780489]
 [13.53658581]
 [-1.70731711]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.22753906]
 [ 0.92773438]
 [-0.28271484]
 [-3.53658533]
 [-2.86585379]
 [ 4.45121956]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.2378473,"[[ 0.02929688]
 [-0.98632812]
 [-0.26074219]
 [-6.40243912]
 [-3.90243912]
 [ 5.42682934]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.08398438]
 [-0.99560547]
 [-0.19091797]
 [-3.17073178]
 [12.3780489 ]
 [-2.01219511]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23876953]
 [ 0.92431641]
 [-0.27929688]
 [-3.17073178]
 [-1.58536589]
 [ 4.32926846]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.2379267,"[[ 0.03320312]
 [-0.99462891]
 [-0.24658203]
 [-6.52439022]
 [-5.60975599]
 [ 5.48780489]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.0859375 ]
 [-0.99414062]
 [-0.19189453]
 [-3.47560978]
 [13.23170757]
 [-1.46341467]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.24560547]
 [ 0.93359375]
 [-0.27978516]
 [-2.62195134]
 [-1.34146345]
 [ 4.69512224]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.251318,"[[ 0.03125   ]
 [-1.00244141]
 [-0.23388672]
 [-5.1219511 ]
 [-6.21951246]
 [ 5.36585379]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.09472656]
 [-1.00048828]
 [-0.19335938]
 [-3.47560978]
 [12.68292713]
 [-1.52439022]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.24462891]
 [ 0.93310547]
 [-0.27636719]
 [-2.31707311]
 [-1.70731711]
 [ 4.81707335]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861907.2513845,"[[ 0.02832031]
 [-0.99902344]
 [-0.23632812]
 [-4.69512224]
 [-5.30487823]
 [ 5.06097555]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.09375   ]
 [-1.00048828]
 [-0.18896484]
 [-3.35365868]
 [11.95121956]
 [-1.46341467]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.23779297]
 [ 0.93408203]
 [-0.27832031]
 [-2.43902445]
 [-1.70731711]
 [ 4.69512224]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
