time,qd,q,tau,position_error,jerk,jerk_d
0.0,1.83882423e-06,0.019539871673667,-2.957310964760933e-05,-0.019538032849437,-781.5948669463957,10.063724980000039
0.005,8.88648789e-06,0.019539871673667,-1.855605967332396e-05,-0.019530985185777002,-586.1961502097945,7.930453230000008
0.01,2.20865591e-05,0.0197352703904036,-1.3153523051282771e-05,-0.0197131838313036,195.39871673660122,-1.155899400000031
0.015,4.03184928e-05,0.019539871673667,-1.0078724305040562e-05,-0.019499553180867,-4.121147867408581e-12,-7.6878338299999935
0.02,6.25695623e-05,0.0197352703904036,-8.923663315165687e-06,-0.0196727008281036,-586.196150209803,-6.874837190000019
0.025,8.79312759e-05,0.0197352703904036,-8.224094971835319e-06,-0.0196473391145036,390.79743347320255,-6.117872200000041
0.03,0.0001156,0.019539871673667,-7.957242971580411e-06,-0.019424271673667,586.1961502098037,-5.364665099999883
0.035,0.00014485,0.019539871673667,-7.603817975920578e-06,-0.019395021673667003,-195.3987167366055,-4.63956230000002
0.04,0.00017506,0.019539871673667,-7.411436216574819e-06,-0.019364811673667,-195.39871673659871,-4.0212759000001785
0.045,0.00020571,0.019539871673667,-7.299981795758063e-06,-0.019334161673667,6.661338147750941e-12,-3.4399999999998983
0.05,0.00023631,0.019539871673667,-7.228242459572146e-06,-0.019303561673667,-6.66133814775094e-12,-2.869999999999805
0.055,0.00026649,0.019539871673667,-7.176425063209247e-06,-0.019273381673667,-2.2204460492503107e-12,-2.360000000000108
0.06,0.00029591,0.019539871673667,-7.13494792628559e-06,-0.019243961673667,-195.39871673669614,-1.9000000000001234
0.065,0.00032432,0.019539871673667,-7.099238566676897e-06,-0.019215551673667,1.0846807715164912e-12,-1.499999999999833
0.07,0.0003515,0.019539871673667,-7.067178700469419e-06,-0.019188371673667,586.1961502101062,-1.1600000000000943
0.075,0.0003773,0.0193444729569303,-6.826849586305776e-06,-0.0189671729569303,-195.39871673670157,-0.820000000000122
0.08,0.00040158,0.019539871673667,-7.008527651121923e-06,-0.019138291673667002,-586.1961502101035,-0.49999999999973976
0.085,0.00042427,0.019539871673667,-6.985498359025812e-06,-0.019115601673667,390.7974334734083,-0.27000000000006974
0.09,0.00044533,0.0193444729569303,-6.752926696990784e-06,-0.0188991429569303,8.242295734817162e-13,-0.09000000000021746
0.095,0.00046473,0.019539871673667,-6.939033943693326e-06,-0.019075141673667,-195.39871673670268,0.10000000000017195
0.1,0.00048248,0.0193444729569303,-6.7131056092576976e-06,-0.0188619929569303,390.79743347340275,0.2799999999999976
0.105,0.00049859,0.0193444729569303,-6.6938333830001786e-06,-0.0188458829569303,0.0,0.3899999999999091
0.11,0.00051313,0.0193444729569303,-6.6783288833960285e-06,-0.0188313429569303,-195.39871673670154,0.480000000000266
0.115,0.00052613,0.0193444729569303,-6.664493894410743e-06,-0.0188183429569303,0.0,0.589999999999888
0.12,0.00053767,0.0193444729569303,-6.652228890256426e-06,-0.0188068029569303,0.0,0.6299999999996695
