timestamp_imu,imu_data
1776861779.1147363,"[[ 0.07714844]
 [-1.01074219]
 [-0.12890625]
 [-5.67073202]
 [-4.14634132]
 [ 6.46341467]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.11279297]
 [-0.97900391]
 [-0.32421875]
 [-3.17073178]
 [13.2926836 ]
 [-1.402439  ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.27539062]
 [ 0.94238281]
 [-0.203125  ]
 [-4.08536577]
 [-0.5487805 ]
 [ 4.75609779]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.1147838,"[[ 0.078125  ]
 [-1.01171875]
 [-0.125     ]
 [-5.24390268]
 [-4.63414621]
 [ 6.34146357]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.10693359]
 [-0.97314453]
 [-0.31884766]
 [-3.23170733]
 [13.2926836 ]
 [-1.64634144]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.28222656]
 [ 0.94677734]
 [-0.20263672]
 [-4.2682929 ]
 [-0.97560978]
 [ 4.63414621]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.1265306,"[[ 0.07910156]
 [-1.01220703]
 [-0.12890625]
 [-5.24390268]
 [-5.60975599]
 [ 6.21951246]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.10351562]
 [-0.97900391]
 [-0.31933594]
 [-3.35365868]
 [13.53658581]
 [-1.58536589]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.28759766]
 [ 0.9453125 ]
 [-0.20117188]
 [-4.81707335]
 [-1.34146345]
 [ 4.75609779]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.1265516,"[[ 0.07861328]
 [-1.01171875]
 [-0.13671875]
 [-5.85365868]
 [-5.91463423]
 [ 6.34146357]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.10888672]
 [-0.97949219]
 [-0.32763672]
 [-3.35365868]
 [13.17073154]
 [-1.76829267]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.28710938]
 [ 0.94384766]
 [-0.19921875]
 [-5.06097555]
 [-1.95121956]
 [ 4.8780489 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.138602,"[[ 0.08251953]
 [-1.015625  ]
 [-0.13623047]
 [-6.46341467]
 [-6.21951246]
 [ 6.89024401]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.10400391]
 [-0.97412109]
 [-0.33691406]
 [-3.47560978]
 [11.64634132]
 [-2.07317066]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.29052734]
 [ 0.94238281]
 [-0.19873047]
 [-5.06097555]
 [-2.804878  ]
 [ 5.06097555]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.138807,"[[ 0.08837891]
 [-1.02148438]
 [-0.12646484]
 [-6.03658533]
 [-6.58536577]
 [ 6.6463418 ]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.10302734]
 [-0.9765625 ]
 [-0.33105469]
 [-4.20731735]
 [11.95121956]
 [-1.70731711]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.29101562]
 [ 0.94140625]
 [-0.19824219]
 [-4.93902445]
 [-3.17073178]
 [ 5.06097555]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.15199,"[[ 0.08837891]
 [-1.0234375 ]
 [-0.11328125]
 [-4.2682929 ]
 [-5.60975599]
 [ 6.40243912]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.109375  ]
 [-0.98046875]
 [-0.32373047]
 [-4.8780489 ]
 [12.5       ]
 [-1.82926834]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.28564453]
 [ 0.94091797]
 [-0.20117188]
 [-4.51219511]
 [-2.86585379]
 [ 5.30487823]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.1520693,"[[ 0.08496094]
 [-1.01806641]
 [-0.11279297]
 [-3.29268289]
 [-4.51219511]
 [ 6.46341467]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.11035156]
 [-0.97900391]
 [-0.32177734]
 [-4.57317066]
 [12.98780537]
 [-1.70731711]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.28613281]
 [ 0.93798828]
 [-0.20703125]
 [-4.63414621]
 [-2.62195134]
 [ 5.30487823]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.165452,"[[ 0.08398438]
 [-1.01123047]
 [-0.12011719]
 [-3.96341467]
 [-4.02439022]
 [ 6.82926846]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.11035156]
 [-0.97412109]
 [-0.32519531]
 [-4.8780489 ]
 [13.53658581]
 [-1.70731711]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.28369141]
 [ 0.93554688]
 [-0.20654297]
 [-4.32926846]
 [-2.86585379]
 [ 5.48780489]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
1776861779.1656187,"[[ 0.07958984]
 [-1.00292969]
 [-0.12988281]
 [-4.69512224]
 [-4.2682929 ]
 [ 7.07317066]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.11083984]
 [-0.97607422]
 [-0.3203125 ]
 [-5.1219511 ]
 [14.39024448]
 [-1.82926834]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]
 [-0.27978516]
 [ 0.93261719]
 [-0.21533203]
 [-4.20731735]
 [-2.43902445]
 [ 5.36585379]
 [ 0.        ]
 [ 0.        ]
 [ 0.        ]]"
