acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,acc_x_1,acc_y_1,acc_z_1,gyro_x_1,gyro_y_1,gyro_z_1,mag_x_1,mag_y_1,mag_z_1
0.23876953125,-0.98779296875,-0.1201171875,18.780488967895508,-37.13414764404297,20.609756469726562,0.0,0.0,0.0,0.6708984375,-0.0087890625,0.33447265625,-178.29269409179688,18.841463088989258,78.84146881103516,0.0,0.0,0.0
0.28369140625,-0.9990234375,-0.11669921875,15.365854263305664,-41.09756088256836,21.219512939453125,0.0,0.0,0.0,0.58935546875,-0.009765625,0.35205078125,-178.53659057617188,21.463415145874023,81.58536529541016,0.0,0.0,0.0
0.310546875,-1.0185546875,-0.09521484375,14.512195587158203,-36.34146499633789,22.378049850463867,0.0,0.0,0.0,0.49609375,-0.03369140625,0.38720703125,-178.59756469726562,18.780488967895508,83.96341705322266,0.0,0.0,0.0
0.322265625,-1.02734375,-0.08935546875,15.243903160095215,-30.54878044128418,23.109756469726562,0.0,0.0,0.0,0.45654296875,-0.04638671875,0.40771484375,-180.48780822753906,4.878048896789551,83.17073059082031,0.0,0.0,0.0
0.29248046875,-1.0419921875,-0.06298828125,17.560976028442383,-15.487805366516113,23.231708526611328,0.0,0.0,0.0,0.41064453125,-0.08642578125,0.4423828125,-185.85366821289062,-17.2560977935791,80.54878234863281,0.0,0.0,0.0
0.25048828125,-1.0380859375,-0.04248046875,22.378049850463867,1.9512195587158203,26.89024543762207,0.0,0.0,0.0,0.4296875,-0.140625,0.47119140625,-192.31707763671875,-42.256099700927734,76.58536529541016,0.0,0.0,0.0
0.19677734375,-1.037109375,0.00830078125,32.8658561706543,17.560976028442383,26.280488967895508,0.0,0.0,0.0,0.50927734375,-0.21630859375,0.50439453125,-195.0,-61.82926940917969,71.5243911743164,0.0,0.0,0.0
0.123046875,-1.029296875,0.04638671875,50.42683029174805,31.64634132385254,23.170732498168945,0.0,0.0,0.0,0.60546875,-0.302734375,0.52099609375,-194.2073211669922,-70.7317123413086,68.65853881835938,0.0,0.0,0.0
0.07958984375,-1.00439453125,0.00830078125,61.34146499633789,42.19512176513672,21.64634132385254,0.0,0.0,0.0,0.69921875,-0.40234375,0.5234375,-192.3780517578125,-67.92683410644531,69.81707763671875,0.0,0.0,0.0
0.0185546875,-0.95947265625,-0.02734375,54.20731735229492,40.24390411376953,20.85365867614746,0.0,0.0,0.0,0.77880859375,-0.49169921875,0.5087890625,-191.15853881835938,-56.463417053222656,73.41463470458984,0.0,0.0,0.0
0.00537109375,-0.927734375,-0.037109375,39.26829528808594,31.58536720275879,23.475610733032227,0.0,0.0,0.0,0.84375,-0.54736328125,0.4814453125,-190.85366821289062,-42.13414764404297,78.04878234863281,0.0,0.0,0.0
0.02880859375,-0.9140625,-0.06689453125,25.48780632019043,16.219512939453125,22.80487823486328,0.0,0.0,0.0,0.8896484375,-0.56689453125,0.45947265625,-191.03659057617188,-25.0,83.65853881835938,0.0,0.0,0.0
0.06689453125,-0.90966796875,-0.1181640625,11.52439022064209,-1.9512195587158203,22.2560977935791,0.0,0.0,0.0,0.9013671875,-0.568359375,0.4345703125,-189.756103515625,-4.695122241973877,89.32926940917969,0.0,0.0,0.0
0.1279296875,-0.9404296875,-0.14306640625,-4.329268455505371,-17.5,22.439023971557617,0.0,0.0,0.0,0.8525390625,-0.5634765625,0.4169921875,-188.9634246826172,6.158536911010742,92.5,0.0,0.0,0.0
