Time_sec,MoCap_Elbow_Angle,Optimized_Angle,Optimized_Angle_Before,Filtered_Net_A
0.0,0.4912398980775848,-0.2091372013092041,0.0,0.0
0.0004999637603759766,0.4912398980775848,-0.6458786129951477,0.0,0.0
0.0009999275207519531,0.4912398980775848,-0.7896689772605896,0.0,0.0
0.0014998912811279297,0.4912398980775848,-0.5004664659500122,0.0,0.0
0.002000093460083008,0.4912398980775848,-0.17274343967437744,0.0,0.0
0.0025000572204589844,0.4912398980775848,0.011954344809055328,0.0,0.0
0.003000020980834961,0.4912398980775848,0.11639763414859772,0.0,0.0
0.0034999847412109375,0.4912398980775848,0.21495792269706726,0.0,0.0
0.003999948501586914,0.4912398980775848,0.3141937553882599,0.0,0.0
0.004499912261962891,0.4912398980775848,0.37605464458465576,0.0,0.0
0.005000114440917969,0.4912398980775848,0.33578670024871826,0.0,0.0
0.005500078201293945,0.4912398980775848,0.15808793902397156,0.0,0.0
0.006000041961669922,0.4912398980775848,-0.09989979863166809,0.0,0.0
0.0065000057220458984,0.4912398980775848,-0.3169269561767578,0.0,0.0
0.006999969482421875,0.4912398980775848,-0.41264697909355164,0.0,0.0
0.0074999332427978516,0.4912398980775848,-0.31573763489723206,0.0,0.0
0.007999897003173828,0.4912398980775848,-0.041300658136606216,0.0,0.0
0.008500099182128906,0.4912398980775848,0.19155967235565186,0.0,0.0
0.009000062942504883,0.4912398980775848,0.2442009001970291,0.0,0.0
0.00950002670288086,0.4912398980775848,0.12393824756145477,0.0,0.0
0.009999990463256836,0.4912398980775848,-0.07272790372371674,0.0,0.0
0.010499954223632812,0.4912398980775848,-0.20995575189590454,0.0,0.0
0.010999917984008789,0.4912398980775848,-0.23764726519584656,0.0,0.0
0.011499881744384766,0.4912398980775848,-0.16673004627227783,0.0,0.0
0.012000083923339844,0.4912398980775848,-0.03775947168469429,0.0,0.0
0.01250004768371582,0.4912398980775848,0.06700795888900757,0.0,0.0
0.013000011444091797,0.4912398980775848,0.09183467924594879,0.0,0.0
0.013499975204467773,0.4912398980775848,0.041636254638433456,0.0,0.0
0.01399993896484375,0.4912398980775848,-0.03761001303792,0.0,0.0
0.014499902725219727,0.4912398980775848,-0.09721824526786804,0.0,0.0
0.015000104904174805,0.4912398980775848,-0.11593282222747803,0.0,0.0
0.015500068664550781,0.4912398980775848,-0.09537187218666077,0.0,0.0
0.016000032424926758,0.4912398980775848,-0.04975556209683418,0.0,0.0
0.016499996185302734,0.4912398980775848,-0.0024513937532901764,0.0,0.0
0.01699995994567871,0.4912398980775848,0.025111515074968338,0.0,0.0
0.017499923706054688,0.4912398980775848,0.02546672895550728,0.0,0.0
0.017999887466430664,0.4912398980775848,0.006406266242265701,0.0,0.0
0.018500089645385742,0.4912398980775848,-0.017173733562231064,0.0,0.0
0.01900005340576172,0.4912398980775848,-0.033174578100442886,0.0,0.0
0.019500017166137695,0.4912398980775848,-0.036961186677217484,0.0,0.0
0.019999980926513672,0.4912398980775848,-0.030225146561861038,0.0,0.0
0.02049994468688965,0.4912398980775848,-0.01793958619236946,0.0,0.0
0.020999908447265625,0.4912398980775848,-0.005595263093709946,0.0,0.0
0.021500110626220703,0.4912398980775848,0.002890627831220627,0.0,0.0
0.02200007438659668,0.4912398980775848,0.006206762045621872,0.0,0.0
0.022500038146972656,0.4912398980775848,0.0053927116096019745,0.0,0.0
0.023000001907348633,0.4912398980775848,0.002683360129594803,0.0,0.0
0.02349996566772461,0.4912398980775848,0.0001986883580684662,0.0,0.0
0.023999929428100586,0.4912398980775848,-0.0008590705692768097,0.0,0.0
0.024499893188476562,0.4912398980775848,-0.00032603368163108826,0.0,0.0
0.02500009536743164,0.4912398980775848,0.001278761774301529,0.0,0.0
0.025500059127807617,0.4912398980775848,0.003235187381505966,0.0,0.0
0.026000022888183594,0.4912398980775848,0.004977386444807053,0.0,0.0
0.02649998664855957,0.4912398980775848,0.006232555955648422,0.0,0.0
0.026999950408935547,0.4912398980775848,0.006987925618886948,0.0,0.0
