Desired_Position_deg,Applied_Torque_Nm,Position_Error_rad,K_value_Nm_per_rad,B_value_Nm_per_rad_per_s,Feedforward_Torque_Nm,Feedback_Torque_Nm
70.0557756364932,1.8659123956433938,0.30149901067902274,0.08794802486520181,-0.7127635209549061,0.09778687398588554,1.7681255216575082
70.87509736729466,1.7716538012394631,0.2871991488433985,0.07957199817049421,-0.6769375095517495,0.09485967708235726,1.6767941241571058
71.70921503153487,1.6739782469707105,0.2726410492533622,0.07148475694758102,-0.6404689800147779,0.08999421385684375,1.5839840331138668
72.54862710319,1.3273103730295492,0.24292074158891475,0.05652049353454161,-0.5346665851037334,0.08494012233223742,1.2423702506973118
73.38817243905338,0.8090795933505166,0.19812830479217958,0.03744452675207704,-0.3706082677355096,0.07490517632090049,0.734174417029616
74.232160534558,0.43573891551451693,0.1511054981785327,0.02166856863598782,-0.22939198251619453,0.06551499625212738,0.37022391926238957
75.06880681631965,0.20309183784064744,0.1020580013544723,0.009793086154231342,-0.11879413868480962,0.05502460411138792,0.14806723372925953
75.91643310538943,0.06588582779709475,0.04205472208450711,0.0016098559932475733,-0.0289419969034986,0.04393624111628813,0.02194958668080661
76.74125936599972,0.03140706892411049,-0.01755062161929155,0.00033206560242665656,0.005180978072904455,0.03283160195230221,-0.0014245330281917159
77.57941049870752,0.021666611427261385,-0.06662438304711404,0.004403128885516632,-0.007459590449675583,0.022801947163662795,-0.0011353357364014094
78.4103663651991,-0.011092259982246026,-0.11126690532231209,0.012129918666528416,-0.0518830053702368,0.014949518044783729,-0.026041778027029755
79.24247055080835,-0.08518280552669472,-0.15377664051368023,0.023109065823555718,-0.11531959656216931,0.006864906809869953,-0.09204771233656467
80.07916016882206,-0.2061229670299843,-0.1899079194982427,0.03520173678998669,-0.19189428202285605,-0.0007812535336801263,-0.20534171349630417
80.90871090307834,-0.3058157831655238,-0.2194561143564302,0.04710269751754384,-0.24887534130832686,-0.006899197446787886,-0.2989165857187359
81.73702345875913,-0.28605839773422886,-0.24252421182185668,0.05787565493735985,-0.24922708208568173,-0.011736845622256343,-0.2743215521119725
82.56180957766799,-0.1615498091309425,-0.25691944522156174,0.06550856407219287,-0.18198033777146938,-0.014837725630177712,-0.14671208350076478
83.39479004864141,-0.0583187384522912,-0.26715203897826734,0.07148731336651813,-0.07694397748326738,-0.01709598600408906,-0.04122275244820214
84.2068501139778,-0.04894286190262318,-0.2727138447091597,0.07518579370474054,0.05138179518687321,-0.01886252698574207,-0.030080334916881113
85.0278422006549,-0.21531985702569226,-0.27843154362130584,0.07923629328123975,0.2219085519593775,-0.0202196243552901,-0.19510023267040216
85.85489828677392,-0.588962256345487,-0.2799494212229585,0.08095370816157828,0.3969659013839284,-0.021358627090494055,-0.567603629254993
86.66815195733008,-1.0965722352874536,-0.2812264012283112,0.08244170778555274,0.5550990425907727,-0.022272855843626087,-1.0742993794438276
87.48225959240708,-1.6825356136335294,-0.2782126276596535,0.08137239739511799,0.6920231908121361,-0.022548671005615417,-1.6599869426279141
88.3075454984572,-2.2935431835360034,-0.27754678075745387,0.08155740680557427,0.8128174895157165,-0.02258334813539944,-2.2709598354006038
89.10320072990757,-3.021813537044256,-0.2742109519906044,0.08023525419604487,0.9334188171989595,-0.022168879028501443,-2.9996446580157548
89.91386245433254,-3.8430284625892965,-0.245303087535776,0.06526391577592995,1.0060436860384985,-0.02281704891495955,-3.820211413674337
90.71780253212242,-4.1,-0.21412507918271229,0.05075990584438376,1.0251296319377168,-0.02002544573279985,-4.443936050872711
91.51609047818488,-4.1,-0.18715408058784244,0.039644508270553096,1.0055979966286548,-0.015947032535315063,-4.781228908533885
92.31411575098863,-4.1,-0.16017849747975155,0.029861837041796083,0.9548391618458877,-0.010335891039181045,-4.89522553451117
93.10703529558823,-4.1,-0.13741946067038024,0.022672140269882884,0.8948785628303755,-0.005146179603505585,-4.856938522385904
93.91254676547156,-4.1,-0.11272736538307782,0.01596652915274049,0.8109830193557777,-0.0001547146504335295,-4.645266832764355
94.69137819361517,-4.1,-0.08756961552284781,0.010311266020959163,0.7069002531234462,0.004855220944316696,-4.244730484651169
95.47559490687026,-3.8009356624781723,-0.0668115146855659,0.006552153624474017,0.6112393092339263,0.009193507492715258,-3.8101291699708875
96.25512205091304,-3.1701647968443067,-0.04597156542502945,0.0035843003078622378,0.4981967472100323,0.013366747819623638,-3.1835315446639303
97.02896939480199,-2.6943384850708707,-0.029338143017546336,0.0018287865443432192,0.4110659162958852,0.01648435757159561,-2.7108228426424663
97.8001485966971,-1.9585939117242772,-0.012658152747360818,0.0005769936271160448,0.30007271340264846,0.016801006368058327,-1.9753949180923356
98.57169986569926,-1.134504335354796,0.004015343726768705,-0.00011244341406943183,0.17931485258478452,0.013705870101386264,-1.1482102054561822
99.33910830604876,-0.4856922115028268,0.018608317167936095,-0.00023498931105465952,0.07889157556673053,0.007168391502698724,-0.49286060300552553
100.0980738626834,0.02962872775516403,0.031195817694993577,2.311780370020861e-05,-0.0045137283668206215,0.00213510090773319,0.02749362684743084
100.8543111341941,0.4166701535611846,0.04167810674710015,0.0005054172174252558,-0.0716725845023079,-0.006958840651963705,0.4236289942131483
101.60571784992905,0.40625675037710923,0.041480559735709965,0.0005572261224731692,-0.07535447690992252,-0.016465401466709273,0.4227221518438185
102.36323308281376,0.09330645775611877,0.03041225382115753,0.00013233192276963757,-0.02267968188216605,-0.02490856937804893,0.1182150271341677
103.10343011375281,-0.25724999133843907,0.013187720451190765,-0.00013566272356211063,0.048296995263144946,-0.030497090094497928,-0.22675290124394112
