Time_s,Actual_Position_deg,Desired_Position_deg,Position_Error_deg,Feedback_Torque_Nm,Feedforward_Torque_Nm,Total_Torque_Nm,Jerk_deg_per_s3
0.0,97.69162995594714,70.00073432922362,27.690895626723528,2.9874745584390325,0.0,2.9874745584390325,0.0
0.006002403122979009,97.69162995594714,70.81919230636157,26.872437649585574,2.886408105276359,0.0,2.886408105276359,-571398.3390484995
0.012004806245958018,97.56828193832598,71.65288820391568,25.915393734410298,2.768766782717988,0.0,2.768766782717988,-3999788.3733391017
0.018007209368937026,96.45814977973568,72.49932561137746,23.958824168358213,2.1665251874342517,0.0,2.1665251874342517,571398.339048367
0.024009612491916035,94.48458149779735,73.33289453061849,21.15168696717886,1.3500480297160167,0.0,1.3500480297160167,4571186.712387668
0.030012015614895044,92.63436123348016,74.17175426038841,18.462606973091745,0.7977720212644696,0.0,0.7977720212644696,-571398.3390483694
0.03601441873787405,90.78414096916299,75.02439563065369,15.759745338509306,0.404452611981321,0.0,0.404452611981321,-2856991.695242364
0.042016821860853065,88.31718061674009,75.84941316953895,12.46776744720114,0.11094703106211003,0.0,0.11094703106211003,3428390.0342907314
0.04801922498383207,85.97356828193833,76.6853421227192,9.288226159219118,0.014321019570231248,0.0,0.014321019570231248,1142796.6780969347
0.054021628106811076,84.0,77.52422585794082,6.475774142059181,0.0035802350545567816,0.0,0.0035802350545567816,1142796.678096933
0.06002403122979009,82.6431718061674,78.35757701222437,4.285594793943032,0.014515114467181138,0.0,0.014515114467181138,-3999788.373339233
0.0660264343527691,81.03964757709251,79.19032382370642,1.8493237533860858,0.0185937057415264,0.0,0.0185937057415264,1714195.0171453666
0.0720288374757481,79.55947136563876,80.02383040811746,-0.464359042478706,-0.003087929016760876,0.0,-0.003087929016760876,2285593.3561939327
0.07803124059872711,78.69603524229075,80.8559544558751,-2.1599192135843643,-0.03974268081368256,0.0,-0.03974268081368256,-1142796.6780970655
0.08403364372170613,78.20264317180616,81.68272483897698,-3.4800816671708232,-0.04814950115063531,0.0,-0.04814950115063531,1.315998815698549e-07
0.09003604684468514,78.07929515418502,82.5138320524328,-4.434536898247776,-0.028794410786045943,0.0,-0.028794410786045943,-571398.339048565
0.09603844996766414,78.20264317180616,83.33397891025126,-5.131335738445103,-0.005767769005485467,0.0,-0.005767769005485467,6.56483280181419e-08
0.10204085309064315,78.5726872246696,84.17034015315822,-5.597652928488627,-0.005328256554048233,0.0,-0.005328256554048233,-1142796.678096933
0.10804325621362215,78.94273127753303,84.98757818351936,-6.044846905986339,-0.06787354833852824,0.0,-0.06787354833852824,571398.3390484994
0.11404565933660117,79.43612334801762,85.80014441892114,-6.364021070903528,-0.20082423321407172,0.0,-0.20082423321407172,-6.557252163474914e-08
0.12004806245958018,80.05286343612335,86.61903355543198,-6.56617011930863,-0.36934502975411465,0.0,-0.36934502975411465,-571398.3390484338
0.1260504655825592,80.66960352422907,87.42795491949794,-6.758351395268859,-0.5707506044155389,0.0,-0.5707506044155389,1142796.6780968672
0.1320528687055382,81.53303964757708,88.24303910684864,-6.70999945927156,-0.7989392216313334,0.0,-0.7989392216313334,-571398.3390483673
0.1380552718285172,82.51982378854625,89.06353959063259,-6.543715802086333,-1.0880253044623893,0.0,-1.0880253044623893,-571398.3390484997
0.1440576749514962,83.50660792951541,89.85654422719618,-6.349936297680772,-1.3287738619811291,0.0,-1.3287738619811291,571398.3390484335
