Time_s,Average_Actual_Position_deg,Standard_Deviation_Actual_Position_deg,Average_Desired_Position_deg,Standard_Deviation_Desired_Position_deg,Average_Position_Error_deg,Standard_Deviation_Position_Error_deg,Average_Actual_Position_rad,Standard_Deviation_Actual_Position_rad,Average_Desired_Position_rad,Standard_Deviation_Desired_Position_rad,Average_Position_Error_rad,Standard_Deviation_Position_Error_rad,Average_Feedback_Torque_Nm,Standard_Deviation_Feedback_Torque_Nm,Average_Feedforward_Torque_Nm,Standard_Deviation_Feedforward_Torque_Nm,Average_Total_Torque_Nm,Standard_Deviation_Total_Torque_Nm,Average_Jerk_deg_per_s3,Standard_Deviation_Jerk_deg_per_s3,Average_Jerk_rad_per_s3,Standard_Deviation_Jerk_rad_per_s3
0.0,40.04698972099853,26.92819032490056,0.24884262563843182,0.032376085221816696,39.7981470953601,26.916252803885662,0.6989518261437496,0.46998558277319635,0.004343123136698292,0.00056506928602698,0.6946087030070514,0.46977723372696034,764503.9372530343,24928.741993169526,-0.5973964617957108,0.3262898251105316,4.1,0.0,0.0,0.0,0.0,0.0
0.007942811755361398,40.08810572687225,26.886661356194825,1.2050222135798367,0.15740941556745078,38.883083513292405,26.829765135267046,0.6996694358215153,0.46926076553432367,0.021031605186638474,0.0027473125752920345,0.6786378306348769,0.4682677391471918,7.236124474864571,6.980576885583965,-0.6134897284776414,0.32684952884281593,2.3762850851367054,1.584145565204428,-3809322.2603230556,712658.938697013,-66485.21571214987,12438.244924031304
0.015885623510722795,39.306901615271656,26.706357157338665,3.000380426874416,0.3934944854496641,36.30652118839725,26.57164763175253,0.686034851943968,0.466113863609113,0.05236651726135152,0.006867774359537558,0.6336683346826164,0.46376273885383545,12.229086989569593,9.584289617616408,-0.6203992838355484,0.3246263752620007,2.898282004223089,1.6994858877755215,952330.5650807697,1942380.8538950772,16621.30392803757,33900.94122816802
0.02382843526608419,37.90895741556535,26.747723651622316,5.485139362390789,0.7212247000043526,32.42381805317456,26.514736695201933,0.6616361228999356,0.4668358451343701,0.09573374180446169,0.012587745661784312,0.5659023810954739,0.46276945563063393,28.63758303986475,23.556481824906147,-0.6121193270141779,0.31767333887465865,3.421300989166916,0.9598253458893508,380932.2260322993,2569528.3453898216,6648.521571214878,44846.72985037444
0.03177124702144559,35.97650513950074,26.46753259677809,8.522341580708982,1.1214412142052526,27.454163558791745,26.127623359679337,0.6279084680449497,0.46194558869270236,0.1487429205629898,0.019572841555444667,0.47916554748195983,0.4560130533473871,21.07344132504997,17.27970288359151,-0.5950862419208075,0.3101632933725425,2.58396520222109,2.1439969720484866,2285593.356193832,4146740.7995130713,39891.129427289896,72374.28017828517
0.03971405877680699,34.00293685756241,26.653892804998257,11.9878370757091,1.5756005187307278,22.01509978185331,26.23024972260748,0.5934632035121982,0.4651981879208465,0.2092272271637725,0.02749941674798179,0.3842359763484256,0.45780422127982984,28.908379922013648,38.51517232872331,-0.5778946848728707,0.3042632337516413,1.3666666666666665,3.8655170704864594,-2856991.695242293,3986160.43466353,-49863.91178411243,69571.62409760691
0.04765687053216838,31.37151248164464,26.64361595684976,15.769822547487815,2.0655694767036428,15.601689934156825,26.14654023214194,0.5475361841351961,0.46501882308392783,0.2752353259089022,0.036050988297174874,0.27230085822629396,0.4563432150560393,9.578018291647597,15.022558105812411,-0.562836081345274,0.29765141825449465,0.19323528685234903,3.1318654082988795,9523305.65080764,4233320.925998408,166213.03928037474,73885.38845224745
0.05559968228752978,30.138032305433182,25.91998143572702,19.76967065144783,2.5757100675554434,10.368361653985355,25.43349943196093,0.5260078938022263,0.45238901810924353,0.34504584490265694,0.04495462125560806,0.1809620488995695,0.44389830539182573,7.52397638047368,23.72823967258195,-0.5466825741499703,0.29329268287816357,-1.3666666666666665,3.8655170704864594,-4952118.938419965,1766310.0684317753,-86430.7804257947,30827.926305260833
0.06354249404289118,29.233480176211454,24.82044924229439,23.901151971508465,3.0922127641380155,5.332328204702985,24.452525166265467,0.5102204808913819,0.4331985611021689,0.41715379692235666,0.05396929390640322,0.09306668396902525,0.42677707457810626,1.7995558167280954,24.61172149631424,-0.5318899138560587,0.2892782642227608,-1.3666666666666665,3.8655170704864594,1333262.7911130658,5139056.690779631,23269.82549925239,89693.45970074869
0.07148530579825257,28.94566813509545,23.08011017055552,28.089818113722316,3.602753435021633,0.8558500213731305,22.824457544357074,0.5051972131470224,0.40282391419922386,0.49025981237079735,0.06287990957866307,0.014937400776224982,0.39836193413069065,-18.156908086385126,20.703095915342775,-0.5177704796983085,0.2854400963800446,-1.3666666666666665,3.8655170704864594,1333262.791113057,1638451.4565142428,23269.82549925224,28596.372550270233
0.07942811755361398,29.562408223201174,20.99824650926315,32.27327295105071,4.098233368928272,-2.710864727849536,20.780738061998857,0.5159613583135072,0.3664885387320479,0.5632748733906617,0.07152766580289782,-0.04731351507715444,0.3626923001763856,-16.7267897794101,22.30699249253244,-0.504538149660272,0.2827609987528288,-1.3666666666666665,3.8655170704864594,190466.11301615555,5795931.075515671,3324.2607856075338,101158.08048640456
0.08737092930897537,31.12481644640235,19.0596525920474,36.40042461857436,4.571330337934939,-5.275608172172022,18.984718027979046,0.5432305260686022,0.3326536920174986,0.6353072587181238,0.07978476559326976,-0.09207673264952167,0.33134583715095933,-16.761520492142193,21.881635805513024,-0.4935550104540522,0.2798507349341297,-1.3666666666666665,3.8655170704864594,-6666313.955565341,5117835.44379867,-116349.12749626215,89323.079069552
0.09531374106433677,32.19383259911894,16.88231412339581,40.42976073230763,5.012891760525919,-8.235928133188688,16.814858703860054,0.5618883776905091,0.29465196680919714,0.7056324405722819,0.08749146626727237,-0.1437440628817727,0.29347464763998404,-27.125090971402006,22.163280644800878,-0.4821587316542774,0.2772694363542548,-1.440743335156286,3.760756841253024,3809322.260323059,5925914.724398461,66485.21571214996,103426.72313316549
0.10325655281969817,33.59177679882526,14.902949936670629,44.32415329678012,5.409044479317802,-10.732376497954872,14.995209121486885,0.5862871067345415,0.2601055446547829,0.7736024131875125,0.09440563555091798,-0.18731530645297098,0.26171577119503253,-22.478245215567473,22.668896246254732,-0.47220686951800256,0.2744102531650705,-1.3666666666666665,3.8655170704864594,-3999788.3733392083,3059338.78044427,-69809.47649775738,53395.53465270043
0.11119936457505956,34.45521292217327,13.32399680872525,48.05044394672695,5.746015939919168,-13.595231024553678,13.532504606349317,0.6013569099676203,0.23254761383747272,0.8386384539153641,0.10028689702366614,-0.23728154394774378,0.23618676142209474,-45.9536894171649,33.684054695059665,-0.4628288344433731,0.27139053262313767,-2.2211074349398263,2.65715534775007,5713983.390484578,5046453.489892918,99727.82356822472,88077.2289473898
0.11914217633042097,36.01762114537445,11.202734695601318,51.58165988819076,6.012790031222133,-15.564038742816315,11.290927064469328,0.6286260777227154,0.19552460566564778,0.9002697986928189,0.10494298327591887,-0.27164372097010364,0.19706385287752784,-27.267758985620357,19.062465363761717,-0.45413006281796964,0.26834490847397896,-2.909921087889316,1.6830257378011477,-3047457.8082584385,9002420.675769111,-53188.172569719805,157121.8814417839
0.12708498808578236,37.621145374449334,9.507137311250343,54.896663134917844,6.203932181085218,-17.275517760468514,9.984876806745548,0.656612855155576,0.16593084852051943,0.9581275200625085,0.10827904313037012,-0.3015146649069327,0.1742689756837274,-55.14839218196092,50.14328859468439,-0.44793527729126986,0.264432447152742,-4.1,0.0,952330.5650807669,9801142.630806495,16621.303928037534,171062.20936515232
0.13502779984114377,39.47136563876652,8.705143062692574,57.985283769253215,6.326660149561201,-18.5139181304867,8.802573996157331,0.6889052906550305,0.1519334083011286,1.0120341194766966,0.11042105026455981,-0.32312882882166605,0.15363389888338014,-36.67833263070032,24.84745715598998,-0.44216152090016453,0.25906854324375184,-3.5801365334216517,0.7351979650173914,190466.11301613474,9098620.24449168,3324.2607856071845,158800.88065499128
0.14297061159650515,41.609397944199706,8.240246650809079,60.85079012535323,6.392582407116647,-19.24139218115352,8.445915185906493,0.7262209938988446,0.1438194352330539,1.0620466401274669,0.11157161070925004,-0.33582564622862215,0.1474090283382573,-38.02147655648318,21.155410661709254,-0.4379792851051691,0.25244733612440906,-4.1,0.0,380932.22603232163,6798332.98863273,6648.521571215267,118653.29429858737
0.15091342335186655,44.117474302496326,9.022317053566855,63.50742189312948,6.411419133408911,-19.38994759063316,8.802292400739821,0.7699951842425498,0.15746913874357518,1.10841361148824,0.11190037360334702,-0.33841842724569027,0.15362898411618603,-40.03794848004353,25.63827188151583,-0.4343565433481092,0.24618926589491028,-4.1,0.0,-761864.4520646123,6334251.200376824,-13297.043142429997,110553.53909497865
0.15885623510722796,46.83113069016153,9.765722212062053,66.00201914282968,6.361082733276898,-19.170888452668162,9.27674302878737,0.8173574229750832,0.1704440064356267,1.1519525470067036,0.1110218376874421,-0.3345951240316205,0.1619097097137707,-29.609679780584532,17.602122280169397,-0.43099298401328695,0.23926090565547886,-4.1,0.0,-4952118.938419978,2569528.34538978,-86430.78042579493,44846.729850373726
0.16679904686258934,48.68135095447871,10.103667618884712,68.40368578337562,6.1888390106151006,-19.72233482889691,9.329887838154006,0.8496498584745377,0.17634226647667386,1.1938695374195412,0.10801561761110179,-0.34421967894500355,0.16283726161756323,-38.533553269544946,16.934997027819588,-0.4271358579272719,0.23163072691199302,-4.1,0.0,9713771.76382379,4499195.020864804,169537.30006598216,78525.7668034258
0.17474185861795075,51.76505139500733,10.929280936931907,70.78337481622471,5.845772097848632,-19.018323421217367,9.946754065915899,0.9034705843069618,0.19075193722491246,1.2354029462163574,0.1020279704286747,-0.33193236190939546,0.1736036083363655,-23.010433458610887,12.3910520728076,-0.4237521227868339,0.22504731935641603,-4.1,0.0,-9142373.424775312,2837881.168417843,-159564.51770915932,49530.37016923507
0.18268467037331215,54.1086637298091,11.648535271375888,73.21289647858369,5.28427429723593,-19.104232748774592,10.625542162650476,0.9443743359396043,0.2033052935202004,1.2778060984730475,0.09222798506527645,-0.3334317625334433,0.18545069554772967,-32.10768377932862,17.311785095394555,-0.41967807791721407,0.21877015017115672,-4.1,0.0,-4.470348358154297e-08,5656554.964198574,-7.809527839223543e-10,98725.50844529508
0.19062748212867353,55.71218795888399,11.462003874716638,75.71189087906623,4.503675207218117,-19.99970292018224,10.278917329325353,0.9723611133724649,0.2000497064901529,1.3214217787503695,0.07860396080639405,-0.34906066537790476,0.1794009509370297,-53.57756253509168,44.20632807568417,-0.41538127951840426,0.21333256360176212,-4.1,0.0,8761441.198743079,9889575.784601275,152915.99613794556,172605.65906679377
0.19857029388403494,58.46696035242291,12.147535888569163,78.26064489245017,3.5551521549888196,-19.79368454002727,11.089441421568932,1.0204409617827639,0.2120144972597069,1.3659059281073391,0.06204911051392666,-0.34546496632457524,0.19354726501341837,-27.77295243131893,22.024927569513284,-0.4096748442555045,0.20867403764371512,-4.1,0.0,-9142373.424775343,3703084.470873973,-159564.51770915987,64631.01649622289
0.20651310563939634,60.39941262848752,12.964392384835914,80.85105298698541,2.4934391042212645,-20.451640358497897,12.228335225254645,1.0541686166377497,0.22627133263586643,1.4111170783272915,0.043518722066639086,-0.35694846168954175,0.213424711718296,-65.88109817976472,64.91787771490058,-0.4035067859060535,0.2057794618133675,-4.1,0.0,3237923.9212745554,5139056.690779706,56512.43335532667,89693.45970075003
0.21445591739475775,62.20851688693097,12.811710483849616,83.47642084604628,1.370337924805696,-21.267903959115312,12.517058656765519,1.0857434424594385,0.22360653075545153,1.456938391543938,0.023916908652805886,-0.3711949490844997,0.2184638862258171,-42.27274422212823,36.69094404541079,-0.3960081001419777,0.2038835600303483,-4.1,0.0,-1142796.678096857,6531627.062531957,-19945.56471364392,113998.39775354821
0.22239872915011913,63.64757709251101,13.09620626807834,86.12321318512119,0.3525041794361742,-22.475636092610177,13.310407038663007,1.1108597811812366,0.22857191889828612,1.5031336324773574,0.006152358558202082,-0.3922738512961208,0.23231042760529763,-73.4731711096052,75.68275881815,-0.3874834156054822,0.20257000357608854,-4.1,0.0,4761652.82540378,2569528.3453898584,83106.51964018664,44846.729850375086
0.23034154090548054,65.74449339207048,13.287660069470787,88.7820814873592,1.081228474176951,-23.037588095288715,14.040793198266602,1.1474578747472852,0.2319134180980437,1.5495396387283227,0.018870996840702287,-0.4020817639810373,0.2450580709013772,-38.96731041839133,38.83400170500379,-0.3778465974516056,0.20242220063251642,-4.1,0.0,-3999788.373339201,1399634.37054259,-69809.47649775723,24428.22809004653
0.23828435266084194,67.63582966226137,13.67674354878705,91.4550518893313,2.231830455550217,-23.81922222706993,14.981769140584834,1.1804679199245054,0.23870420587722777,1.596191773051092,0.03895278979563629,-0.4157238531265867,0.2614811992768866,-70.32404694568085,84.28110263938056,-0.3681680040503379,0.2021866327389998,-4.1,0.0,-1333262.791113066,4602821.599972091,-23269.825499252398,80334.39180142633
