time,qd,q,tau,position_error,jerk,jerk_d
0.0,0.0004831550071164,-0.0797226764285614,0.4010291571783894,0.0802058314356778,781.5948669469489,2601.131258459807
0.005,0.0023332563152041,-0.0795272777118247,0.4093026701351447,0.08186053402702881,781.5948669469494,2021.3560137323052
0.01,0.005790278955996,-0.0787456828448781,0.4226786588445388,0.0845359618008741,976.9935836833913,-373.45908439720824
0.015,0.0105478672260178,-0.077573290544458,0.440600268085186,0.0881211577704758,586.1961502099246,-2062.802475162803
0.02,0.0163326015840163,-0.075814702093828,0.4607194500173151,0.0921473036778443,-586.1961502099775,-1822.2323258416873
0.025,0.0229034273470726,-0.0730791200595146,0.4798749289789392,0.0959825474065872,-195.39871673669222,-1601.6717163615072
0.03,0.0300473204160145,-0.0703435380252012,0.5018872406482573,0.1003908584412157,1758.5884506299612,-1397.0061691601077
0.035,0.0375777043525268,-0.0666309624072045,0.5209379353599598,0.1042086667597313,1367.7910171566687,-1206.0240020760966
0.04,0.0453327637356291,-0.0625275893557344,0.5391495872757724,0.10786035309136349,1172.3923004202202,-1029.1837999284048
0.045,0.0531736920732203,-0.0564702291368977,0.5480116015183543,0.109643921210118,-195.3987167365617,-866.5620932633799
0.05,0.060982907540784,-0.0509990650682709,0.5596330440756149,0.1119819726090549,-9183.739686623807,-717.4882982002001
0.055,0.0686622067092247,-0.041424527948174,0.5500857005297466,0.1100867346573987,-7034.353802520149,-581.3552005880244
0.06,0.0761311897382158,-0.0359533638795473,0.5600075208630106,0.1120845536177631,6252.758935573691,-458.6941316397797
0.065,0.0833257599623398,-0.0306775985276572,0.5695408246903418,0.114003358489997,4494.170484943337,-350.1468932928201
0.07,0.0901962551273365,-0.0244248395920837,0.5725763287710594,0.1146210947194202,390.79743347318436,-254.18213925993746
0.075,0.0967056577009258,-0.0179766819397736,0.5728377114046725,0.1146823396406994,781.5948669465812,-167.53375710134333
0.08,0.1028279568148533,-0.0119193217209368,0.5731253821420677,0.11474727853579009,-5861.961502100166,-91.14406661295357
0.085,0.1085477177857228,-0.00293098075105,0.5567528631565345,0.1114786985367728,-2930.9807510497894,-30.33982402984475
0.09,0.1138587610436648,0.00234478460084,0.5569055574944365,0.11151397644282479,7620.5499527304955,17.224808599769176
0.095,0.1187607961501178,0.0085975435364134,0.5501329821949485,0.1101632526137044,3321.778184523333,61.39768263001042
0.1,0.1232583279897412,0.0154364986221969,0.5384095508812077,0.10782182936754431,-6838.955085783837,101.63422131318657
0.105,0.1273621176027106,0.0242294408753471,0.5149518857737833,0.10313267672736351,-4689.569201680135,128.10841566572935
0.11,0.1310880553357125,0.0306775985276572,0.5013301144921937,0.1004104568080553,2735.5820343135297,142.36723552524836
0.115,0.1344533163648144,0.0371257561799673,0.4859070940281138,0.09732756018484709,3907.974334733278,155.6836412175494
0.12,0.1374760514972444,0.0433785151155408,0.4697501451339658,0.0940975363817036,7.864703897662325e-11,170.41673472796742
0.125,0.1401767596719544,0.0500220714845875,0.4500304402595373,0.09015468818736688,-4298.771768206554,179.2497306572477
0.13,0.1425780001155545,0.057447222720581,0.4249065151753742,0.08513077739497349,-1953.987167366844,178.08620733012071
0.135,0.1447028642588586,0.0629183867892078,0.4081715186510045,0.08178447746965078,3517.1769012599852,171.66386160846673
0.14,0.1465731509213,0.0685849495745712,0.3891873405181889,0.07798820134672879,2735.582034313412,166.31975788776015
0.145,0.1482097163328571,0.0738607149264613,0.3709891028019595,0.07434900140639579,-1758.588450630006,162.5395389372053
0.15,0.1496331677760894,0.0803088725787714,0.3458637813449189,0.069324295197318,-1563.189733893249,158.0752998848236
0.155,0.1508636356518377,0.0855846379306615,0.3256358616348891,0.0652789977211762,2149.385884103422,152.29114006203258
0.16,0.1519205902188599,0.0908604032825516,0.3045406618470928,0.0610601869363083,976.993583683221,145.48112820472522
0.165,0.1528226975156852,0.0965269660679151,0.2807174677136365,0.0562957314477701,1172.3923004198914,138.7607883232521
0.17,0.1535877093896735,0.1023889275700152,0.2552319862204648,0.0511987818196583,1953.9871673666655,133.62363895982395
0.175,0.1542323830526043,0.1076646929219053,0.2320759410935786,0.046567690130699016,-3321.7781845232885,128.37688074132245
0.18,0.1547732860768535,0.1160668377415821,0.1927692627707686,0.03870644833527141,-2149.385884103213,120.17740591909887
0.185,0.1552263159015549,0.1209518056599988,0.1706091968256542,0.03427451024155609,-195.39871673670018,109.7921807889077
0.19,0.1556056971611412,0.128572355612729,0.1344030529787052,0.027033341548412193,-1758.5884506300401,97.98460785843213
0.195,0.155924673468456,0.1342389183980924,0.1076637301236455,0.021685755070363605,2149.385884103392,85.00733911208835
0.2,0.1561947348233255,0.1397100824667192,0.0816571041830067,0.01648465235660629,1563.1897338930803,73.72716496760705
0.205,0.1564254403611661,0.145767442685556,0.0525240910403754,0.010657997675610098,-2149.3858841035208,65.38848195228687
0.21,0.1566254064025185,0.1516294041876561,-0.0007656891277954,0.004996002214862405,-976.9935836830463,58.324772213130004
0.215,0.1568023437446528,0.1571005682562828,-0.0007666727197236,-0.00029822451163000196,1367.791017157029,52.09294292596298
0.22,0.1569631003806725,0.1621809348914362,-0.0007651592736022,-0.005217834510763714,1172.3923004198857,48.18409331829079
0.225,0.1571137083911292,0.1672613015265897,-0.0514973135546794,-0.010147593135460486,-2735.582034313757,46.0936014182956
0.23,0.1572599097007134,0.1727324655952165,-0.0781117274337522,-0.015472555894503082,-3126.3794677866404,41.50159701028505
0.235,0.1574077183939136,0.1774220347968965,-0.1008053090842477,-0.0200143164029829,1758.5884506302632,33.79928727948562
0.24,0.1575619279640596,0.1805484142646833,-0.1156447805802722,-0.022986486300623693,1367.791017156515,27.351099878991583
0.245,0.1577258753500163,0.1844563885994167,-0.1343363113320921,-0.0267305132494004,-1758.5884506302184,21.645496348892102
0.25,0.1579029544579905,0.1873873693504668,-0.1480725849153333,-0.0294844148924763,-390.79743347318845,14.280761191809418
0.255,0.1580955303593163,0.1897321539513068,-0.1587966892687053,-0.03163662359199049,976.9935836835925,7.953795118975606
0.26,0.158304634678855,0.1914907424019368,-0.1665042071703148,-0.03318610772308181,586.196150209907,4.8196116521026084
0.265,0.1585309641830054,0.1928585334190935,-0.172165790614285,-0.034327569236088096,195.3987167363989,5.111632538597007
0.27,0.1587749224217721,0.1938355270027769,-0.1757782858043709,-0.035060604581004795,1.4210854715202004e-10,9.204744278719076
0.275,0.1590369964327357,0.1944217231529868,-0.1773463998345171,-0.035384726720251114,3.112745616817847e-10,12.058536995987424
0.28,0.1593189293192804,0.1946171218697235,-0.1768590798944566,-0.035298192550443086,-195.39871673672928,6.664357625166133
0.285,0.1596228318527859,0.1944217231529868,-0.1743096530917734,-0.03479889130020092,195.3987167363664,-3.648369354039602
0.29,0.1599487139083759,0.1938355270027769,-0.1696965741831077,-0.033886813094401,195.39871673665516,-8.689754259166179
0.295,0.1602951348007812,0.1926631347023568,-0.1620477061570963,-0.0323679999015756,-586.1961502098354,-4.438609600470045
0.3,0.1606606278197045,0.1916861411186735,-0.1552822302158996,-0.031025513298968993,1367.7910171566027,2.032267330669413
0.305,0.1610452155224624,0.1893413565178334,-0.1415848832365552,-0.028296140995371005,1953.9871673666164,0.011454810451368758
0.31,0.1614502324436658,0.1875827680672034,-0.1307184168894799,-0.026132535623537595,-1367.7910171565318,-9.16503757576227
0.315,0.1618751062851602,0.1858241796165733,-0.1197566030393716,-0.023949073331413107,-1953.9871673666523,-13.622538576321105
0.32,0.1623175392350702,0.1834793950157333,-0.1057745619355444,-0.021161855780663097,1172.3923004200271,-9.650101936564852
0.325,0.1627756420512988,0.1807438129814199,-0.0897636242036129,-0.017968170930121097,3126.379467786786,-5.481918034640103
0.33,0.1632489256553414,0.1774220347968965,-0.0707508539979097,-0.01417310914155509,195.39871673639823,-7.271120902814047
0.335,0.1637371727189417,0.1752726489127932,-0.0575281196097651,-0.011535476193851507,-1367.7910171568742,-11.590996053349649
0.34,0.1642389097864448,0.1725370668784798,0.0001792173988576,-0.008298157092035019,1563.1897338937092,-14.196705264381997
0.345,0.164752427167186,0.1696060861274297,0.0002066327098458,-0.004853658960243701,1367.7910171569013,-15.428450944412717
0.35,0.165275900632327,0.1674567002433264,0.0002297151184683,-0.002180799610999401,-586.1961502101972,-15.481556309744512
0.355,0.1658072086907674,0.165307314359223,0.0002481810453663,0.0004998943315444038,-586.1961502101204,-12.550483711351024
0.36,0.1663444697420436,0.163548725908593,0.0002606534672208,0.0027957438334505758,195.39871673677203,-4.640628355723205
0.365,0.1668860357333761,0.1617901374579629,0.0002648806055443,0.005095898275413208,976.9935836833084,3.791942498914125
0.37,0.1674320666318832,0.1602269477240696,0.0002625115170432,0.007205118907813612,195.398716736594,3.078519933410462
0.375,0.1679842676666564,0.1592499541403862,0.0439241327587692,0.008734313526270188,-781.5948669464652,-4.622688925941528
0.38,0.1685424832443448,0.1584683592734395,0.050608326911253,0.010074123970905291,-195.39871673661196,-7.234887444695909
0.385,0.1691049830105417,0.1578821631232295,0.0563295685982458,0.011222819887312191,195.39871673646962,-3.8517126088422042
0.39,0.1696710968905024,0.1574913656897562,0.0610917342100549,0.012179731200746197,-390.79743347347255,-2.598165890717217
