time,qd,q,position_error,jerk,jerk_d
0.0,0.0015070542042257,-0.0474818881670108,0.0489889423712365,390.79743347318896,8261.706459816005
0.005,0.0072839940418874,-0.0474818881670108,0.0547658822088982,586.1961502099967,6521.393506649007
0.01,0.0181065537315526,-0.0474818881670108,0.0655884418985634,781.594866946911,-915.6510317332286
0.015,0.0330599666511258,-0.0472864894502742,0.08034645610140001,195.39871673670984,-6271.915202790209
0.02,0.0513186864695355,-0.0468956920168008,0.0982143784863363,-586.1961502102981,-5607.710018286773
0.025,0.072142381162546,-0.0461140971498541,0.1182564783124001,-1.0652456694515422e-10,-4976.868833625008
0.03,0.0948715372153842,-0.0455279009996441,0.14039943821502832,976.9935836835939,-4380.526047452389
0.035,0.1189235275578612,-0.0445509074159608,0.163474434973822,1172.392300420195,-3821.377093442532
0.04,0.1437882371354737,-0.0433785151155408,0.1871667522510145,781.5948669464801,-3299.9819766526875
0.045,0.169022879789619,-0.0416199266649107,0.2106428064545297,976.9935836833129,-2814.0332710574967
0.05,0.1942474091363615,-0.0392751420640707,0.2335225512004322,781.5948669468316,-2362.164269276331
0.055,0.2191404558811667,-0.0365395600297573,0.255680015910924,-2149.3858841035126,-1946.5187713719968
0.06,0.24343501994699,-0.0322407882615505,0.2756758082085405,-3712.5756179968116,-1571.7633349247194
0.065,0.2669140915632281,-0.0285282126435538,0.2954423042067819,-1953.987167366594,-1239.252305834741
0.07,0.2894045507959873,-0.0244248395920837,0.313829390388071,781.5948669466924,-944.663248669719
0.075,0.3107720235008783,-0.021298460124297,0.3320704836251753,2540.183317576605,-681.9077196304152
0.08,0.3309167493775186,-0.0177812832230369,0.3486980326005555,390.7974334733165,-446.5454349766096
0.085,0.3497695884454477,-0.0140687076050402,0.3638382960504879,-2344.7846008398183,-240.0766299762945
0.09,0.3672897079719535,-0.0097699358368335,0.377059643808787,-976.9935836833138,-65.75206085087302
0.095,0.3834602409619596,-0.0064481576523101,0.3899083986142697,390.79743347301667,80.58188812283879
0.1,0.3982833499493157,-0.0027355820343133,0.401018931983629,976.993583683289,204.80420881326336
0.105,0.4117782289895632,0.00058619615021,0.4111920328393532,2149.3858841036918,308.6710258061594
0.11,0.4239782571977281,0.0037125756179967,0.4202656815797314,-781.5948669464739,392.169833391451
0.115,0.4349283567370717,0.0080113473862034,0.4269170093508683,-2540.183317576909,453.94013304082637
0.12,0.4446831007429968,0.0117239230042002,0.43295917773879655,586.1961502097738,496.9525789060526
0.125,0.4533027940378766,0.0150457011887236,0.438257092849153,1367.7910171568133,529.959714811177
0.13,0.4608518207181626,0.0187582768067203,0.4420935439114423,-195.39871673656518,557.8069962450595
0.135,0.467398493470884,0.0222754537079804,0.4451230397629036,195.39871673651544,578.229169495321
0.14,0.4730143768380367,0.0261834280427138,0.4468309487953229,781.5948669465564,587.3795598566894
0.145,0.4777732620323389,0.0295052062272372,0.4482680558051017,-1953.9871673665068,584.7908342094929
0.15,0.4817489982721145,0.0341947754289172,0.4475542228431973,-2540.183317576464,572.5096574732997
0.155,0.485014479282098,0.0375165536134406,0.4474979256686574,1953.9871673665898,553.1139099631582
