time,qd,q,position_error,jerk,jerk_d
0.0,1.4636861232941654e-05,-0.0048849679184167,0.004899604779649642,-781.5948669467991,80.13556595430127
0.005,7.074095341205055e-05,-0.0050803666351534,0.00515110758856545,-976.9935836834998,63.144209658060504
0.01,0.0001758327368619,-0.0048849679184167,0.0050608006552786,-195.39871673669967,-9.225127133981232
0.015,0.0003209923032889,-0.0050803666351534,0.0054013589384423,390.79743347340116,-61.287375884541476
0.02,0.0004981482046904,-0.0050803666351534,0.0055785148398438,-586.196150210099,-54.77573617515081
0.025,0.0007000616915504,-0.0048849679184167,0.0055850296099671,-195.39871673670032,-48.546339418400244
0.03,0.0009202958888339,-0.0050803666351534,0.0060006625239873,586.1961502100987,-42.66235396349875
0.035,0.0011531733820214,-0.0050803666351534,0.0062335400171748,0.0,-36.84183587910022
0.04,0.001393729449874,-0.0050803666351534,0.0064740960850273995,-195.39871673669919,-30.35293535450176
0.045,0.0016376650207384,-0.0050803666351534,0.0067180316558918,0.0,-23.42846070399922
0.05,0.0018816070519316,-0.0050803666351534,0.006961973687085,0.0,-17.55985146289873
0.055,0.0021231836723469,-0.0050803666351534,0.007203550307500299,0.0,-12.913899787500958
0.06,0.0023605002343027,-0.0050803666351534,0.0074408668694561,0.0,-8.724954039099853
0.065,0.002592169485384,-0.0050803666351534,0.0076725361205374,0.0,-5.771032310099049
0.07,0.0028174950971998,-0.0050803666351534,0.0078978617323532,0.0,-4.12622432940184
0.075,0.0030358975058106,-0.0050803666351534,0.008116264140963999,0.0,-1.871121293100682
0.08,0.0032468206083128,-0.0050803666351534,0.0083271872434662,0.0,1.348021614501782
0.085,0.0034502415092973,-0.0050803666351534,0.0085306081444507,0.0,4.0020921218996435
0.09,0.0036466056463486,-0.0050803666351534,0.008726972281502,0.0,5.573605787300153
0.095,0.0038365495174586,-0.0050803666351534,0.008916916152612,0.0,6.57483945380179
0.1,0.0040208523034291,-0.0050803666351534,0.0091012189385825,0.0,7.67390205749839
0.105,0.0042003951360818,-0.0050803666351534,0.0092807617712352,0.0,9.239374560599558
0.11,0.0043761354190081,-0.0050803666351534,0.0094565020541615,0.0,9.690824050200266
0.115,0.0045494522672244,-0.0050803666351534,0.0096298189023778,0.0,7.2578224533975435
0.12,0.0047216943676462,-0.0050803666351534,0.0098020610027996,0.0,3.3478378278012664
0.125,0.0048934117349366,-0.0050803666351534,0.00997377837009,-195.39871673659968,-0.4368049947972792
0.13,0.0050647869717968,-0.0050803666351534,0.010145153606950199,1.1102230246251547e-12,-3.5472557139992285
0.135,0.0052356213770462,-0.0050803666351534,0.0103159880121996,586.1961502098023,-2.5000122326006995
0.14,0.0054049764264651,-0.00527576535189,0.0106807417783551,-4.389807592282148e-12,3.3690473185976
