timestamp_emg,emg_data
1776861843.4058244,"[[-0.02557798]
 [-0.0022467 ]
 [-0.02174067]]"
1776861843.4058506,"[[-0.02437995]
 [-0.00207158]
 [-0.02203649]]"
1776861843.4058573,"[[-0.02538812]
 [-0.0035191 ]
 [-0.02390807]]"
1776861843.4058778,"[[-0.03381413]
 [-0.01208843]
 [-0.02848028]]"
1776861843.4060683,"[[-0.02925788]
 [-0.00347012]
 [-0.0320589 ]]"
1776861843.4060967,"[[-0.02844537]
 [-0.00519325]
 [-0.03081853]]"
1776861843.4061275,"[[-0.02734751]
 [-0.00880634]
 [-0.02635925]]"
1776861843.4061558,"[[-0.02440844]
 [-0.00933641]
 [-0.02201237]]"
1776861843.4061823,"[[-0.02062358]
 [-0.00274141]
 [-0.02082737]]"
1776861843.4061897,"[[-0.01838565]
 [ 0.00906001]
 [-0.02296192]]"
1776861843.4062026,"[[-0.01868643]
 [ 0.01883646]
 [-0.02552899]]"
1776861843.4062133,"[[-0.01966626]
 [ 0.02027855]
 [-0.02562454]]"
1776861843.406224,"[[-0.01926108]
 [ 0.01543135]
 [-0.0240122 ]]"
1776861843.4062343,"[[-0.01802025]
 [ 0.00985118]
 [-0.02271041]]"
1776861843.4062443,"[[-0.01812787]
 [ 0.00336031]
 [-0.0212004 ]]"
1776861843.406404,"[[-0.02518915]
 [ 0.00447247]
 [-0.01987736]]"
1776861843.4064238,"[[-0.02387713]
 [ 0.00274881]
 [-0.02447981]]"
1776861843.4064338,"[[-0.02278751]
 [-0.00072717]
 [-0.02589145]]"
1776861843.4064438,"[[-0.02388067]
 [-0.00584384]
 [-0.02461387]]"
1776861843.4065135,"[[-0.02475679]
 [-0.02431684]
 [-0.02166783]]"
1776861843.4065235,"[[-0.02312571]
 [-0.01842592]
 [-0.02176851]]"
1776861843.4065566,"[[-0.0250737 ]
 [ 0.00585283]
 [-0.02586664]]"
1776861843.4065664,"[[-0.02614158]
 [ 0.00428278]
 [-0.0291513 ]]"
1776861843.406576,"[[-0.02658717]
 [-0.00354204]
 [-0.03052933]]"
1776861843.4066048,"[[-0.02609433]
 [-0.03949217]
 [-0.02083957]]"
1776861843.4066243,"[[-0.0217646 ]
 [-0.02674886]
 [-0.01965045]]"
1776861843.4067256,"[[-0.01386191]
 [ 0.02417825]
 [-0.0245125 ]]"
1776861843.4067893,"[[-0.02135533]
 [ 0.01696466]
 [-0.02091253]]"
1776861843.4067993,"[[-0.02364476]
 [ 0.00890337]
 [-0.02210896]]"
1776861843.4068084,"[[-0.02457507]
 [ 0.00554988]
 [-0.02315405]]"
1776861843.4068584,"[[-0.02371039]
 [ 0.00413922]
 [-0.02205963]]"
1776861843.4068882,"[[-0.02255973]
 [ 0.00341301]
 [-0.020642  ]]"
1776861843.4069152,"[[-0.02247735]
 [ 0.00377122]
 [-0.02139833]]"
1776861843.406933,"[[-0.02411574]
 [ 0.00270079]
 [-0.02705441]]"
1776861843.4069674,"[[-0.02388261]
 [ 0.00228579]
 [-0.02806532]]"
1776861843.407007,"[[-0.02340944]
 [ 0.00161912]
 [-0.02689735]]"
1776861843.4070413,"[[-0.02295103]
 [ 0.00035208]
 [-0.02583885]]"
1776861843.4070537,"[[-2.27538767e-02]
 [ 5.08795530e-05]
 [-2.59811986e-02]]"
1776861843.4075425,"[[-0.02005864]
 [ 0.01993738]
 [-0.03015414]]"
1776861843.40766,"[[-0.01769853]
 [ 0.01588263]
 [-0.02643732]]"
1776861843.4076965,"[[-0.01829829]
 [ 0.01177044]
 [-0.02470885]]"
1776861843.4077318,"[[-0.02057553]
 [ 0.01271078]
 [-0.02396765]]"
1776861843.4078414,"[[-0.02707214]
 [ 0.00420785]
 [-0.02511621]]"
1776861843.4078746,"[[-0.0264607 ]
 [-0.00388825]
 [-0.02632042]]"
1776861843.407883,"[[-0.02544449]
 [-0.0100862 ]
 [-0.02792519]]"
1776861843.4078965,"[[-0.02492431]
 [-0.01391592]
 [-0.0281113 ]]"
1776861843.4079072,"[[-0.02495999]
 [-0.01654412]
 [-0.02696663]]"
1776861843.407928,"[[-0.02349368]
 [-0.01354834]
 [-0.02423759]]"
1776861843.407938,"[[-0.02302233]
 [-0.00900105]
 [-0.0242757 ]]"
1776861843.4079483,"[[-0.02363633]
 [-0.00492726]
 [-0.02652975]]"
1776861843.407958,"[[-0.02444366]
 [-0.00474491]
 [-0.02941422]]"
1776861843.407968,"[[-0.02534233]
 [-0.00825572]
 [-0.0316872 ]]"
1776861843.4079785,"[[-0.02695867]
 [-0.01171784]
 [-0.03322368]]"
1776861843.4081326,"[[-2.49560890e-02]
 [ 7.30568246e-05]
 [-1.96324654e-02]]"
1776861843.4084933,"[[-0.02367704]
 [ 0.00176501]
 [-0.01994097]]"
1776861843.4085143,"[[-0.02602608]
 [-0.00417373]
 [-0.02027581]]"
1776861843.408525,"[[-0.02639069]
 [-0.00650717]
 [-0.02155483]]"
1776861843.4086795,"[[-0.02264098]
 [-0.00283783]
 [-0.02397392]]"
1776861843.4087532,"[[-0.01957912]
 [ 0.0030657 ]
 [-0.02560648]]"
1776861843.408774,"[[-0.01886553]
 [ 0.00591251]
 [-0.0271381 ]]"
1776861843.40878,"[[-0.01926007]
 [ 0.00679135]
 [-0.02748092]]"
1776861843.4088116,"[[-0.02134246]
 [-0.00079613]
 [-0.02911505]]"
1776861843.4089491,"[[-0.02123429]
 [-0.0052632 ]
 [-0.03006706]]"
1776861843.4089603,"[[-0.02203555]
 [-0.00787625]
 [-0.03262875]]"
1776861843.4089708,"[[-0.02162583]
 [-0.01034106]
 [-0.03248552]]"
1776861843.409023,"[[-2.21017963e-02]
 [-7.48740163e-05]
 [-2.27285454e-02]]"
1776861843.4090843,"[[-0.02362916]
 [ 0.00068034]
 [-0.02215634]]"
1776861843.4091046,"[[-0.02400387]
 [ 0.00463404]
 [-0.02319493]]"
1776861843.4091146,"[[-0.02548512]
 [ 0.004904  ]
 [-0.0234701 ]]"
1776861843.409855,"[[-0.02839604]
 [-0.01124091]
 [-0.02435719]]"
1776861843.4098618,"[[-0.02927031]
 [-0.01739977]
 [-0.02426935]]"
1776861843.409889,"[[-0.02661543]
 [ 0.00998902]
 [-0.02602306]]"
1776861843.4098961,"[[-0.02727591]
 [ 0.00885837]
 [-0.02460041]]"
1776861843.4099061,"[[-0.02720742]
 [ 0.0061972 ]
 [-0.02278707]]"
1776861843.4099164,"[[-0.02700742]
 [ 0.00402162]
 [-0.02247593]]"
1776861843.4099264,"[[-0.02709161]
 [ 0.00202734]
 [-0.02278043]]"
1776861843.4099364,"[[-0.02750618]
 [-0.00074743]
 [-0.02180657]]"
1776861843.4099464,"[[-0.02830067]
 [-0.00419145]
 [-0.02122043]]"
1776861843.409956,"[[-0.02879199]
 [-0.008403  ]
 [-0.02262502]]"
1776861843.409966,"[[-0.02752846]
 [-0.01494503]
 [-0.02366305]]"
1776861843.409986,"[[-0.01840042]
 [-0.01944774]
 [-0.02143233]]"
1776861843.4099963,"[[-0.01398268]
 [-0.00769938]
 [-0.02229796]]"
1776861843.4100223,"[[-0.01062904]
 [ 0.00779915]
 [-0.02442511]]"
1776861843.410544,"[[-0.02155966]
 [-0.00145804]
 [-0.02258233]]"
1776861843.4106889,"[[-0.0272337 ]
 [ 0.00854593]
 [-0.0292903 ]]"
1776861843.4107409,"[[-0.03115986]
 [-0.02067101]
 [-0.0253064 ]]"
1776861843.4107506,"[[-0.03136736]
 [-0.0176575 ]
 [-0.02654998]]"
1776861843.4108515,"[[-0.01697935]
 [-0.00055831]
 [-0.02952413]]"
1776861843.4109604,"[[-0.01974488]
 [-0.00510902]
 [-0.02150971]]"
1776861843.4110518,"[[-0.03050888]
 [-0.00332997]
 [-0.0222511 ]]"
1776861843.4111722,"[[-0.02788358]
 [-0.00862964]
 [-0.01973997]]"
1776861843.4111946,"[[-0.0256434 ]
 [-0.01302206]
 [-0.01532731]]"
1776861843.4112062,"[[-0.02538009]
 [-0.01400339]
 [-0.01278643]]"
1776861843.4112399,"[[-0.0271041 ]
 [-0.01505411]
 [-0.01338428]]"
1776861843.4114382,"[[-0.0288159 ]
 [-0.00078879]
 [-0.02220167]]"
1776861843.4114819,"[[-0.02960225]
 [ 0.00311623]
 [-0.02321478]]"
1776861843.4118714,"[[-0.01695843]
 [-0.01329938]
 [-0.0256705 ]]"
1776861843.4118915,"[[-1.46088150e-02]
 [-1.95498684e-06]
 [-2.66440838e-02]]"
1776861843.41205,"[[-0.02540098]
 [ 0.00508555]
 [-0.02615331]]"
1776861843.4120998,"[[-0.0214821 ]
 [-0.002014  ]
 [-0.02390896]]"
1776861843.4121199,"[[-0.02362223]
 [-0.00341644]
 [-0.02563304]]"
1776861843.4121296,"[[-0.02314148]
 [-0.00112216]
 [-0.02506124]]"
1776861843.4122286,"[[-0.02721162]
 [-0.01185191]
 [-0.03276461]]"
1776861843.4122362,"[[-0.02907169]
 [-0.01579856]
 [-0.02965309]]"
1776861843.4122453,"[[-0.02813592]
 [-0.01589066]
 [-0.02244619]]"
1776861843.4122524,"[[-0.02462689]
 [-0.01200559]
 [-0.01788023]]"
1776861843.4122593,"[[-0.02102702]
 [-0.00731057]
 [-0.01880925]]"
1776861843.4122827,"[[-0.01960013]
 [-0.0061821 ]
 [-0.02165818]]"
1776861843.4123073,"[[-0.0198619 ]
 [-0.00848119]
 [-0.02346908]]"
1776861843.412315,"[[-0.01978627]
 [-0.00996326]
 [-0.02394166]]"
1776861843.4123256,"[[-0.01893963]
 [-0.00788314]
 [-0.0239675 ]]"
1776861843.4124353,"[[-0.02450975]
 [ 0.00784242]
 [-0.01510679]]"
1776861843.4124558,"[[-0.02846213]
 [ 0.01816129]
 [-0.01892069]]"
1776861843.4125051,"[[-0.03515971]
 [-0.02427526]
 [-0.02385525]]"
1776861843.4127765,"[[-0.02268423]
 [ 0.01875267]
 [-0.02420635]]"
1776861843.4127867,"[[-0.02426076]
 [ 0.01857391]
 [-0.02218786]]"
1776861843.4128184,"[[-0.02578862]
 [ 0.01619875]
 [-0.02058159]]"
1776861843.4128253,"[[-0.02621121]
 [ 0.01466289]
 [-0.02071895]]"
1776861843.412854,"[[-0.02667505]
 [ 0.01189297]
 [-0.0227462 ]]"
1776861843.4128938,"[[-0.02780044]
 [ 0.00609759]
 [-0.0253389 ]]"
1776861843.4129307,"[[-0.02753225]
 [ 0.00362715]
 [-0.02637015]]"
1776861843.4129384,"[[-0.0250851 ]
 [ 0.00461167]
 [-0.02540032]]"
1776861843.4131076,"[[-0.0120146 ]
 [-0.00962124]
 [-0.02323966]]"
1776861843.4131274,"[[-0.01265804]
 [-0.00665124]
 [-0.0228069 ]]"
1776861843.4131374,"[[-0.01604362]
 [-0.00892654]
 [-0.02340861]]"
1776861843.4136286,"[[-0.0277202 ]
 [-0.01518328]
 [-0.02011681]]"
1776861843.4136717,"[[-0.02994434]
 [-0.02761598]
 [-0.02360303]]"
1776861843.4137049,"[[-0.03239323]
 [-0.0298422 ]
 [-0.02702317]]"
1776861843.4145982,"[[-0.02317199]
 [-0.00800148]
 [-0.02637659]]"
1776861843.4146087,"[[-0.02299109]
 [-0.01300978]
 [-0.02447997]]"
1776861843.4146147,"[[-0.02260538]
 [-0.01820594]
 [-0.02173929]]"
1776861843.414746,"[[-0.02357335]
 [ 0.00777454]
 [-0.02291623]]"
1776861843.4147568,"[[-0.02678069]
 [ 0.00138831]
 [-0.02494204]]"
1776861843.414864,"[[-0.0185266 ]
 [-0.01419346]
 [-0.02349789]]"
1776861843.4149082,"[[-0.0179277 ]
 [-0.0104399 ]
 [-0.02628564]]"
1776861843.415038,"[[-0.02655626]
 [-0.01287982]
 [-0.01616017]]"
1776861843.4151993,"[[-0.02728636]
 [ 0.00508396]
 [-0.02333655]]"
1776861843.4152198,"[[-0.02841904]
 [ 0.00226999]
 [-0.02272618]]"
1776861843.4152408,"[[-0.02518495]
 [ 0.00128215]
 [-0.02372178]]"
1776861843.4154084,"[[-0.02629248]
 [-0.00384456]
 [-0.02667579]]"
1776861843.415421,"[[-0.02366088]
 [-0.01238322]
 [-0.0254147 ]]"
1776861843.415721,"[[-0.02261385]
 [-0.00123879]
 [-0.02205934]]"
1776861843.4157515,"[[-0.02429603]
 [ 0.00688398]
 [-0.01893943]]"
1776861843.4160595,"[[-0.02026   ]
 [ 0.01069066]
 [-0.02437925]]"
1776861843.4165454,"[[-0.02432241]
 [ 0.01255656]
 [-0.02413482]]"
1776861843.4166286,"[[-0.01866219]
 [-0.02665762]
 [-0.02249296]]"
1776861843.4166994,"[[-0.01991697]
 [-0.00232225]
 [-0.02056266]]"
1776861843.416769,"[[-0.02711412]
 [-0.00252029]
 [-0.02501468]]"
1776861843.4167995,"[[-0.0255654 ]
 [-0.00326405]
 [-0.02409881]]"
1776861843.4168303,"[[-3.03620782e-02]
 [ 4.19352553e-05]
 [-2.34480594e-02]]"
1776861843.41684,"[[-0.03101142]
 [ 0.01073034]
 [-0.0267822 ]]"
1776861843.4171698,"[[-0.03204992]
 [ 0.00731317]
 [-0.02061135]]"
1776861843.4171796,"[[-0.03009466]
 [ 0.00620815]
 [-0.02173154]]"
1776861843.4171894,"[[-0.02822788]
 [ 0.00168287]
 [-0.02206698]]"
1776861843.4175851,"[[-0.0301996 ]
 [-0.00392546]
 [-0.02281905]]"
1776861843.417644,"[[-0.03421258]
 [-0.00149967]
 [-0.01877083]]"
1776861843.4177074,"[[-0.02782043]
 [-0.01546116]
 [-0.02138022]]"
1776861843.4177146,"[[-0.02503822]
 [-0.01334904]
 [-0.02354699]]"
1776861843.4180503,"[[-0.0233659 ]
 [ 0.00624872]
 [-0.02589946]]"
1776861843.4183745,"[[-0.02886179]
 [-0.00922611]
 [-0.02602516]]"
1776861843.4183846,"[[-0.02782833]
 [-0.0072962 ]
 [-0.02415589]]"
1776861843.4183946,"[[-0.02552453]
 [-0.00322052]
 [-0.02157475]]"
1776861843.4184043,"[[-0.02285955]
 [ 0.00283829]
 [-0.01941615]]"
1776861843.4184144,"[[-0.02147779]
 [ 0.00654428]
 [-0.01935272]]"
1776861843.4184244,"[[-0.02244822]
 [ 0.00460638]
 [-0.02098721]]"
1776861843.4184341,"[[-0.02476965]
 [ 0.00020685]
 [-0.02266833]]"
1776861843.4184437,"[[-0.02649684]
 [-0.00109127]
 [-0.02362901]]"
1776861843.4184535,"[[-0.02739   ]
 [-0.00085371]
 [-0.0239885 ]]"
1776861843.4184632,"[[-0.02832866]
 [-0.00610583]
 [-0.02425348]]"
1776861843.4184732,"[[-0.0294383 ]
 [-0.01953631]
 [-0.02463435]]"
1776861843.4184828,"[[-0.0304583 ]
 [-0.03438291]
 [-0.0241478 ]]"
1776861843.4184926,"[[-0.03098818]
 [-0.04002819]
 [-0.02272787]]"
1776861843.418502,"[[-0.03057938]
 [-0.03393993]
 [-0.02286304]]"
1776861843.418512,"[[-0.03004606]
 [-0.02422977]
 [-0.02468888]]"
1776861843.4185216,"[[-0.03044855]
 [-0.01940494]
 [-0.0248941 ]]"
1776861843.4185314,"[[-0.03057923]
 [-0.01862756]
 [-0.02301976]]"
1776861843.418541,"[[-0.02914056]
 [-0.01482236]
 [-0.02184246]]"
1776861843.4185507,"[[-0.02727712]
 [-0.00533285]
 [-0.02273676]]"
1776861843.4185605,"[[-0.02638496]
 [ 0.00526399]
 [-0.02470084]]"
1776861843.4185703,"[[-0.02625591]
 [ 0.0134669 ]
 [-0.0265355 ]]"
1776861843.41858,"[[-0.02583821]
 [ 0.01737779]
 [-0.02691819]]"
1776861843.41859,"[[-0.02507453]
 [ 0.01354152]
 [-0.02370382]]"
1776861843.4185998,"[[-0.02474133]
 [ 0.00545687]
 [-0.01861306]]"
1776861843.4186094,"[[-2.42958122e-02]
 [-3.40013777e-05]
 [-1.79150993e-02]]"
1776861843.4186192,"[[-0.022705  ]
 [-0.00226858]
 [-0.02224932]]"
1776861843.4186292,"[[-0.02040304]
 [-0.00178943]
 [-0.02519967]]"
1776861843.4186392,"[[-0.01868878]
 [ 0.00109614]
 [-0.02451386]]"
1776861843.4186492,"[[-0.01795782]
 [ 0.00325314]
 [-0.02385181]]"
1776861843.4186587,"[[-0.01727976]
 [ 0.00206538]
 [-0.02578882]]"
1776861843.4186687,"[[-0.01642778]
 [-0.00109076]
 [-0.02854733]]"
1776861843.4186785,"[[-0.0164698 ]
 [-0.0031333 ]
 [-0.02923682]]"
1776861843.418702,"[[-0.01789162]
 [-0.00276145]
 [-0.02902806]]"
1776861843.418712,"[[-2.02595656e-02]
 [-2.09664037e-05]
 [-2.95606224e-02]]"
1776861843.4187188,"[[-0.02297702]
 [ 0.00473546]
 [-0.02848996]]"
1776861843.4187255,"[[-0.02534021]
 [ 0.01018121]
 [-0.02386404]]"
1776861843.4187315,"[[-0.02663191]
 [ 0.0144194 ]
 [-0.01828207]]"
1776861843.41874,"[[-0.02656159]
 [ 0.01621278]
 [-0.01669989]]"
1776861843.4187672,"[[-0.02557531]
 [ 0.01530887]
 [-0.0204946 ]]"
1776861843.4187753,"[[-0.02444337]
 [ 0.01250554]
 [-0.02523116]]"
1776861843.418783,"[[-0.02359536]
 [ 0.008936  ]
 [-0.02522788]]"
1776861843.4187896,"[[-0.02341864]
 [ 0.00426053]
 [-0.01976969]]"
1776861843.4187963,"[[-0.02433811]
 [-0.00370289]
 [-0.01432265]]"
1776861843.4188194,"[[-0.0259708 ]
 [-0.01632514]
 [-0.01478033]]"
1776861843.4188416,"[[-0.02726274]
 [-0.03050334]
 [-0.01985401]]"
1776861843.4188488,"[[-0.02762648]
 [-0.04028677]
 [-0.02271695]]"
1776861843.4188595,"[[-0.02830261]
 [-0.04566402]
 [-0.02176154]]"
1776861843.4188695,"[[-0.0305966 ]
 [-0.04918352]
 [-0.02042649]]"
1776861843.4188793,"[[-0.0317237 ]
 [-0.0427038 ]
 [-0.01966148]]"
1776861843.4188893,"[[-0.02926872]
 [-0.02265859]
 [-0.01924524]]"
1776861843.4188993,"[[-0.02668714]
 [-0.00309484]
 [-0.01942219]]"
1776861843.4189098,"[[-0.02693448]
 [ 0.00865208]
 [-0.02024818]]"
1776861843.4189196,"[[-0.02888242]
 [ 0.01770019]
 [-0.02200798]]"
1776861843.4189293,"[[-0.03107539]
 [ 0.02363992]
 [-0.02418302]]"
1776861843.4189394,"[[-0.03201297]
 [ 0.0217322 ]
 [-0.02553479]]"
1776861843.4189494,"[[-0.03093199]
 [ 0.01407032]
 [-0.02575422]]"
1776861843.4189591,"[[-0.02958974]
 [ 0.00830271]
 [-0.02538822]]"
1776861843.418969,"[[-0.02928099]
 [ 0.00573105]
 [-0.0241463 ]]"
1776861843.418979,"[[-0.02873501]
 [ 0.00134337]
 [-0.02261181]]"
1776861843.4189887,"[[-0.02638212]
 [-0.00553518]
 [-0.02407362]]"
1776861843.4189985,"[[-0.02232574]
 [-0.01077708]
 [-0.02856232]]"
1776861843.4190085,"[[-0.01822825]
 [-0.0116123 ]
 [-0.0309253 ]]"
1776861843.4190183,"[[-0.01590585]
 [-0.01001333]
 [-0.02883631]]"
1776861843.419028,"[[-0.01568555]
 [-0.00945482]
 [-0.02536476]]"
1776861843.419038,"[[-0.01633439]
 [-0.01006014]
 [-0.02397635]]"
1776861843.4190478,"[[-0.01679787]
 [-0.01108188]
 [-0.02444031]]"
1776861843.4190576,"[[-0.01730652]
 [-0.01182493]
 [-0.02458408]]"
1776861843.4190676,"[[-0.01870742]
 [-0.00938114]
 [-0.02451241]]"
1776861843.4190776,"[[-0.02083417]
 [-0.00337551]
 [-0.02472696]]"
1776861843.4190874,"[[-0.02281274]
 [ 0.00182331]
 [-0.024768  ]]"
1776861843.4190972,"[[-0.02504979]
 [ 0.00326131]
 [-0.02598456]]"
1776861843.4191067,"[[-0.02768689]
 [ 0.00250501]
 [-0.02906229]]"
1776861843.4191332,"[[-0.02922167]
 [ 0.00252225]
 [-0.03168184]]"
1776861843.4191406,"[[-0.028914  ]
 [ 0.0037139 ]
 [-0.03161753]]"
1776861843.419151,"[[-0.0272928 ]
 [ 0.00490708]
 [-0.02834284]]"
1776861843.419161,"[[-0.02557374]
 [ 0.00566468]
 [-0.02421046]]"
1776861843.4191709,"[[-0.02507903]
 [ 0.00522654]
 [-0.02264775]]"
1776861843.4191809,"[[-0.02594149]
 [ 0.00271359]
 [-0.02321364]]"
1776861843.419191,"[[-0.02828091]
 [-0.00211579]
 [-0.02397952]]"
1776861843.4192007,"[[-0.0315356 ]
 [-0.00824102]
 [-0.02464047]]"
1776861843.419211,"[[-0.03295961]
 [-0.01330002]
 [-0.02459236]]"
1776861843.4192207,"[[-0.031212  ]
 [-0.01636392]
 [-0.02370395]]"
1776861843.4192305,"[[-0.02856403]
 [-0.01811326]
 [-0.02357637]]"
1776861843.4192402,"[[-0.02803399]
 [-0.01941922]
 [-0.02503289]]"
1776861843.4192505,"[[-0.03001492]
 [-0.02307481]
 [-0.02554622]]"
1776861843.4192603,"[[-0.03172543]
 [-0.02974836]
 [-0.02328792]]"
1776861843.4192698,"[[-0.02986087]
 [-0.03240579]
 [-0.02191932]]"
1776861843.4192798,"[[-0.02396334]
 [-0.02485743]
 [-0.02393284]]"
1776861843.4192896,"[[-0.01638566]
 [-0.00916488]
 [-0.02608403]]"
