Time_s,Control_Mode,Desired_Position_deg,Actual_Position_deg,Position_Error_deg,Total_Torque_Nm,Feedback_Torque_Nm,Feedforward_Torque_Nm,Jerk_deg_per_s3
0.0,AAN,0.20699924770259828,54.76651982378854,54.559520576085944,4.1,403343.5088823228,0.0,0.0
0.00764525993883792,AAN,1.0019572911738588,54.76651982378854,53.76456253261469,2.7788989499863206,2.7788989499863206,0.0,-571398.3390484665
0.01529051987767584,AAN,2.495581353660579,54.643171806167395,52.14759045250681,4.1,12.471271513979676,0.0,-5713983.390484535
0.022935779816513763,AAN,4.566954851814448,53.16299559471366,48.596040742899206,4.1,24.93624071874107,0.0,1714195.0171453017
0.03058103975535168,AAN,7.1061963889402655,50.69603524229075,43.58983885335048,4.1,28.215948310607644,0.0,4571186.7123877
0.0382262996941896,AAN,10.014128704899207,48.22907488986784,38.21494618496864,4.1,20.945807482981564,0.0,2285593.356193833
0.045871559633027525,AAN,13.201869934574875,46.25550660792951,33.05363667335464,4.1,24.579083871245498,0.0,-5142585.051436101
0.053516819571865444,AAN,16.59036349099187,43.66519823788546,27.074834746893597,4.1,16.35369159240349,0.0,1142796.6780968686
0.06116207951070336,AAN,20.109861203956875,40.70484581497797,20.5949846110211,4.1,5.438013844139389,0.0,6856780.068581532
0.06880733944954129,AAN,23.699372735853487,38.85462555066079,15.155252814807307,4.1,13.643593345774095,0.0,-9713771.763823802
0.0764525993883792,AAN,27.306092770770537,36.01762114537445,8.711528374603908,1.0457129190839174,1.0457129190839174,0.0,2856991.6952423006
0.08409785932721713,AAN,30.88481603714132,32.81057268722467,1.925756650083349,0.0856285341372628,0.0856285341372628,0.0,8570975.085726837
0.09174311926605505,AAN,34.39734888128487,31.08370044052863,-3.3136484407562437,-3.5421861027457355,-3.5421861027457355,0.0,-7999576.746678351
0.09938837920489296,AAN,37.81192486177774,29.110132158590307,-8.701792703187435,-0.6193933558024217,-0.6193933558024217,0.0,13713560.13716295
0.10703363914373089,AAN,41.10263068311457,29.85022026431718,-11.252410418797394,-4.1,-5.8944629951798095,0.0,-7999576.746678418
0.1146788990825688,AAN,44.24884773107231,31.577092511013213,-12.671755220059099,-4.1,-8.515324159779832,0.0,-2285593.356193817
0.12232415902140673,AAN,47.234713509965424,33.79735682819383,-13.437356681771597,-4.1,-10.670655612823404,0.0,-2285593.3561938
0.12996941896024464,AAN,50.04860641108558,36.01762114537445,-14.030985265711134,-4.1,-16.77208829895198,0.0,571398.339048401
0.13761467889908258,AAN,52.68265645886304,38.36123348017621,-14.321422978686833,-4.1,-16.473293036668448,0.0,3.1611261874786575e-08
0.1452599388379205,AAN,55.132283982902244,40.82819383259912,-14.304090150303125,-4.1,-16.67891505846364,0.0,-1142796.6780969317
0.1529051987767584,AAN,57.39576754582293,43.17180616740088,-14.22396137842204,-4.1,-19.8313689526815,0.0,1142796.6780968984
0.16055045871559634,AAN,59.47384191424738,45.63876651982378,-13.83507539442359,-4.1,-16.18381463420452,0.0,1714195.0171454337
0.16819571865443425,AAN,61.379363842229154,48.59911894273127,-12.780244899497884,-4.1,-12.7121511715752,0.0,-7999576.746678432
0.17584097859327216,AAN,63.13625477032839,50.32599118942731,-12.810263580901083,-4.1,-26.398411436296062,0.0,15999153.493356766
0.1834862385321101,AAN,64.77843052448394,54.27312775330396,-10.505302771179979,-4.1,-10.154324700084317,0.0,-16570551.832405197
0.191131498470948,AAN,66.35149318474159,56.863436123348016,-9.488057061393569,-4.1,-12.781955711937192,0.0,5713983.390484499
0.19877675840978593,AAN,67.88818604288437,59.33039647577092,-8.557789567113458,-4.1,-11.557406971848785,0.0,9.945797501131892e-08
0.20642201834862384,AAN,69.40498228453345,61.67400881057269,-7.730973473960771,-4.1,-12.492357915818666,0.0,571398.3390483694
0.21406727828746178,AAN,70.91614977161376,64.01762114537445,-6.898528626239319,-4.1,-10.892885957212954,0.0,-571398.3390484689
0.2217125382262997,AAN,72.43287706060603,66.23788546255506,-6.194991598050968,-4.1,-10.881327972370071,0.0,571398.3390485669
0.2293577981651376,AAN,73.96420928164238,68.45814977973568,-5.506059501906709,-4.1,-9.07564489070782,0.0,-571398.3390485652
0.23700305810397554,AAN,75.51913569173308,70.55506607929514,-4.964069612437945,-4.1,-8.361024797803333,0.0,1714195.017145432
0.24464831804281345,AAN,77.09967656396802,72.8986784140969,-4.200998149871116,-4.1,-7.6098717087738486,0.0,-2856991.6952423
0.25229357798165136,AAN,78.69928075769332,74.87224669603523,-3.827034061658086,-4.1,-7.888117074378306,0.0,0.0
0.2599388379204893,AAN,80.3063215834657,76.47577092511013,-3.8305506583555857,-4.1,-9.242329645203776,0.0,5713983.390484534
0.2675840978593272,AAN,81.90618254470311,78.94273127753303,-2.9634512671700928,-4.1,-5.749138990697768,0.0,-5713983.390484468
0.27522935779816515,AAN,83.48576012204386,81.03964757709251,-2.446112544951349,-4.1,-4.4087616677576795,0.0,2856991.6952421693
0.28287461773700306,AAN,85.03560283960547,83.38325991189427,-1.6523429277111972,-3.7872489295533702,-3.7872489295533702,0.0,-3428390.0342907347
0.290519877675841,AAN,86.5482968823974,85.23348017621144,-1.3148167061859524,-3.628316106964237,-3.628316106964237,0.0,4571186.712387732
0.2981651376146789,AAN,88.01626327895544,87.5770925110132,-0.4391707679422293,-1.90969925310338,-1.90969925310338,0.0,-5713983.3904846
0.3058103975535168,AAN,89.43156444653293,89.1806167400881,-0.2509477064448332,-2.9233060965720994,-2.9233060965720994,0.0,9142373.424775336
