t_qd,qd_rad,t_q,q_rad
0.59,2.216851762697678,0.59,0.3779011181687203
0.595,2.217155159018569,0.595,0.3831768835206103
0.6,2.217476903619759,0.6,0.38630326298839707
0.605,2.2178190296490055,0.605,0.39040663603986714
0.61,2.2181815376818683,0.61,0.3935330155076539
0.615,2.2185643734189977,0.615,0.3978317872758606
0.62,2.2189682684576355,0.62,0.4021305590440673
0.625,2.2193918923366462,0.625,0.40545233722859075
0.63,2.2198303194742137,0.63,0.40857871669637746
0.635,2.2202792553507433,0.635,0.41268208974784754
0.64,2.220738664729626,0.64,0.4163946653658443
0.645,2.221207496487269,0.645,0.4197164435503677
0.65,2.22168198390651,0.65,0.4230382217348911
0.655,2.2221607949109807,0.655,0.4275323922198345
0.66,2.222644675067701,0.66,0.4306587716876212
0.665,2.2231360917542187,0.665,0.43593453703951135
0.67,2.2236398290230355,0.67,0.44023330880771805
0.675,2.2241587667782188,0.675,0.44355508699224144
0.68,2.2246923877061917,0.68,0.44668146646002815
0.685,2.225240176864146,0.685,0.45215263052865495
0.6900000000000001,2.2258024572663433,0.6900000000000001,0.45566980742991503
0.6950000000000001,2.2263783684677882,0.6950000000000001,0.4595777817646485
0.7000000000000001,2.2269679984617854,0.7000000000000001,0.4652443445500118
0.705,2.22757314958928,0.705,0.46876152145127187
0.71,2.228193209934471,0.71,0.4720832996357954
0.715,2.2288264766898584,0.715,0.476968267554212
0.72,2.2294722568807455,0.72,0.4808762418889455
0.725,2.2301297668735285,0.725,0.4847842162236789
0.73,2.2307972345822162,0.73,0.48751979825799224
0.735,2.2314720958447625,0.735,0.4910369751592523
0.74,2.232152996866623,0.74,0.4951403482107224
0.745,2.2328386489439858,0.745,0.4988529238287191
0.75,2.233528774809008,0.75,0.5039332904638726
0.755,2.2342249544826407,0.755,0.5074504673651327
0.76,2.2349265670552168,0.76,0.5115538404166027
0.765,2.2356320241015726,0.765,0.5164388083350194
0.77,2.236340837525823,0.77,0.5195651878028061
0.775,2.237051622204134,0.775,0.5232777634208029
0.78,2.237762237717836,0.78,0.5269903390387995
0.785,2.2384708553752493,0.785,0.5307029146567964
0.79,2.2391768534069905,0.79,0.5346108889915298
0.795,2.2398806294609344,0.795,0.5389096607597365
0.8,2.24058160657627,0.8,0.54281763509447
0.805,2.241278401130854,0.805,0.54633481199573
0.81,2.241969867139982,0.81,0.5502427863304634
0.8150000000000001,2.2426550381307964,0.8150000000000001,0.5531737670815134
0.8200000000000001,2.2433322425210034,0.8200000000000001,0.5561047478325636
0.8250000000000001,2.244000141377997,0.8250000000000001,0.560598918317507
0.8300000000000001,2.24465943637229,0.8300000000000001,0.5643114939355037
0.835,2.2453107674662838,0.835,0.5678286708367637
0.84,2.245952985320941,0.84,0.5715412464547605
0.845,2.2465843280195483,0.845,0.5756446195062305
0.85,2.2472042510594012,0.85,0.5795525938409639
0.855,2.247813236454229,0.855,0.5830697707422241
0.86,2.2484117616981645,0.86,0.5867823463602206
0.865,2.249000298138423,0.865,0.5902995232614808
0.87,2.2495801119352596,0.87,0.5947936937464242
0.875,2.2501531257487257,0.875,0.5983108706476843
0.88,2.250720186440786,0.88,0.601437250115471
0.885,2.2512804348897704,0.885,0.6043682308665211
0.89,2.2518331679719426,0.89,0.6082762052012545
0.895,2.252378640518236,0.895,0.6117933821025145
0.9,2.252917130423349,0.9,0.6166783500209313
0.905,2.253449685097244,0.905,0.6200001282054547
0.91,2.2539772432283387,0.91,0.6237127038234513
0.915,2.2544998587685607,0.915,0.6274252794414481
0.92,2.255017588864734,0.92,0.6315286524929183
0.925,2.2555312871601596,0.925,0.6354366268276517
0.93,2.256042485236154,0.93,0.6397353985958584
0.935,2.2565524643277337,0.935,0.6438387716473285
0.9400000000000001,2.257063004726677,0.9400000000000001,0.6481375434155352
0.9450000000000001,2.2575755675943134,0.9450000000000001,0.6522409164670053
0.9500000000000001,2.2580905848072605,0.9500000000000001,0.6561488908017388
0.9550000000000001,2.2586083488618396,0.9550000000000001,0.6598614664197354
0.96,2.2591283009239156,0.96,0.6631832446042588
0.965,2.2596498767579014,0.965,0.6678728138059389
0.97,2.2601739649541788,0.97,0.6723669842908824
0.975,2.2607012427032553,0.975,0.6758841611921423
0.98,2.2612307673286414,0.98,0.6797921355268758
0.985,2.2617616507818954,0.985,0.6844817047285559
0.99,2.26229376150399,0.99,0.6879988816298159
0.995,2.262826915205521,0.995,0.691516058531076
1.0,2.2633609147346707,1.0,0.6950332354323361
1.0050000000000001,2.2638948612322545,1.0050000000000001,0.6987458110503327
1.01,2.264427939674822,1.01,0.7034353802520129
1.0150000000000001,2.2649601314966876,1.0150000000000001,0.7075387533034829
1.02,2.265491400825652,1.02,0.711642126354953
1.025,2.266021672138331,1.025,0.7155501006896864
1.03,2.2665501987966863,1.03,0.7190672775909466
1.035,2.2670763488463574,1.035,0.7231706506424166
1.04,2.26760024410133,1.04,0.7268832262604134
1.045,2.2681219681375717,1.045,0.7311819980286202
1.05,2.268641564163282,1.05,0.7350899723633534
1.055,2.269159041462248,1.055,0.7391933454148236
1.06,2.2696743967249695,1.06,0.7432967184662935
1.065,2.2701876044532185,1.065,0.7475954902345003
1.07,2.2706986137659984,1.07,0.7511126671357603
1.075,2.2712073630144807,1.075,0.7552160401872305
1.08,2.271713784559126,1.08,0.7585378183717539
1.085,2.2722172120205806,1.085,0.7624457927064873
1.09,2.2727164697483144,1.09,0.7663537670412206
1.095,2.2732105635252684,1.095,0.7704571400926907
1.1,2.2736992800679987,1.1,0.7753421080111076
1.105,2.2741830862361034,1.105,0.7788592849123676
1.11,2.274662412641118,1.11,0.7819856643801543
1.115,2.2751370537082263,1.115,0.785698239998151
1.12,2.275605680164757,1.12,0.7892154168994111
1.125,2.2760666312073403,1.125,0.7923417963671978
1.1300000000000001,2.2765185910056527,1.1300000000000001,0.7958589732684579
1.135,2.2769616721072374,1.135,0.8003531437534013
1.1400000000000001,2.277396611307119,1.1400000000000001,0.804065719371398
1.145,2.277822991286109,1.145,0.8071920988391849
1.1500000000000001,2.2782410865833764,1.1500000000000001,0.8114908706073914
1.155,2.278651730856309,1.155,0.814812648791915
1.16,2.279054576658453,1.16,0.818916021843385
1.165,2.2794488165721383,1.165,0.8228239961781183
1.17,2.2798338198374966,1.17,0.8263411730793784
1.175,2.280209668426378,1.175,0.8292721538304285
1.18,2.2805765108720286,1.18,0.8335709255986353
1.185,2.2809345539315897,1.185,0.8382604948003154
1.19,2.281284586015577,1.19,0.841386874268102
1.195,2.281627333605036,1.195,0.8452948486028355
1.2,2.281963462943794,1.2,0.8490074242208321
1.205,2.282293116647679,1.205,0.8531107972723023
1.21,2.28261645133427,1.21,0.8572141703237723
1.215,2.282934100579222,1.215,0.8605359485082957
1.22,2.28324663134656,1.22,0.8646393215597659
1.225,2.2835545484700925,1.225,0.8681564984610259
1.23,2.283857829785078,1.23,0.8718690740790227
1.235,2.284156481855729,1.235,0.8767540419974394
1.24,2.2844510226778962,1.24,0.8800758201819627
1.245,2.2847419072604738,1.245,0.8841791932334329
1.25,2.2850299460940837,1.25,0.8878917688514296
1.2550000000000001,2.2853158243685465,1.2550000000000001,0.8927767367698464
1.26,2.285599252270227,1.26,0.8960985149543697
1.2650000000000001,2.285879571708375,1.2650000000000001,0.9000064892891031
1.27,2.2861566741313104,1.27,0.9039144636238364
1.2750000000000001,2.2864308985773456,1.2750000000000001,0.9082132353920432
1.28,2.2867025512758774,1.28,0.91192581101004
1.285,2.286972335283876,1.285,0.9164199814949833
1.29,2.2872408261060277,1.29,0.9197417596795069
1.295,2.287507248499073,1.295,0.9232589365807669
1.3,2.2877705729352114,1.3,0.9269715121987636
1.305,2.2880307827697735,1.305,0.9304886891000236
1.31,2.288288281852963,1.31,0.9343966634347571
1.315,2.288543439865749,1.315,0.9383046377694905
1.32,2.288796575045761,1.32,0.9418218146707505
1.325,2.2890479726759354,1.325,0.9449481941385374
1.33,2.289297899601984,1.33,0.9490515671900073
1.335,2.2895461573228437,1.335,0.9523733453745308
1.34,2.289792157934833,1.34,0.9564767184260008
1.345,2.290035848932278,1.345,0.9603846927607341
1.35,2.2902776381958434,1.35,0.9640972683787309
1.355,2.2905174644280537,1.355,0.9678098439967278
1.36,2.2907548966200135,1.36,0.971131622181251
1.365,2.2909900113122714,1.365,0.9746487990825112
1.37,2.2912232468564135,1.37,0.9787521721339812
1.375,2.291455365825719,1.375,0.9832463426189246
1.3800000000000001,2.2916870507156433,1.3800000000000001,0.9873497156703948
1.385,2.2919180704599817,1.385,0.9914530887218647
1.3900000000000001,2.292148189630222,1.3900000000000001,0.9955564617733349
1.395,2.2923776153687383,1.395,0.9992690373913317
1.4000000000000001,2.29260654495396,1.4000000000000001,1.0029816130093283
1.405,2.292834746265843,1.405,1.006107992477115
1.41,2.293061243317453,1.41,1.0100159668118485
1.415,2.2932852482904473,1.415,1.0135331437131085
1.42,2.2935072754297274,1.42,1.017441118047842
1.425,2.29372849482512,1.425,1.0219352885327855
1.43,2.2939495218944175,1.43,1.026234060300992
1.435,2.2941705220521715,1.435,1.0303374333524622
1.44,2.294391586884061,1.44,1.0336592115369856
1.445,2.294613146642725,1.445,1.0373717871549823
1.45,2.294835583466427,1.45,1.0408889640562422
1.455,2.2950580910838814,1.455,1.0438199448072925
1.46,2.2952796014590726,1.46,1.0475325204252892
1.465,2.2954999578666593,1.465,1.0520266909102327
1.47,2.2957194202994136,1.47,1.055934665244966
1.475,2.2959382163392337,1.475,1.060038038296436
1.48,2.296156528541007,1.48,1.0639460126311695
1.485,2.2963741484649725,1.485,1.0674631895324294
1.49,2.296590918078766,1.49,1.0707849677169528
1.495,2.2968070792097484,1.495,1.0750837394851596
1.5,2.2970228164435116,1.5,1.079577909970103
1.5050000000000001,2.2972382697453533,1.5050000000000001,1.0827042894378898
1.51,2.2974532144623008,1.51,1.0871984599228333
1.5150000000000001,2.2976674695224393,1.5150000000000001,1.09091103554083
1.52,2.2978815617293993,1.52,1.0954052060257735
1.5250000000000001,2.2980959108847823,1.5250000000000001,1.09853158549356
1.53,2.298310524287548,1.53,1.1032211546952402
1.5350000000000001,2.2985254093197174,1.5350000000000001,1.1065429328797636
1.54,2.2987398467514644,1.54,1.1094739136308136
1.545,2.2989528573620466,1.545,1.112795691815337
1.55,2.299163968215849,1.55,1.1161174699998604
1.555,2.2993728070758293,1.555,1.1200254443345938
1.56,2.299579430653072,1.56,1.1231518238023808
1.565,2.299784230637019,1.565,1.1272551968538507
1.57,2.2999875394894835,1.57,1.1305769750383738
1.575,2.3001896607605734,1.575,1.1344849493731075
1.58,2.300390553812591,1.58,1.137806727557631
1.585,2.3005898403727185,1.585,1.1415193031756277
1.59,2.300787500111013,1.59,1.1452318787936242
1.595,2.3009838673872216,1.595,1.148358258261411
1.6,2.3011792501877864,1.6,1.152070833879408
1.605,2.3013735773376047,1.605,1.1557834094974044
1.61,2.301566785335962,1.61,1.1610591748492947
1.615,2.3017594882145977,1.615,1.1651625479007646
1.62,2.301952197871598,1.62,1.168484326085288
1.625,2.3021443518112448,1.625,1.1718061042698116
1.6300000000000001,2.302334831416284,1.6300000000000001,1.1747370850208614
1.635,2.3025236822346367,1.635,1.1788404580723315
1.6400000000000001,2.3027116078508296,1.6400000000000001,1.1819668375401182
1.645,2.3028985550511747,1.645,1.1854840144413783
1.6500000000000001,2.3030841502234014,1.6500000000000001,1.1888057926259017
1.655,2.3032683837201686,1.655,1.1931045643941083
1.6600000000000001,2.3034518572565394,1.6600000000000001,1.1966217412953686
1.665,2.3036350640342254,1.665,1.2013113104970485
1.67,2.3038177937419575,1.67,1.2044376899648352
1.675,2.3039995573604064,1.675,1.2087364617330423
1.68,2.304180508266321,1.68,1.2130352335012489
1.685,2.3043610438138398,1.685,1.2161616129690356
1.69,2.3045409077657975,1.69,1.2192879924368225
1.695,2.3047195979500916,1.695,1.223000568054819
1.7,2.3048966817483607,1.7,1.2267131436728156
1.705,2.305072060442228,1.705,1.230034921857339
1.71,2.305245666462426,1.71,1.2339428961920726
1.715,2.3054171922946676,1.715,1.2370692756598594
1.72,2.3055866519242314,1.72,1.2403910538443828
1.725,2.305754328713432,1.725,1.2448852243293262
1.73,2.305920486926242,1.73,1.2487931986640595
1.735,2.3060853558099663,1.735,1.2523103755653198
1.74,2.3062491057776033,1.74,1.256804546050263
1.745,2.3064118784458785,1.745,1.260321722951523
1.75,2.3065735529697933,1.75,1.2640342985695197
1.7550000000000001,2.306733778854556,1.7550000000000001,1.2675514754707797
1.76,2.3068925332792665,1.76,1.2712640510887767
1.7650000000000001,2.3070500638652955,1.7650000000000001,1.2751720254235102
1.77,2.307206571158055,1.77,1.2788846010415067
1.7750000000000001,2.307362236459728,1.7750000000000001,1.2829879740929768
1.78,2.307516980770163,1.78,1.285918954844027
1.7850000000000001,2.3076704882298418,1.7850000000000001,1.2898269291787603
1.79,2.3078227525255737,1.79,1.293539504796757
1.795,2.3079737813345202,1.795,1.296470485547807
1.8,2.3081233562452557,1.8,1.2999876624490672
1.805,2.308271573922131,1.805,1.3042864342172737
1.81,2.3084190232296646,1.81,1.310148395719374
1.815,2.3085664530007914,1.815,1.314837964921054
1.82,2.308714239612157,1.82,1.3191367366892608
1.825,2.3088624504087125,1.825,1.3234355084574676
1.83,2.309011144566769,1.83,1.3269526853587275
1.835,2.3091603457911254,1.835,1.331446855843671
1.84,2.3093098112074535,1.84,1.334377836594721
1.845,2.309459355944169,1.845,1.3388720070796645
1.85,2.309609327619364,1.85,1.3433661775646077
1.855,2.3097599945882354,1.855,1.3470787531826045
1.86,2.309911312248427,1.86,1.350986727517338
1.865,2.310063229819984,1.865,1.3545039044185982
1.87,2.3102156981338564,1.87,1.3578256826031216
1.875,2.3103686846909244,1.875,1.3617336569378549
1.8800000000000001,2.310521900487768,1.8800000000000001,1.365837029989325
1.885,2.3106748255938636,1.885,1.3695496056073215
1.8900000000000001,2.310827263462366,1.8900000000000001,1.372871383791845
1.895,2.3109790503354937,1.895,1.3759977632596319
1.9000000000000001,2.311129826839051,1.9000000000000001,1.3799057375943653
1.905,2.3112795639150745,1.905,1.3838137119290987
1.9100000000000001,2.311428474377434,1.9100000000000001,1.3875262875470953
1.915,2.3115764817380575,1.915,1.3908480657316187
1.92,2.3117235214321608,1.92,1.394951438783089
1.925,2.311869800026387,1.925,1.3986640144010856
1.93,2.3120152665588902,1.93,1.4015949951521356
1.935,2.3121596336466443,1.935,1.4053075707701321
1.94,2.3123026663310213,1.94,1.4088247476713924
1.945,2.3124444233431776,1.945,1.412537323289389
1.95,2.3125852063780052,1.95,1.4166406963408593
1.955,2.312725519455433,1.955,1.4207440693923294
1.96,2.312865792569196,1.96,1.4240658475768528
1.965,2.3130059018649307,1.965,1.427583024478113
1.97,2.3131454960979165,1.97,1.4314909988128461
1.975,2.313284286456282,1.975,1.4348127769973695
1.98,2.313422019817737,1.98,1.4377437577484196
1.985,2.3135584788362,1.985,1.4414563333664165
1.99,2.3136937402194673,1.99,1.4449735102676766
1.995,2.3138281129040834,1.995,1.4486860858856732
2.0,2.3139618603876735,2.0,1.4525940602204066
2.005,2.314095225949193,2.005,1.4555250409714566
2.0100000000000002,2.314228405593237,2.0100000000000002,1.4588468191559802
2.015,2.3143610648136255,2.015,1.4621685973405036
2.02,2.3144924688256423,2.02,1.465490375525027
2.025,2.3146224881624575,2.025,1.4699845460099703
2.0300000000000002,2.3147514775772744,2.0300000000000002,1.4736971216279668
2.035,2.314879731876116,2.035,1.4774096972459638
2.04,2.315007719906205,2.04,1.4820992664476438
2.045,2.3151358153425448,2.045,1.4856164433489039
2.05,2.3152638664160023,2.05,1.489133620250164
2.055,2.3153917561684008,2.055,1.4922599997179506
2.06,2.315519389328697,2.06,1.4959725753359474
2.065,2.3156464477467886,2.065,1.4994897522372075
2.07,2.3157728790766647,2.07,1.503202327855204
2.075,2.315898638682145,2.075,1.5065241060397276
2.08,2.3160234612429167,2.08,1.5096504855075141
2.085,2.3161473476423677,2.085,1.5135584598422478
2.09,2.3162703215649483,2.09,1.5168802380267712
2.095,2.3163924063663304,2.095,1.5215698072284511
2.1,2.316514048728044,2.1,1.525086984129711
2.105,2.316635615128681,2.105,1.528213363597498
2.11,2.3167569670760555,2.11,1.5313397430652846
2.115,2.3168779879165693,2.115,1.5362247109837017
2.12,2.316998597190508,2.12,1.5393510904514882
2.125,2.317118323725495,2.125,1.5426728686360116
2.13,2.3172369704592772,2.13,1.547167039120955
2.1350000000000002,2.3173547831609786,2.1350000000000002,1.5506842160222152
2.14,2.3174719889620983,2.14,1.5545921903569486
2.145,2.3175887777595285,2.145,1.5586955634084183
2.15,2.317705092391448,2.15,1.5620173415929417
2.1550000000000002,2.3178206844996057,2.1550000000000002,1.5657299172109387
2.16,2.3179357696058696,2.16,1.5702240876958822
2.165,2.318050741923238,2.165,1.5735458658804056
2.17,2.3181655185479393,2.17,1.5776492389318757
2.1750000000000003,2.318280023414289,2.1750000000000003,1.5813618145498722
2.18,2.3183943856653078,2.18,1.5852697888846057
2.185,2.318508702459126,2.185,1.5889823645026022
2.19,2.3186228681430783,2.19,1.5923041426871256
2.195,2.318736607699288,2.195,1.5954305221549125
2.2,2.318849884027531,2.2,1.5983615029059628
2.205,2.3189626686664444,2.205,1.6018786798072226
2.21,2.3190747323502,2.21,1.6048096605582727
2.215,2.319185885135746,2.215,1.6087176348930061
2.22,2.319295992869473,2.22,1.6116486156440561
2.225,2.3194051347801725,2.225,1.6149703938285795
2.23,2.3195135648832674,2.23,1.6190737668800494
2.235,2.319621324981062,2.235,1.621809348914363
2.24,2.319728271472284,2.24,1.6257173232490965
2.245,2.3198344702816884,2.245,1.62962529758383
2.25,2.319939986071873,2.25,1.6331424744850898
2.255,2.320044876195436,2.255,1.6368550501030865
2.2600000000000002,2.320149186447479,2.2600000000000002,1.6399814295708732
2.265,2.320252591665583,2.265,1.6434986064721333
2.27,2.3203552115846886,2.27,1.6481881756738137
2.275,2.320457722067635,2.275,1.6520961500085467
2.2800000000000002,2.3205604891381255,2.2800000000000002,1.6558087256265437
2.285,2.3206637989227743,2.285,1.6603028961114872
2.29,2.3207678940741303,2.29,1.6630384781458003
2.295,2.320872406724086,2.295,1.6663602563303237
2.3000000000000003,2.32097700107464,2.3000000000000003,1.6700728319483205
2.305,2.321081765046383,2.305,1.6741762049997908
2.31,2.3211865893380375,2.31,1.6776933819010509
2.315,2.3212911992844902,2.315,1.681601356235784
2.32,2.32139536462102,2.32,1.6851185331370444
2.325,2.3214990562185545,2.325,1.6884403113215678
2.33,2.321602613083392,2.33,1.6943022728236676
2.335,2.3217065050936188,2.335,1.6980148484416642
2.34,2.3218109322221547,2.34,1.7019228227763976
2.345,2.3219158767337515,2.345,1.706026195827868
2.35,2.322021308434714,2.35,1.7093479740123914
2.355,2.322127010938482,2.355,1.712474353480178
2.36,2.3222326332842265,2.36,1.7157961316647015
2.365,2.322337881266214,2.365,1.7189225111324882
2.37,2.3224424970418016,2.37,1.7228304854672214
2.375,2.322546588108125,2.375,1.727910852102375
2.38,2.322650588049098,2.38,1.7318188264371084
2.3850000000000002,2.3227545519855806,2.3850000000000002,1.7351406046216318
2.39,2.322858019698814,2.39,1.7386577815228919
2.395,2.3229607412437665,2.395,1.7433473507245718
2.4,2.3230630137260406,2.4,1.7462783314756218
2.4050000000000002,2.323164952134678,2.4050000000000002,1.7496001096601452
2.41,2.323266312117348,2.41,1.7529218878446686
2.415,2.3233670381503635,2.415,1.756243666029192
2.42,2.3234670938092443,2.42,1.759760842930452
2.4250000000000003,2.323566285560374,2.4250000000000003,1.7632780198317124
2.43,2.3236646176793556,2.43,1.7665997980162358
2.435,2.3237621049178596,2.435,1.7697261774840223
2.44,2.3238586031404878,2.44,1.772852556951809
2.445,2.3239541569283495,2.445,1.7767605312865427
2.45,2.324048816215851,2.45,1.7802777081878027
2.455,2.3241423151503593,2.455,1.7834040876555892
2.46,2.3242344223264992,2.46,1.7875074607070596
2.465,2.324325268171791,2.465,1.7910246376083194
2.47,2.3244153113429076,2.47,1.7951280106597896
2.475,2.324505086768224,2.475,1.7992313837112597
2.48,2.32459486264524,2.48,1.8027485606125195
2.485,2.324684725238085,2.485,1.8070473323807266
2.49,2.3247747540937027,2.49,1.810759907998723
2.495,2.324864988846051,2.495,1.8146678823334566
2.5,2.3249554394962764,2.5,1.8189666541016634
2.505,2.32504610552783,2.505,1.8230700271531333
2.5100000000000002,2.325136833918037,2.5100000000000002,1.8260010079041833
2.515,2.3252273307618614,2.515,1.8295181848054431
2.52,2.325317333532258,2.52,1.8330353617067037
2.525,2.3254066297134317,2.525,1.8363571398912268
2.5300000000000002,2.3254951877315393,2.5300000000000002,1.8394835193590138
2.535,2.3255832614709226,2.535,1.8443684872774304
2.54,2.3256711985326928,2.54,1.848081062895427
2.545,2.325759145611137,2.545,1.8515982397966873
2.5500000000000003,2.3258469471121237,2.5500000000000003,1.8547246192644742
2.555,2.3259344370533417,2.555,1.8584371948824707
2.56,2.326021598018685,2.56,1.8625405679339408
2.565,2.3261081655069824,2.565,1.8660577448352007
2.57,2.326193912722171,2.57,1.8703565166034077
2.575,2.3262789163970763,2.575,1.8738736935046676
2.58,2.3263631182440077,2.58,1.8770000729724543
2.585,2.326446467005167,2.585,1.8803218511569777
2.59,2.3265290554730025,2.59,1.8840344267749745
2.595,2.3266108499675955,2.595,1.887160806242761
