Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
optimizer_4,0.5079512171545779,0.707564418030495,0.3992063584459937,0.7532948261808381,0.15607159590761777,47,0.2349999988780302,-0.19779103376881388,-0.191769376569773,0.08250668148362264,-0.500499963760376,-0.06466670831044515,0.31341469224045504,0.48425786130464465,0.617176418082646
