Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
None,6079.980298066148,116.03159411066599,131880.81023644973,6319969.539591019,0.0,322.8084954343125,116.03159411066599,206.77690132364648,6079.980298066148,-5757.171802631836
