Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
EMG_IMU_optimizer_2,138.83356429107928,0.22754337054056606,473.6995647463354,7042.997405406828,0.016918852195086487,30.97997508794967,0.21062451834547957,30.752431717409102,138.8166454388842,-107.85358920312962
