Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
optimizer_6,45.32977206437654,3.511721136106871,3158.457594278762,485511.05545860395,0.17119694550871145,10.554924545491673,3.3405241905981597,7.043203409384802,45.15857511886783,-34.77484751888487
