Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
EMG_IMU_optimizer_2,0.5223270184268706,0.689002809869891,0.4476064358100816,0.7861483503403445,0.19774739449697754,29,0.14499274076001067,-0.22899910124055695,-0.23443964426598285,0.047712907016563354,-0.4379998445510864,-0.0484999418258667,0.33226560479569756,0.518182575384493,0.6486143943288191
