Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
pDMP coupled,4.1112132869437,4.8391343719477105,4.017095328752973,0.1752801286301172,-55.472345734464525,480,0.2400000005720304,1.8240370365384844,1.8240370365384844,0.0,1.2149999141693115,0.6310999870300293,8.740154565972192,4.113967458887475,4.8435679198039745
