Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,ROM_Error,Shifted_MAE,Shifted_RMSE
optimizer_5_pd,0.6363220958902424,0.8312004827470468,0.49364145093203604,0.6145146797030475,-0.1669454886701487,74,0.37001852004489255,0.30341505072554487,0.5686801310589665,0.6897086763792928
