Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
optimizer_5_pd,174.55102663400152,0.08289657849047671,2233.6876326153324,105458.2709483216,0.0,1.517628800407067,0.08289657849047671,1.4347322219165903,174.55102663400152,-173.03339783359445
