Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
optimizer_5_pd,37.607118080811475,10.041024234297424,166.2359842643906,15180.627499500331,0.5882104803234256,46.81973275744156,9.452813753973999,36.77870852314413,37.01890760048805,9.212614676630082
