Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
None,4689.360835940819,162.75305682623468,30358.507019822606,605554.0123535147,0.012059627152858394,542.2683600182121,162.74099719908182,379.5153031919774,4689.348776313666,-4147.092475922607
