Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
EMG_IMU_optimizer,0.7765091603433021,0.9474310519521765,0.08030806420073798,0.3773499975940748,-0.5131042925532938,118,0.5899999971831397,0.2444731195503373,0.21381053835973596,0.1015902518484973,0.022500157356262207,0.20850002765655518,0.7533268682989891,0.35183384401722234,0.4446923868418206
