Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
optimizer_1,0.44853081908619463,0.6475157563886084,0.3288573422322447,0.7750925168948755,0.29145109399083835,46,0.22998848534346522,-0.14840602752516246,-0.15577902832548318,0.04702552337266693,-0.4379998445510864,-0.0484999418258667,0.3293337271968264,0.420657629725922,0.5403539149723189
