Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
optimizer_4,0.7867069642532287,0.953952356722831,0.7276376995993575,0.6473897148231166,-0.5378802538285059,0,0.0,-0.32333572182601866,-0.32333572182601866,0.0,-0.44999992847442627,-0.04249997933705648,0.35071129225697595,0.7867069642532287,0.953952356722831
