Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
optimizer_5_pd,0.598510021316678,0.7595511136660038,0.44046179802833574,0.7465846055576204,-0.013564713245946214,345,0.17250000012457808,-0.16109808586331606,-0.1821401455511047,0.04739117053812734,0.9697500467300415,0.8949374854564667,0.3329125183049024,0.5935754939293039,0.720394538328008
