Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
optimizer_4,0.51681072143206,0.7105482581983198,0.2930512783942361,0.7440968362071498,0.1129979346708242,514,0.2570000001856033,-0.12567314016099637,-0.13967964446449344,0.09164132706829729,0.9697500467300415,0.895249992609024,0.31985479848195375,0.47376063017661885,0.6052251866656612
