Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
optimizer_6,0.5194647133897617,0.7266265526312806,0.3850328950133264,0.7247669568244535,0.10998738559080223,56,0.2799999986631849,-0.08834324526470323,-0.12550654470376432,0.0873847679091013,-0.4760000705718994,-0.03816676139831543,0.27422917776249367,0.4833991294289117,0.6017246359326397
