Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
optimizer_4,85.01748803994278,12.038133385566995,231.75250689450377,3667.971679623665,0.5760631024036806,78.81088964797705,11.462070283163314,66.77275626241006,84.4414249375391,-6.206598391965727
