Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
optimizer_5_pd,0.6419787614326744,0.7835494645629961,0.5812034489401928,0.7673553153194438,-0.03753316160837383,5,0.024998748406898395,-0.2922484056847093,-0.30842184875751855,0.03145759868798594,-0.44999992847442627,-0.04249997933705648,0.3605464854175384,0.6417765048625049,0.7802481281667493
