Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
optimizer_5_pd,53.009134680446735,14.548830477582136,121.62462292043885,2282.964253008322,0.9998636465372197,62.93150765084605,13.548966831044917,48.382677173263914,52.00927103390951,9.922372970399316
