Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
None,0.6116349650674644,0.7626947384668785,-0.4657999577588186,0.6971197930873755,0.019437828376069444,-49,-0.2449999988302868,0.10601187649646962,-0.2667849454418594,0.9806158853978347,-0.2709999084472656,-0.13340003490448,0.49772561581139696,0.5544825158015756,0.7023468472743517
