Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
None,0.48800961366311985,0.5823990752883738,0.1463986341392553,0.6655943064411761,0.4040925346044688,-555,-0.2775000002004082,-0.014050933637466567,-0.42009740159553033,1.0283626739935419,-0.05950009822845459,-0.0963124930858612,0.18203735332015558,0.42297572700861036,0.504401002328673
