Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
optimizer_5_pd,0.43635816314845294,0.506903477563372,0.37981625781697176,0.8815905329059426,0.3803435056002601,0,0.0,-0.5236781683244635,-0.5236781683244635,0.09662749566140738,1.2519999742507935,1.0196666717529297,0.5542559792014381,0.43635816314845294,0.506903477563372
