Time_sec,MoCap_Angle_rad,Optimized_Angle_rad,Filtered_Net_A
0.0,0.38800843522133566,0.0,-0.006305938985030361
0.00599980354309082,0.3879305483898351,0.0,-0.02067217345731377
0.010999917984008789,0.3880564661949803,0.0,-0.0326447015460373
0.014999866485595703,0.3881113335878024,0.0,-0.03896583445614651
0.020999908447265625,0.38808442702070306,0.0,-0.04532478997955241
0.026000022888183594,0.3879425032276076,0.0,-0.0512371324836612
0.029999971389770508,0.38803438234344545,0.0,-0.055854511389899414
0.034999847412109375,0.3880366043836814,0.0,-0.06162616621750396
0.0409998893737793,0.3881347818473901,0.0,-0.06885783093189993
0.046000003814697266,0.38803587150823954,0.0,-0.0753691619338531
0.04999995231628418,0.38803367748079737,0.0,-0.08057804044900511
0.0559999942779541,0.38803133998184436,0.0,-0.08981108580553636
0.06099987030029297,0.38797746775035663,0.0,-0.09715328182008047
0.06499981880187988,0.3880815961787073,0.0,-0.10443188186763668
0.06999993324279785,0.38813014477862545,0.0,-0.11123321776073686
0.07599997520446777,0.3883384123457485,0.0,-0.11939469111023902
0.08099985122680664,0.38815022816899175,0.0,-0.12781811740194707
0.08499979972839355,0.38827892677672055,0.0,-0.13459709660209623
0.08999991416931152,0.3883718726431262,0.0,-0.14307112365016963
0.09599995613098145,0.3882603001944096,0.0,-0.15417433565824204
0.09999990463256836,0.3882640872661529,0.0,-0.16112954305802255
0.10500001907348633,0.38826604540206433,0.0,-0.16982386323375104
0.11099982261657715,0.3882033089876231,0.0,-0.17975377585651783
0.11599993705749512,0.3881266981639401,0.0,-0.1880628461710627
0.11999988555908203,0.3881105139094869,0.0,-0.19519462757282763
0.125,0.3880084516004966,0.0,-0.20264487268490833
0.13099980354309082,0.38805608356067944,0.0,-0.21158466947326954
0.1359999179840088,0.3854326147376527,0.0,-0.21936364052871604
0.1399998664855957,0.38451183066071715,0.0,-0.224994438214372
0.14599990844726562,0.3874994497173807,0.0,-0.23402547245990227
0.1510000228881836,0.3883694107961608,0.0,-0.24094066304588335
0.1549999713897705,0.38825411478074295,0.0,-0.2464726176740068
0.15999984741210938,0.3881192899852069,0.0,-0.2527445576624428
0.1659998893737793,0.38793520742248533,0.0,-0.2574598336723922
0.17100000381469727,0.3879353541164965,0.0,-0.26138929280299145
0.17499995231628418,0.38777244123251253,0.0,-0.2660810048256898
0.1809999942779541,0.38520394053392054,0.0,-0.26969129525026153
0.18599987030029297,0.38416773511330804,0.0,-0.2726997749647054
0.18999981880187988,0.3842403496035942,0.0,-0.2752175191671882
0.19499993324279785,0.3866766295891529,0.0,-0.2780279476554723
0.20099997520446777,0.3857132324700632,0.0,-0.28103312405402686
0.20599985122680664,0.38448857999595437,0.0,-0.2826912236612441
0.20999979972839355,0.38442889148900994,0.0,-0.28401771916028007
0.21499991416931152,0.3843935892180678,0.0,-0.28549736311841994
0.22099995613098145,0.38465423222749257,0.0,-0.28662004299491617
0.22499990463256836,0.3846717974405957,0.0,-0.2873684813755876
0.23000001907348633,0.38480571667621266,0.0,-0.28790695058213067
0.23599982261657715,0.38473139787260013,0.0,-0.2882105062988267
0.24099993705749512,0.38487480390713136,0.0,-0.2882172467534435
0.24499988555908203,0.3847688035007979,0.0,-0.28800152526340533
0.25,0.38703755328339734,0.0,-0.2877318637572313
0.2559998035430908,0.38588792640312686,0.0,-0.28706801003163734
0.2609999179840088,0.3846966887814477,0.0,-0.28616870300265485
0.2649998664855957,0.38462416622784323,0.0,-0.28544928310826045
0.2709999084472656,0.38467048741973736,0.0,-0.2840229182124705
0.2760000228881836,0.3849829413366208,0.0,-0.2831647230884141
0.2799999713897705,0.38481972880688353,0.0,-0.2824781915417665
0.2849998474121094,0.38482660778406835,0.0,-0.2811650140274671
0.2909998893737793,0.3849124110347303,0.0,-0.28006898765155724
0.29600000381469727,0.38506372253498594,0.0,-0.2782855383082003
0.2999999523162842,0.38506428758866157,0.0,-0.2778187222802316
0.3059999942779541,0.3850862676311451,0.0,-0.27711848432589764
0.31099987030029297,0.38509718923974806,0.0,-0.27598282606289787
0.3149998188018799,0.3851309121597308,0.0,-0.2753910856297729
0.31999993324279785,0.3851546183436736,0.0,-0.2746513836351673
0.3259999752044678,0.3853493579592903,0.0,-0.27363605889351156
0.33099985122680664,0.38533687609214573,0.0,-0.27283582150552843
0.33499979972839355,0.3852329252273873,0.0,-0.27215726334856566
0.3399999141693115,0.38533150895283486,0.0,-0.2717883883538534
0.34599995613098145,0.38544364198261766,0.0,-0.27134574539576983
0.34999990463256836,0.38530825884427033,0.0,-0.27104330342966526
0.35500001907348633,0.38547398614538886,0.0,-0.27107168432493917
0.36099982261657715,0.3855816829736143,0.0,-0.2711057395046821
0.3659999370574951,0.3854259230048398,0.0,-0.2717061840828813
0.36999988555908203,0.3855563826199519,0.0,-0.27223559795800195
0.375,0.3854385160520247,0.0,-0.2728973889688519
0.3809998035430908,0.3854645531368615,0.0,-0.27394831104114553
0.3859999179840088,0.38517725544297066,0.0,-0.27470703482672587
0.3899998664855957,0.38521426468123754,0.0,-0.27546446606552577
0.3959999084472656,0.38527982571786934,0.0,-0.2766123689224754
0.4010000228881836,0.38532489195950714,0.0,-0.2775689698410143
0.4049999713897705,0.38538003267468,0.0,-0.27897561707530777
0.4099998474121094,0.3853497425006215,0.0,-0.2798664576034846
0.4159998893737793,0.3853777119602297,0.0,-0.28095562689606285
0.42100000381469727,0.38552416857886224,0.0,-0.2822140041725904
0.4249999523162842,0.3854602120338943,0.0,-0.28322066999217377
