Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,ROM_Error,Shifted_MAE,Shifted_RMSE
EMG_IMU_optimizer_2,0.5672215619056624,0.7859467620429347,0.46117822859511043,0.6837542026385898,-0.04333854925456171,61,0.36598801612854004,0.305135791476868,0.5334633928235337,0.6650958183081344
