Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,ROM_error,Shifted_MAE,Shifted_RMSE
pDMP coupled,1.1933732876105179,1.479102218919751,0.8160262785245742,0.11525736303938133,-2.952672784909022,5449,2.724500005182168,1.9450125320994474,1.111031237283071,1.3985276438177972
