Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
pDMP coupled,10.648689061415444,6.9857586382227055,15.44851110934534,72.43817556901178,2.292217096688809,15.84663908427153,4.693541541533897,8.860880446048824,8.356471964726635,5.1979500228560855
