Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_Error,Shifted_MAE,Shifted_RMSE
optimizer_6,0.6619793353285299,0.8232487896575501,0.5896905951061384,0.7040377056558813,-0.14533188680262832,14,0.0699964955393155,-0.25224653042793643,-0.25224653042793643,0.0,-0.41999995708465576,-0.012666662534077963,0.29874006569532696,0.6611392775994983,0.8126408985858993
