Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
optimizer_4,91.62624050560377,7.71837604940373,306.3026681348698,14280.420294110474,0.31873903516554947,92.12032686667371,7.399637014238181,84.40195081726998,91.30750147043823,0.4940863610699324
