Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
optimizer_4,92.08184029075856,23.482197852864317,290.04258689440115,11452.554793150994,0.8512075488908977,94.86365293992493,22.63099030397342,71.38145508706062,91.23063274186767,2.781812649166369
