Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
pDMP omega,16.5367635228258,8.763620579221865,31.258605319956942,890.9246655974812,3.389784855589717,20.14086314394703,5.373835723632148,11.377242564725165,13.146978667236084,3.604099621121229
