Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,ROM_Error,Shifted_MAE,Shifted_RMSE
optimizer_2,0.502251829934899,0.7158470653202379,0.39125924519392746,0.7284829732301378,0.13447524527221544,53,0.3179895877838135,0.3463713658294916,0.46851634949864174,0.6079637030525299
