Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
pDMP omega,1.0048230363899162,1.1602640483796491,0.031103916060858224,-0.040987299614893224,-1.3651089075915173,-2576,-1.288000000930183,1.313453581564935,1.2575549808582993,1.2042171774824675,0.0007500648498535156,-0.03183329105377197,0.2903700687283841,0.8179578122370489,1.03911655194827
