Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,ROM_Error,Shifted_MAE,Shifted_RMSE
EMG_IMU_optimizer,0.9673860223951534,1.1250232415282455,0.12642083810190682,0.16126815972755598,-1.1386503250227404,148,0.7400169372558594,0.6101334131957192,0.2834796416685166,0.35100460216815105
