Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,ROM_error,Shifted_MAE,Shifted_RMSE
optimizer_2,0.5023938836748164,0.6792476285519126,0.3057648858987587,0.7391055507260145,0.18942401186656388,524,0.26200000018921427,0.3468391969099782,0.45364056855158047,0.577640784401877
