Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
optimizer_1,0.5279646077236962,0.7033808715503209,0.36321921983960476,0.7400660673597115,0.10612746513473259,-531,-0.2655000005049975,-0.673722548413872,-0.6773650704693415,0.05030576989279319,0.3402498960494995,0.265500009059906,0.3113492794446886,0.4605800879428328,0.5850614214820378
