Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_seconds,ROM_Error,Shifted_MAE,Shifted_RMSE
None,0.5146650051702663,0.5963022799587576,-0.4822202722585976,0.9042584230611223,0.399172595988178,-14,-0.07000160217285156,0.5457262109985437,0.5100021430975472,0.5825829987696011
