Optimizer,Mean_Jerk,Median_Jerk,Sigma_Jerk,Max_Jerk,Q25_Jerk,Q75_Jerk,Lower_Median_Quantile,Upper_Median_Quantile,Lower_Mean_Quantile,Upper_Mean_Quantile
optimizer_4,15.417721533789917,7.057175510638558,34.56978852458369,1964.4981810174045,0.4389452135100669,22.61335046993551,6.618230297128491,15.556174959296953,14.97877632027985,7.195628936145594
