Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
pDMP coupled,0.9316493395329605,1.130824812050795,0.9130591996235845,0.24537740458326027,-2.0838349238695533,0,0.0,-1.3688215956723968,-1.3688215956723968,0.0,1.2149999141693115,0.6310999870300293,0.5949760024204922,0.9316493395329605,1.130824812050795
