Optimizer,MAE,RMSE,Bias,Correlation,R_squared,Lag,Lag_time_sec,Mean_Onset_Lag_sec,Median_Onset_Lag_sec,Std_Onset_Lag_sec,Median_Peak_Lag_sec,Mean_Peak_Lag_sec,ROM_error,Shifted_MAE,Shifted_RMSE
optimizer_4,0.43020721514656113,0.5009409135157407,0.3725525276509924,0.8848201219941766,0.3948354615308258,0,0.0,-0.5074560875047263,-0.5074560875047263,0.06999205558338617,1.2519999742507935,1.0198333263397217,0.5549622034104331,0.43020721514656113,0.5009409135157407
