t_s,q_rad,q_des_rad,dq_des,ddq_des,K,B,Kff,jerk,tau_Nm,reward,err_deg
0.005170106887817383,-9.769935836829912e-05,0.008815036407470703,0.003614412789964675,0.0012937521447604172,9.825212432529046,0.9781515540661307,1.9737818648793566,0.0,0.092721956721351,1.4842381668191666,0.5106621432978743
0.013288259506225586,-9.769935836829912e-05,0.027523451787948607,0.01751449507083293,0.007295711836560164,9.650424865058092,0.9563031081322615,1.9475637297587132,0.0,0.2896789067129071,1.3584854060662326,1.5825753859768945
0.02128314971923828,-9.769935836829912e-05,0.05421905461120606,0.046191823880756426,0.023000830516467785,9.475637297587138,0.9344546621983922,1.92134559463807,0.0,0.5751819220316378,1.0542929439157311,3.1121207593070714
0.02935171127319336,-9.769935836829912e-05,0.08705640484619141,0.09415521007922596,0.0560432719503595,9.300849730116184,0.9126062162645229,1.8951274595174268,0.0,0.9342917549497796,0.7188940237861785,4.993562338164654
0.03728008270263672,0.0002930980751051454,0.1227321024169922,0.16209458732357893,0.11480303615164272,9.12606216264523,0.8907577703306536,1.8689093243967834,0.0,1.332748323170525,0.5498736756829958,7.0152381965740895
0.045282602310180664,0.0010746929420515383,0.1600589962387085,0.24875697226088703,0.2043126506629373,8.951274595174274,0.8689093243967844,1.84269118927614,0.276038359678681,1.781553265601767,0.505844768120453,9.109129587726265
0.05327892303466797,0.0020516865257350254,0.19719501331329342,0.35387096215397723,0.334699083011685,8.77648702770332,0.847060878462915,1.8164730541554968,1.1372780418761654,2.266101264994132,0.4915498523735686,11.180889025069316
0.061248779296875,0.00420107240983835,0.23285999487304687,0.4720611326638602,0.5049210751192157,8.601699460232366,0.8252124325290457,1.7902549190348536,2.8377847528407116,2.768232354847063,0.4468877875777695,13.101191205150982
0.06927680969238281,0.006936654444151718,0.26654391973876956,0.6018317984072394,0.7201659005433237,8.426911892761412,0.8033639865951765,1.7640367839142101,5.0,3.2927637207842,0.3527585110598428,14.874400632314694
0.0772848129272461,0.009867635195201932,0.29708280377960206,0.7381813335458789,0.9800329524852076,8.252124325290458,0.7815155406613071,1.7378186487935667,5.0,3.831741029583899,0.35275717962496095,16.456216972024556
0.08526468276977539,0.013189413379725342,0.3243892468948364,0.8767466723663226,1.277354863904659,8.077336757819502,0.7596670947274378,1.7116005136729235,5.0,4.3792329828822325,0.352757115140847,17.83043704558973
0.09334063529968262,0.016315792847512153,0.34816595298957825,1.0159973778127827,1.6181953200632284,7.902549190348549,0.7378186487935685,1.6853823785522803,5.0,4.934853351196287,0.352757111539277,19.013613606880877
0.10123252868652344,0.01944217231529847,0.3679740929718017,1.1478123275273775,1.9802709742186113,7.727761622877595,0.7159702028596993,1.659164243431637,5.0,5.483562832126809,0.3527571112953017,19.96940807920611
0.10924291610717773,0.022959349216558976,0.38452683133316035,1.2743270969470526,2.371766501218178,7.55297405540664,0.6941217569258299,1.6329461083109935,5.0,6.0246153695815465,0.3527571112716059,20.71629073445313
0.11725449562072754,0.02608572868434529,0.3975303077068329,1.3903873063759966,2.7798238862032636,7.378186487935686,0.6722733109919605,1.6067279731903503,5.0,6.553399713197626,0.3527571112682293,21.282206701002135
0.1252758502960205,0.029016709435395503,0.407533844039917,1.4951397692387385,3.195775551769769,7.203398920464732,0.6504248650580913,1.5805098380697071,5.0,7.066258740498693,0.35275711126755094,21.687434286224367
0.13326072692871094,0.032143088903182314,0.41440350360107425,1.584661598578164,3.608881030597622,7.028611352993777,0.6285764191242219,1.5542917029490637,5.0,7.549398462802056,0.35275711126739495,21.90190843710983
0.14124512672424316,0.03507406965423228,0.4188931559524536,1.6599285245593611,4.012567568584524,6.853823785522822,0.6067279731903527,1.5280735678284203,5.0,8.005391639310895,0.3527571112673518,21.991213741455606
0.14922237396240234,0.038395847838755694,0.4212910573348999,1.7197746448109137,4.398617096717492,6.679036218051868,0.5848795272564833,1.501855432707777,3.9184069533541788,8.422381432841224,0.40357925738853173,21.938279499906542
0.15722990036010742,0.0415222273065425,0.42200545980072024,1.7637180880548622,4.7598572780238335,6.504248650580913,0.563031081322614,1.475637297587134,2.091659125168026,8.798415891295004,0.47039022147577275,21.80008339741125
0.16525816917419434,0.04445320805759247,0.4215583262577057,1.7933212684140347,5.091896399793421,6.329461083109958,0.5411826353887447,1.4494191624664907,-0.20512308417809155,9.128777656271515,0.4997065437491632,21.606531705648536
0.17326974868774414,0.04757958752537903,0.42018816471481324,1.8071099281967107,5.382491607289953,6.154673515639004,0.5193341894548753,1.4232010273458477,-2.4904446271504943,9.404624818360846,0.4585486414634546,21.348898883329138
0.18126130104064941,0.050705966993165846,0.4182972145404816,1.8078137253988056,5.631353134633788,5.97988594816805,0.5,1.3969828922252046,-4.0319410471813,9.623700163187326,0.39852821485627526,21.061427070409867
0.1893315315246582,0.054027745177689254,0.4160524493713379,1.7958610465704532,5.83613677625789,5.805098380697095,0.5,1.3707647571045614,-5.0,9.793170249605536,0.3527571112713233,20.742487629768142
