t_s,q_rad,q_des_rad,jerk
0.005666971206665039,0.0,4.2633278391023596e-05,0.0
0.015287160873413086,0.0,0.00020966475289399978,0.0
0.023199081420898438,0.0,0.0005296250600267552,0.0
0.03323483467102051,0.0,0.0009824796035339586,0.0
0.0425872802734375,0.0,0.0015546068904702056,0.0
0.05428934097290039,0.0,0.002238567317594261,0.0
0.0650179386138916,0.0,0.003031827011514032,0.0
0.0742042064666748,0.0,0.003936425873282278,0.0
0.08420252799987793,0.0,0.004952425239164527,0.0
0.09267044067382812,0.0,0.006082047840967539,0.0
0.101531982421875,0.0,0.007328115552909948,0.0
0.1102144718170166,0.0,0.00868583782921073,0.0
0.11918306350708008,0.0,0.010147379799063667,0.0
0.12995648384094238,0.0,0.011711370474168368,0.0
0.14003968238830566,0.0,0.013387413632074192,0.0
0.14917707443237305,0.0,0.015184297825680922,0.0
0.15880799293518066,0.0,0.01710514811298603,0.0
0.1685044765472412,0.00019539871673667023,0.019153224928493313,0.0
0.17716431617736816,0.00039079743347334047,0.02133164016562356,0.276038359678681
0.18761205673217773,0.0007815948669466809,0.02364317744893135,0.3091629628401227
0.19628691673278809,0.0009769935836833512,0.02608339096146905,0.530104065926939
0.20516395568847656,0.0015631897338933619,0.028641200214005687,1.0392203832907883
0.21321630477905273,0.0017585884506300322,0.0313063843516413,1.2558880150745406
0.22121572494506836,0.0021493858841033727,0.034062591154153714,1.5981880235603754
0.22915029525756836,0.0027355820343133836,0.0368956194861841,1.6206880397705663
0.23924732208251953,0.0033217781845233945,0.03980763060712658,1.792527558589498
0.24779081344604492,0.004103373051470075,0.04280778592742812,1.9582945579697748
0.25590038299560547,0.004884967918416756,0.04590395214312519,2.067110941512913
0.2651536464691162,0.005861961502100107,0.04910296687233259,2.388147142263821
0.27450060844421387,0.006838955085783458,0.05241094746472951,2.687863480305795
0.2825655937194824,0.008011347386203481,0.055825057383323946,2.615475996885168
0.290555477142334,0.009183739686623501,0.05933486402421388,2.681677352519558
0.2981564998626709,0.010160733270306851,0.06293156313352248,2.7477459285288948
0.3076183795928955,0.011723923004200214,0.06661721547745293,2.768245768914846
0.31514549255371094,0.012896315304620235,0.07040306679996537,3.0129969172084383
0.3238999843597412,0.014654903755250269,0.07428981334171325,2.971259945787322
0.3313131332397461,0.016022694772406962,0.0782693453067501,3.085587064717325
0.340207576751709,0.017976681939773663,0.08233505119482208,3.467455983045758
0.35013723373413086,0.020126067823877037,0.08650282310470224,3.8213087945015265
0.3591902256011963,0.02247085242471708,0.09079713557641875,4.0530526798336854
0.3681619167327881,0.02462023830882045,0.09520710035832004,3.8767711609042603
0.3765850067138672,0.027355820343133833,0.09971310521610217,4.108154415825678
0.38552403450012207,0.02989600366071055,0.10432108708677156,3.8254683371447475
0.39516687393188477,0.0328269844117606,0.10904807202098117,3.661095027626184
0.4041585922241211,0.035953363879547326,0.11390919253875031,3.798154577933589
0.4151477813720703,0.03986133821428073,0.11891773078692296,4.236694699290034
0.42560911178588867,0.04376931254901414,0.12408533521972182,4.362110245396373
0.43315863609313965,0.046700293300064186,0.12942201502258138,4.3105254015672365
0.4412522315979004,0.0498266727678509,0.1349229837299979,3.6079445283302163
0.4504983425140381,0.05373464710258431,0.1405708095108745,3.3380146845562932
0.45917248725891113,0.05705642528710771,0.14636395560141194,2.94259060669322
0.4691789150238037,0.06115979833857779,0.15231470235663974,2.270538513288379
0.4781491756439209,0.06487237395657452,0.15843376355444871,1.33381727478788
0.48618221282958984,0.06819415214109792,0.16473022649114327,0.19780543990556032
0.49437904357910156,0.07171132904235797,0.17119667649883535,-0.7889093836629903
0.5023641586303711,0.07483770851014471,0.17779656011965483,-1.530607840506474
0.5104742050170898,0.07796408797793142,0.1844983970048646,-2.5861977457355154
0.5181190967559814,0.08089506872898149,0.19128998764666413,-3.5112642424023934
0.527092695236206,0.08460764434697822,0.19816095289440003,-3.9003660365579966
0.5361149311065674,0.08812482124823828,0.20511824619807636,-4.272191822855418
0.5443680286407471,0.09164199814949833,0.21218351257580217,-4.240503173673065
0.5521342754364014,0.0945729789005484,0.21935928580130745,-4.310056041205459
0.5603277683258057,0.09789475708507178,0.22663169160487107,-4.347272959794336
0.56890869140625,0.10141193398633185,0.23400512291773207,-4.314839212774025
0.579747200012207,0.10551530703780194,0.24149953687729872,-4.214362292808117
0.5891323089599609,0.10922788265579866,0.24913185087446788,-4.060493738433522
0.5975043773651123,0.11254966084032206,0.25691609096432066,-3.8699421782493983
0.6051111221313477,0.1156760403081088,0.26484638719255527,-3.6573441804905302
0.6150484085083008,0.1195840146428422,0.2728999666348807,-3.4341527192408217
0.6256628036499023,0.12388278641104894,0.28107430990910587,-3.2087467077537584
0.6341063976287842,0.12739996331230902,0.28936655744934764,-2.9869497927796367
0.6436350345611572,0.1313079376470424,0.29775627834965956,-2.772613023214457
0.6511037349700928,0.13404351968135578,0.3062433965615964,-2.5681310504098094
0.6604585647583008,0.13814689273282588,0.31482720222064875,-2.098817964711371
0.67022705078125,0.14205486706755927,0.3235068433947222,-1.8842512910459264
0.6786832809448242,0.14537664525208266,0.3322989736553463,-1.7698696145589383
0.6868274211883545,0.14889382215334274,0.3411988135306225,-1.688241590321275
0.6960830688476562,0.1524109990546028,0.35018346926479066,-1.6124106676291876
0.7043695449829102,0.15592817595586284,0.3592329486861804,-1.5335053589347512
0.7130136489868164,0.1594453528571229,0.36834837036280305,-1.4502000422922356
0.7210984230041504,0.16237633360817297,0.37753026241746535,-1.363903532745045
0.7310802936553955,0.16628430794290636,0.3867790466976691,-1.2766733535035921
0.7401204109191895,0.16960608612742978,0.3961133446754594,-1.1903961864343637
