t_s,q_rad,q_des_rad,K,B,jerk,tau_Nm,ilc_ff_Nm
0.005627155303955078,0.0,[0.00014863],0.005,0.1,0.0,-0.10446266937468442,0.0
0.014325141906738281,0.0,[0.00072795],0.005,0.1,0.0,-0.05052864276181568,0.0
0.022185564041137695,0.0,[0.00183695],0.005,0.1,0.0,-0.024023065062929908,0.0
0.030254125595092773,0.0,[0.00340942],0.005,0.1,0.0,-0.016394277622759416,0.0
0.039179086685180664,0.0,[0.00537899],0.005,0.1,0.0,-0.01954968344656065,0.0
0.0474848747253418,0.0,[0.0076744],0.005,0.1,0.0,-0.0127045519856729,0.0
0.05615997314453125,0.0,[0.01023144],0.005,0.1,0.0,-0.0090768250093673,0.0
0.0646815299987793,0.0,[0.01299797],0.005,0.1,0.0,-0.007115181269908458,0.0
0.07220768928527832,0.0,[0.01593318],0.005,0.1,0.0,-0.00858410408529656,0.0
0.0831913948059082,0.0,[0.01900647],0.005,0.1,0.0,-0.007212287176441438,0.0
0.09168410301208496,0.0,[0.02218507],0.005,0.1,0.0,-0.006434015291630343,0.0
0.10099172592163086,0.0,[0.0254409],0.005,0.1,0.0,-0.00946767100856644,0.0
0.11046838760375977,0.0,[0.0287558],0.005,0.1,0.0,-0.008474717219084162,0.0
0.11820054054260254,0.0,[0.03210198],0.005,0.1,0.0,-0.009366447110634656,0.0
0.12717318534851074,0.0,[0.03545009],0.005,0.1,0.0,-0.01375660329961159,0.0
0.13715195655822754,0.0,[0.03879498],0.005,0.1,0.0,-0.01848902253815716,0.0
0.14715886116027832,0.0,[0.04214637],0.005,0.1,0.0,-0.02342645140622532,0.0
0.15518546104431152,0.0,[0.04550017],0.005,0.1,0.0,-0.025195696193398134,0.0
0.16528058052062988,0.0,[0.04884024],0.005,0.1,0.0,-0.030645441280625532,0.0
0.17522788047790527,0.0,[0.05216818],0.005,0.1,0.0,-0.03633386547945708,0.0
0.18319010734558105,0.0,[0.05548598],0.005,0.1,0.0,-0.038540796060948006,0.0
0.19221758842468262,0.0,[0.05877424],0.005,0.1,0.0,-0.03087070858770044,0.0
0.2019786834716797,0.0,[0.06203314],0.005,0.1,0.0,-0.05659178832886191,0.0
0.21147584915161133,0.0,[0.06529519],0.005,0.1,0.0,-0.0628091999013434,0.0
0.2191762924194336,0.0,[0.06857331],0.005,0.1,0.0,-0.06582030541226512,0.0
0.2272951602935791,0.0,[0.07184707],0.005,0.1,0.0,-0.05108068767850496,0.0
0.2357783317565918,0.0,[0.07510843],0.005,0.1,0.0,-0.0629500811585868,0.0
0.24521470069885254,0.0,[0.07836821],0.005,0.1,0.0,-0.0510712585650301,0.0
0.2531764507293701,0.0,[0.08161897],0.005,0.1,0.0,-0.05299223373838576,0.0
0.26216554641723633,0.0,[0.08484645],0.005,0.1,0.0,-0.06903883277513323,0.0
0.27243804931640625,0.0,[0.08806629],0.005,0.1,0.0,-0.0852963263589414,0.0
0.28217554092407227,0.0,[0.09131142],0.005,0.1,0.0,-0.10052551198232162,0.0
0.29015207290649414,0.0,[0.09459198],0.005,0.1,0.0,-0.10413665884392571,0.0
0.3014240264892578,0.0,[0.09790814],0.005,0.1,0.0,-0.1645818355603609,0.0
0.3101673126220703,0.0,[0.10128003],0.005,0.1,0.0,-0.12235598190689885,0.0
0.3181741237640381,0.0,[0.10470471],0.005,0.1,0.0,-0.1258978657296011,0.0
0.3271515369415283,0.0,[0.10814985],0.005,0.1,0.0,-0.09987963731908571,0.0
0.33919620513916016,0.0,[0.11161913],0.005,0.1,0.0,-0.17932641827329465,0.0
0.3481616973876953,0.0,[0.11514707],0.005,0.1,0.0,-0.1372811011904241,0.0
0.35613226890563965,0.0,[0.1187314],0.005,0.1,0.0,-0.1410080492557,0.0
0.36615490913391113,0.0,[0.1223493],0.005,0.1,0.0,-0.16900745259577613,0.0
0.3761746883392334,0.0,[0.12601412],0.005,0.1,0.0,-0.19530847377760727,0.0
0.3841826915740967,0.0,[0.12973701],0.005,0.1,0.0,-0.2011777798868194,0.0
0.39366674423217773,0.0,[0.1335054],0.005,0.1,0.0,-0.22580957344277766,0.0
0.40358424186706543,0.0,[0.13733147],0.005,0.1,0.0,-0.2503176974777875,0.0
0.41224145889282227,0.0,[0.141237],0.005,0.1,0.0,-0.1929151366206987,0.0
0.42017292976379395,0.0,[0.14520555],0.005,0.1,0.0,-0.19767810103434583,0.0
0.43047046661376953,0.0,[0.14921134],0.005,0.1,0.0,-0.23979553419215735,0.0
0.43959522247314453,0.0,[0.15326835],0.005,0.1,0.0,-0.2790522628986961,0.0
0.4472951889038086,0.00019539871673667023,[0.15738824],0.005,0.1,0.0,-0.28647192503661206,0.0
0.4552876949310303,0.0,[0.16154443],0.005,0.1,0.0,-0.22526611451231252,0.0
0.46451258659362793,0.0,[0.16572703],0.005,0.1,0.0,-0.2800833449560656,0.0
0.47214722633361816,0.0,[0.16995265],0.005,0.1,0.0,-0.22647478299936116,0.0
0.4806845188140869,0.0,[0.17423598],0.005,0.1,0.0,-0.29306215096133936,0.0
0.48822808265686035,0.0,[0.17857686],0.005,0.1,0.0,-0.30104814642631866,0.0
0.5005497932434082,0.0,[0.18297551],0.005,0.1,0.0,-0.5051707419252353,0.0
0.510157585144043,0.0,[0.18745862],0.005,0.1,0.0,-0.3799607350495142,0.0
0.5181751251220703,0.0,[0.19202156],0.005,0.1,0.0,-0.3879211710360074,0.0
