t_s,q_rad,q_des_rad,dq_des,ddq_des,K,B,Kff,jerk,tau_Nm,reward,err_deg
0.0054590702056884766,-0.029798304302342146,0.009389264312744141,0.003987915754011172,0.0014423626692206802,9.825212432529046,0.9781515540661307,1.9737818648793566,0.0,0.38785613201514024,1.235552687332051,2.2452822910237686
0.01319122314453125,-0.029798304302342146,0.027254602844238283,0.01728853308383758,0.007191895816056991,9.650424865058092,0.9563031081322615,1.9475637297587132,0.0,0.5736481996669424,1.021520423260895,3.268890788450831
0.021220684051513672,-0.02940750686886895,0.05397681275177002,0.04587317109739473,0.022800519456098914,9.475637297587138,0.9344546621983922,1.92134559463807,0.0,0.8503079233043515,0.7489286544919164,4.777569591832514
0.029120445251464844,-0.02921210815213235,0.08607731701660157,0.09261389324561654,0.05492069243337022,9.300849730116184,0.9126062162645229,1.8951274595174268,0.0,1.1941229561306173,0.5700651110680044,6.605597484657782
0.037201642990112305,-0.028430513285185463,0.1223693971862793,0.16132536638953437,0.11407472282096774,9.12606216264523,0.8907577703306536,1.8689093243967834,0.552076719357362,1.5896655380747375,0.5084651981707797,8.6401984209656
0.04511427879333496,-0.027062722268028777,0.15927218479156494,0.24662847018203993,0.2017889630195618,8.951274595174274,0.8689093243967844,1.84269118927614,1.4464410047162883,2.0217946437726853,0.48657894930238355,10.676203750477168
0.053186655044555664,-0.02491333638392545,0.19677052519798277,0.35259170043357246,0.3330203199614155,8.77648702770332,0.847060878462915,1.8164730541554968,2.815812099410288,2.4938506684092716,0.4476881429178898,12.701549654805675
0.06110334396362305,-0.02256855178308553,0.23223389576339723,0.4697636478942085,0.5012887842669981,8.601699460232366,0.8252124325290457,1.7902549190348536,4.872280212561442,2.9852820315209128,0.35902048445532303,14.599104854016998
0.06918478012084961,-0.01944217231529872,0.2661665984954834,0.6003145118817923,0.7175502041332779,8.426911892761412,0.8033639865951765,1.7640367839142101,5.0,3.5033042451250562,0.352757193437321,16.364177159377036
0.0771019458770752,-0.016511191564248504,0.2964227634487152,0.7350196183556343,0.973613130059272,8.252124325290458,0.7815155406613071,1.7378186487935667,5.0,4.0320588198310485,0.3527571143868823,17.929794888579593
0.08512568473815918,-0.013189413379725094,0.32396374612045287,0.8743363190184247,1.2716394895841936,8.077336757819502,0.7596670947274378,1.7116005136729235,5.0,4.576059040638961,0.3527571114010218,19.31745308886127
0.09312057495117188,-0.009867635195201932,0.3475545813293457,1.0122336147769404,1.6085690583167824,7.902549190348549,0.7378186487935685,1.6853823785522803,5.0,5.121453477318852,0.3527571112752034,20.47878451106765
0.10108065605163574,-0.006545857010678521,0.3676380595798492,1.1453586590665181,1.97297681678572,7.727761622877595,0.7159702028596993,1.659164243431637,5.0,5.666336545528049,0.35275711126788134,21.439159182312462
0.10910201072692871,-0.003419477542891709,0.38425395397377016,1.272146983886521,2.364774196478228,7.55297405540664,0.6941217569258299,1.6329461083109935,5.0,6.205795118169831,0.3527571112672801,22.212051455258678
0.11710953712463379,-9.769935836829912e-05,0.39732530740165717,1.388393331198294,2.772341946654122,7.378186487935686,0.6722733109919605,1.6067279731903503,5.0,6.729868046713748,0.3527571112672109,22.770660968748643
0.12510395050048828,0.0028332813926816667,0.40737129559326174,1.4931327185680483,3.1868488064114655,7.203398920464732,0.6504248650580913,1.5805098380697071,5.0,7.238685855588055,0.3527571112671979,23.178320866296602
0.1331040859222412,0.006155059577205077,0.41428809050750737,1.5830107942102036,3.6008210684006183,7.028611352993777,0.6285764191242219,1.5542917029490637,5.0,7.71762186674584,0.35275711126719517,23.384300152188608
0.14111852645874023,0.009086040328255291,0.41884525041198734,1.6588968480073467,4.006328906102224,6.853823785522822,0.6067279731903527,1.5280735678284203,4.280165895836872,8.170553956100322,0.38721852391738515,23.47747335441229
0.14910483360290527,0.012212419796041854,0.4212638584957123,1.7189604720374019,4.393021333162413,6.679036218051868,0.5848795272564833,1.501855432707777,2.197815060949597,8.585413501467903,0.46741102289272507,23.436921041245427
0.15709710121154785,0.015729596697301864,0.4220051942024231,1.763120749338695,4.754119506313877,6.504248650580913,0.563031081322614,1.475637297587134,-0.2300316430122995,8.955548590972052,0.4996309742980282,23.277877056199205
0.16509103775024414,0.019246773598561872,0.42158336254501344,1.7929584652385322,5.085616070520454,6.329461083109958,0.5411826353887447,1.4494191624664907,-2.581115123026047,9.278973705296062,0.4556159107196675,23.052188490321523
0.17310047149658203,0.022568551783085283,0.42022232485198974,1.8069289763486844,5.37667203504599,6.154673515639004,0.5193341894548753,1.4232010273458477,-4.153763242570847,9.550032342137463,0.3930214642099546,22.783882904301226
0.1811671257019043,0.02589032996760869,0.4183225100364685,1.807905856762512,5.628774646485775,5.97988594816805,0.5,1.3969828922252046,-5.0,9.764615201212768,0.3527571112672338,22.48470766306361
0.18912911415100098,0.028821310718658906,0.4161104217071533,1.796248687124843,5.831350603602914,5.805098380697095,0.5,1.3707647571045614,-5.0,9.932434382050182,0.3527571112672855,22.190031511014443
0.19715499877929688,0.03194769018644572,0.41374439636230465,1.7728715516524693,5.985126973415681,5.63031081322614,0.5,1.3445466219839184,-5.0,10.033004246348758,0.3527571112674099,21.87533989587309
0.20527315139770508,0.03507406965423228,0.4113652444572448,1.7395180496191394,6.091872196154187,5.455523245755186,0.5,1.3183284868632752,-5.0,5.099830042463487,0.3527571112676944,21.559896184232127
0.21309256553649902,0.038200449122019094,0.40921561459350586,1.698294758179491,6.141192513984564,5.280735678284231,0.5,1.292110351742632,-5.0,5.050498300424635,0.35275711126829756,21.25760311686406
0.22112441062927246,0.04132682858980591,0.40721865831565857,1.6490232694506703,6.143784804359991,5.105948110813277,0.5,1.2658922166219888,-5.0,5.0500049830042455,0.3527571112695447,20.964057601610715
0.22909927368164062,0.04445320805759247,0.40550902758789065,1.5939269258807844,6.096348316948658,5.0,0.5,1.2396740815013456,-5.0,5.050000049830042,0.3527571112719447,20.686974627723206
0.23712611198425293,0.04738418880864244,0.4041165084247589,1.533470496980229,5.999375379118595,5.0,0.5,1.2134559463807026,-5.0,5.0500000004983,0.35275711127603304,20.43925632991542
0.24509668350219727,0.050705966993165846,0.4030880526161194,1.4699069845081276,5.860477404343705,5.0,0.5,1.1872378112600595,-5.0,5.0500000000049825,0.35275711128357723,20.190006282212845
0.2531273365020752,0.054027745177689254,0.40255177546501164,1.4029822341428715,5.674052647139872,5.0,0.5,1.1610196761394163,-5.0,5.05000000000005,0.3527571112953326,19.968955994353248
0.26109910011291504,0.05754492207894926,0.4025193604049683,1.3350969703407627,5.4521395615547394,5.0,0.5,1.1348015410187733,-4.971741079374951,5.05,0.354146834092718,19.765579355977003
0.2691636085510254,0.06067130154673608,0.40305989571762085,1.2657944256495754,5.1914386241348245,5.0,0.5,1.10858340589813,-4.459280917143828,5.05,0.3788526832047388,19.61742139940924
0.2771022319793701,0.06379768101452289,0.404163049703598,1.1979176488443355,4.902836194994774,5.0,0.5,1.082365270777487,-4.1108023746123585,5.05,0.3949733632217373,19.501499118298224
0.2851066589355469,0.06711945919904605,0.40576772872924805,1.1304889358487078,4.5862726296274925,5.0,0.5,1.0561471356568437,-3.8320072082098466,5.05,0.4073677677326517,19.40311658348933
0.2931020259857178,0.07024583866683286,0.4078749753799439,1.0650504588918441,4.245121623168581,5.0,0.5,1.0299290005362005,-3.582637084038775,5.05,0.41801428204784763,19.344724574306735
0.30108189582824707,0.07337221813461968,0.41036052302742004,1.0019260539798553,3.8872252095548996,5.0,0.5,1.0037108654155575,-3.347130502050277,6.630027625905348,0.42764234176110294,19.30800761562525
0.30910277366638184,0.07669399631914309,0.413223205701828,0.9412260479841659,3.512778106268475,5.0,0.5,0.9774927302949143,-3.120668665197773,6.184376598418881,0.4364721134354327,19.281703380502233
0.317108154296875,0.0802111732204031,0.4164141599121094,0.8837931525837543,3.1286123883129004,5.0,0.5,0.9512745951742712,-3.178737320977337,5.717908471756208,0.434250022743158,19.263012197127754
0.32507896423339844,0.0831421539714533,0.41987998684692385,0.8296981146342604,2.7400812996118313,5.0,0.5,0.9250564600536281,-3.003208543255925,5.260288394335074,0.4408748878954715,19.293656626146124
0.33310604095458984,0.08665933087271331,0.4237336720199585,0.7790858786575534,2.345978862056228,5.0,0.5,0.898838324932985,-2.749773357195206,4.81147015444338,0.4499358043987238,19.312937129890052
0.34107160568237305,0.08978571034049988,0.4280088908119202,0.7324226338853064,1.9559424359351543,5.0,0.5,0.8726201898123418,-2.4864077127144193,4.381344054853519,0.4586772064586097,19.37876077450395
0.3490786552429199,0.09291208980828669,0.4330531214675904,0.6896645740603821,1.5681674158735337,5.0,0.5,0.8464020546916986,-2.24004704052113,3.9737030080359945,0.46619029691375224,19.48864555330382
0.3570821285247803,0.09584307055933691,0.43921355418586727,0.6516833407904474,1.1884714696491785,5.0,0.5,0.8201839195710555,-2.0190899326349454,3.59493546339049,0.47235225980420503,19.673679521166125
