t_s,q_rad,q_des_rad,jerk
0.005240440368652344,0.0,6.5553242131711136e-06,0.0
0.01304483413696289,0.0,3.167985642373305e-05,0.0
0.02126026153564453,0.0,7.873720515329535e-05,0.0
0.03292584419250488,0.0,0.00014373233968482932,0.0
0.04414701461791992,0.0,0.00022305450718251943,0.0
0.053923606872558594,0.0,0.00031346469280734416,0.0
0.06303596496582031,0.0,0.00041208019977552994,0.0
0.0730433464050293,0.0,0.0005163569936660922,0.0
0.08400821685791016,0.0,0.0006240703847948951,0.0
0.09198188781738281,0.0,0.0007332945554306777,0.0
0.10106110572814941,0.0,0.000842381375369773,0.0
0.1114649772644043,0.0,0.0009499388901463031,0.0
0.12077975273132324,0.0,0.0010548098110805633,0.0
0.13003325462341309,0.0,0.0011560502855305528,0.0
0.13855695724487305,0.0,0.0012529091791148392,0.0
0.14834308624267578,0.0,0.0013448080592681727,0.0
0.1570281982421875,0.0,0.001431322031177121,0.0
0.16543364524841309,0.0,0.0015121615427860743,0.0
0.17554616928100586,0.0,0.0015871552449985482,0.0
0.1840190887451172,0.0,0.0016562339662355091,0.0
0.19263458251953125,0.0,0.0017194158369447231,0.0
0.20198655128479004,0.0,0.0017767925792640982,0.0
0.21103549003601074,0.0,0.0018285169596014663,0.0
0.21904373168945312,0.0,0.001874791387173728,0.0
0.228074312210083,0.0,0.0019158576293204636,0.0
0.2359466552734375,0.0,0.001951987604444785,0.0
0.24399876594543457,0.0,0.0019834752055167297,0.0
0.25231504440307617,0.0,0.0020106291009888257,0.0
0.2636594772338867,0.0,0.0020337664555156636,0.0
0.2734262943267822,0.0,0.002053207509845875,0.0
0.28133058547973633,0.0,0.0020692709574836165,0.0
0.29001665115356445,0.0,0.002082270055027151,0.0
0.29859161376953125,0.0,0.0020925094033263716,0.0
0.3060462474822998,0.0,0.002100282337613491,0.0
0.3151366710662842,0.0,0.0021058688664184126,0.0
0.3232383728027344,0.0,0.0021095341012614855,0.0
0.33097076416015625,0.0,0.002111527121712314,0.0
0.34245944023132324,0.0,0.002112080223316364,0.0
0.35199928283691406,0.0,0.0021114084990346356,0.0
0.3610107898712158,0.0,0.0021097097081393397,0.0
0.3710362911224365,0.0,0.0021071643898938008,0.0
0.382584810256958,0.0,0.002103936182760369,0.0
0.39001011848449707,0.0,0.0021001723132770024,0.0
0.39807772636413574,0.0,0.002096004222080272,0.0
0.41047143936157227,0.0,0.002091548297795863,0.0
0.4199697971343994,0.0,0.0020869066926396057,0.0
0.4280083179473877,0.0,0.0020821681965510165,0.0
0.4382646083831787,0.0,0.002077409149500705,0.0
0.4476041793823242,0.0,0.002072694374260934,0.0
0.4549531936645508,0.0,0.002068078114397261,0.0
0.4629495143890381,0.0,0.0020636049645242367,0.0
0.47281575202941895,0.0,0.002059310781968325,0.0
0.48347997665405273,0.0,0.002055223570897876,0.0
0.4939277172088623,0.0,0.0020513643317166016,0.0
0.5040798187255859,0.0,0.0020477478700789095,0.0
0.5135402679443359,0.0,0.0020443835612793232,0.0
0.5219438076019287,0.0,0.0020412760670019976,0.0
0.5310220718383789,0.0,0.0020384260024986934,0.0
0.5396802425384521,0.0,0.002035830553203919,0.0
0.5489366054534912,0.0,0.0020334840406039515,0.0
0.5589478015899658,0.0,0.002031378437862138,0.0
0.5679275989532471,0.0,0.002029503836276206,0.0
0.5759937763214111,0.0,0.0020278488641142086,0.0
0.5860161781311035,0.0,0.0020264010597539055,0.0
0.5954513549804688,0.0,0.0020251472013452583,0.0
0.6039950847625732,0.0,0.002024073595436311,0.0
0.6130163669586182,0.0,0.002023166327157668,0.0
0.6222987174987793,0.0,0.002022411474658186,0.0
0.630986213684082,0.0,0.002021795290531978,0.0
0.641000509262085,0.0,0.002021304352981494,0.0
0.6491930484771729,0.0,0.002020925689429827,0.0
0.6582810878753662,0.0,0.002020646875233503,0.0
0.6662602424621582,0.0,0.00202045611006035,0.0
0.6745412349700928,0.0,0.0020203422743905086,0.0
0.6829981803894043,0.0,0.0020202949684767317,0.0
0.6935214996337891,0.0,0.0020203045359667568,0.0
0.7009921073913574,0.0,0.002020362074249214,0.0
0.7110226154327393,0.0,0.002020459433438331,0.0
0.720219612121582,0.0,0.0020205892057642344,0.0
0.7290091514587402,0.0,0.00202074470698724,0.0
0.7379233837127686,0.0,0.002020919951308023,0.0
0.7473938465118408,0.0,0.002021109621102639,0.0
0.7552402019500732,0.0,0.002021309032673265,0.0
0.7649295330047607,0.0,0.002021514099073334,0.0
0.7739620208740234,0.0,0.002021721290940222,0.0
0.7843914031982422,0.0,0.0020219275961504157,0.0
0.7930693626403809,0.0,0.002022130479001565,0.0
0.8013005256652832,0.0,0.002022327839523221,0.0
0.8099298477172852,0.0,0.0020225179734234934,0.0
0.818983793258667,0.0,0.0020226995330923495,0.0
0.8309071063995361,0.0,0.0020228714900036252,0.0
0.8389701843261719,0.0,0.0020230330987869175,0.0
0.8487601280212402,0.0,0.0020231838631770286,0.0
0.8579227924346924,0.0,0.00202332350399226,0.0
0.8680727481842041,0.0,0.002023451929243213,0.0
0.8763313293457031,0.0,0.002023569206430471,0.0
0.8839683532714844,0.0,0.0020236755370521575,0.0
0.8933618068695068,0.0,0.0020237712333105156,0.0
0.9021651744842529,0.0,0.0020238566969798246,0.0
0.9110047817230225,0.0,0.0020239324003757985,0.0
0.920792818069458,0.0,0.0020239988693486225,0.0
0.9289381504058838,0.0,0.0020240566682075837,0.0
0.9382421970367432,0.0,0.0020241063864744396,0.0
0.9481844902038574,0.0,0.0020241486273548546,0.0
0.9559633731842041,0.0,0.0020241839978120514,0.0
0.9657056331634521,0.0,0.002024213100123967,0.0
0.9768116474151611,0.0,0.0020242365248042933,0.0
0.9849951267242432,0.0,0.002024254844768588,0.0
0.9948503971099854,0.0,0.0020242686106288436,0.0
1.0049042701721191,0.0,0.0020242783470032933,0.0
1.0140752792358398,0.0,0.002024284549732548,0.0
1.022913932800293,0.0,0.0020242876838982324,0.0
1.0319385528564453,0.0,0.002024288182545918,0.0
1.0403990745544434,0.0,0.0020242864460201858,0.0
1.0502994060516357,0.0,0.0020242828418259463,0.0
1.0589890480041504,0.0,0.0020242777049365853,0.0
1.0681161880493164,0.0,0.0020242713384759714,0.0
1.0759844779968262,0.0,0.0020242640147077836,0.0
1.083921194076538,0.0,0.0020242559762719088,0.0
1.092641830444336,0.0,0.0020242474376137537,0.0
1.1019461154937744,0.0,0.002024238586558179,0.0
1.1129801273345947,0.0,0.0020242295859853416,0.0
1.123955249786377,0.0,0.0020242205755710086,0.0
1.1319127082824707,0.0,0.002024211673558843,0.0
1.1419463157653809,0.0,0.0020242029785367717,0.0
1.1529335975646973,0.0,0.00202419457119379,0.0
1.162667989730835,0.0,0.0020241865160374652,0.0
1.1710026264190674,0.0,0.0020241788630559563,0.0
1.1809453964233398,0.0,0.0020241716493115845,0.0
1.1925034523010254,0.0,0.0020241649004558754,0.0
1.2002334594726562,0.0,0.0020241586321585662,0.0
1.2099096775054932,0.0,0.0020241528514453495,0.0
1.219642162322998,0.0,0.002024147557941106,0.0
1.2300238609313965,0.0,0.002024142745017115,0.0
1.2378895282745361,0.0,0.0020241384008421954,0.0
1.2480061054229736,0.0,0.0020241345093389967,0.0
1.2560417652130127,0.0,0.002024131051047687,0.0
1.264927625656128,0.0,0.0020241280039001454,0.0
1.2749013900756836,0.0,0.0020241253439084415,0.0
1.2828724384307861,0.0,0.0020241230457719176,0.0
1.2924838066101074,0.0,0.0020241210834075684,0.0
1.301900863647461,0.0,0.002024119430408691,0.0
1.3098735809326172,0.0,0.00202411806043693,0.0
1.3212904930114746,0.0,0.002024116947552928,0.0
1.3298890590667725,0.0,0.0020241160664907663,0.0
1.337874412536621,0.0,0.002024115392881321,0.0
1.3480594158172607,0.0,0.002024114903429528,0.0
1.3579061031341553,0.0,0.002024114576050368,0.0
1.367753505706787,0.0,0.0020241143899681923,0.0
1.3776335716247559,0.0,0.002024114325783749,0.0
1.385852575302124,0.0,0.002024114365513036,0.0
1.395930290222168,0.0,0.002024114492601825,0.0
1.4059128761291504,0.0,0.0020241146919194163,0.0
1.4148821830749512,0.0,0.0020241149497349223,0.0
1.424881935119629,0.0,0.0020241152536790747,0.0
1.4329500198364258,0.0,0.0020241155926942894,0.0
1.442540168762207,0.0,0.0020241159569754463,0.0
1.4509212970733643,0.0,0.0020241163379035847,0.0
1.4600789546966553,0.0,0.0020241167279744683,0.0
1.471273422241211,0.0,0.0020241171207237346,0.0
1.4798851013183594,0.0,0.002024117510650129,0.0
1.4883761405944824,0.0,0.0020241178931381092,0.0
1.4963505268096924,0.0,0.002024118264380923,0.0
1.5039114952087402,0.0,0.002024118621305083,0.0
1.5139305591583252,0.0,0.002024118961496997,0.0
1.5218844413757324,0.0,0.0020241192831323795,0.0
1.5307719707489014,0.0,0.0020241195849089195,0.0
1.5432686805725098,0.0,0.0020241198659825843,0.0
1.5531551837921143,0.0,0.002024120125907814,0.0
1.5608844757080078,0.0,0.002024120364581789,0.0
1.5702214241027832,0.0,0.002024120582192858,0.0
1.5778775215148926,0.0,0.002024120779173154,0.0
1.587399959564209,0.0,0.0020241209561553683,0.0
1.5975513458251953,0.0,0.0020241211139335963,0.0
1.6048738956451416,0.0,0.002024121253428138,0.0
1.6166267395019531,0.0,0.002024121375654095,0.0
1.625889778137207,0.0,0.002024121481693587,0.0
1.634903907775879,0.0,0.0020241215726713906,0.0
1.6450097560882568,0.0,0.0020241216497337827,0.0
1.6528794765472412,0.0,0.002024121714030373,0.0
1.66151762008667,0.0,0.002024121766698697,0.0
1.6727192401885986,0.0,0.0020241218088513442,0.0
1.6809313297271729,0.0,0.002024121841565395,0.0
1.6904406547546387,0.0,0.0020241218658739483,0.0
1.7007081508636475,0.0,0.0020241218827595285,0.0
1.709928035736084,0.0,0.0020241218931491625,0.0
1.7198922634124756,0.0,0.0020241218979109377,0.0
1.7279207706451416,0.0,0.0020241218978518543,0.0
1.7366318702697754,0.0,0.0020241218937167987,0.0
1.747417688369751,0.0,0.0020241218861884835,0.0
1.7549374103546143,0.0,0.002024121875888199,0.0
1.7640535831451416,0.0,0.002024121863377245,0.0
1.7759220600128174,0.0,0.0020241218491589205,0.0
1.7870736122131348,0.0,0.002024121833680956,0.0
1.794874906539917,0.0,0.002024121817338291,0.0
1.8048572540283203,0.0,0.002024121800476105,0.0
1.8148372173309326,0.0,0.0020241217833930282,0.0
1.8236498832702637,0.0,0.0020241217663444573,0.0
1.8318531513214111,0.0,0.0020241217495459204,0.0
1.842437744140625,0.0,0.0020241217331764387,0.0
1.8531043529510498,0.0,0.002024121717381842,0.0
1.8608458042144775,0.0,0.0020241217022780042,0.0
