t_s,q_rad,q_des_rad,K,B,Kff,jerk,tau_Nm,reward
0.007666587829589844,-0.031459193394603915,[0.00366979],9.825212432529046,0.9790254919034855,1.9737818648793566,0.0,9.998999999999999,1.2812898384420581
0.015781641006469727,-0.03126379467786724,[0.01773268],9.650424865058092,0.9580509838069711,1.9475637297587132,0.0,10.098989999999999,1.1187023815842352
0.025669336318969727,-0.03126379467786724,[0.04406324],9.475637297587138,0.9370764757104565,1.92134559463807,0.0,10.099989899999999,0.821475938645641
0.03958535194396973,-0.031459193394603915,[0.08041111],9.300849730116184,0.9161019676139419,1.8951274595174268,0.0,10.099999898999998,0.5818397002769471
0.04865550994873047,-0.03126379467786724,[0.12474338],9.12606216264523,0.8951274595174274,1.8689093243967834,0.0,10.099999998989999,0.5076914357113003
0.05869746208190918,-0.03126379467786724,[0.17524477],8.951274595174274,0.8741529514209129,1.84269118927614,0.0,9.932728823961991,0.5001976214852658
0.0685739517211914,-0.031459193394603915,[0.23030726],8.77648702770332,0.8531784433243983,1.8164730541554968,0.0,-9.89967271176038,0.5000011175905078
0.07858061790466309,-0.031459193394603915,[0.28851711],8.601699460232366,0.8322039352278838,1.7902549190348536,0.0,-10.097996727117602,0.5000000012792815
0.08644556999206543,-0.03126379467786724,[0.34864232],8.426911892761412,0.8112294271313693,1.7640367839142101,0.0,-10.099979967271175,0.5000000000002909
0.0954289436340332,-0.03126379467786724,[0.40962099],8.252124325290458,0.7902549190348547,1.7378186487935667,0.0,-10.09999979967271,0.5
0.10682034492492676,-0.031459193394603915,[0.4705586],8.077336757819502,0.7692804109383402,1.7116005136729235,0.0,-5.100499997996726,0.5
0.1151125431060791,-0.03126379467786724,[0.53071032],7.902549190348549,0.7483059028418256,1.6853823785522803,0.0,-5.0505049999799665,0.5
0.12440252304077148,-0.031459193394603915,[0.5894566],7.727761622877595,0.727331394745311,1.659164243431637,0.0,-5.0500050499997995,0.5
0.13247084617614746,-0.03126379467786724,[0.64629401],7.55297405540664,0.7063568866487966,1.6329461083109935,0.0,-5.050000050499998,0.5
0.1407332420349121,-0.031459193394603915,[0.70082783],7.378186487935686,0.685382378552282,1.6067279731903503,0.0,-5.050000000504999,0.5
0.15050458908081055,-0.03126379467786724,[0.75277088],7.203398920464732,0.6644078704557674,1.5805098380697071,0.0,-5.050000000005049,0.5
0.16247296333312988,-0.031459193394603915,[0.80194416],7.028611352993777,0.643433362359253,1.5542917029490637,0.0,-5.05000000000005,0.5
0.17043328285217285,-0.03126379467786724,[0.84824232],6.853823785522822,0.6224588542627384,1.5280735678284203,0.0,-5.05,0.5
0.18182873725891113,-0.031459193394603915,[0.89161248],6.679036218051868,0.6014843461662238,1.501855432707777,0.0,-5.05,0.5
0.18944621086120605,-0.03126379467786724,[0.93205611],6.504248650580913,0.6,1.475637297587134,0.0,-5.05,0.5
0.20046758651733398,-0.031459193394603915,[0.96961898],6.329461083109958,0.6,1.4494191624664907,0.0,-5.05,0.5
0.21133828163146973,-0.031459193394603915,[1.00441629],6.154673515639004,0.6,1.4232010273458477,0.0,3.036616478229937,0.5
0.22139811515808105,-0.03126379467786724,[1.03660356],5.97988594816805,0.6,1.3969828922252046,0.0,10.029366164782298,0.5
0.23003005981445312,-0.030091402377447216,[1.06632016],5.805098380697095,0.6,1.3707647571045614,0.276038359678681,10.099293661647822,0.49994328199874594
0.24056291580200195,-0.026378826759450486,[1.09370464],5.63031081322614,0.6,1.3445466219839184,2.24143148059089,10.099992936616477,0.4962740723870533
0.2494802474975586,-0.02305704857492709,[1.11890912],5.455523245755186,0.6,1.3183284868632752,5.0,10.099999929366163,0.4817320621239355
0.26057934761047363,-0.018172080656510332,[1.14209472],5.280735678284231,0.6,1.292110351742632,5.0,10.09999999929366,0.4817320621239355
0.27051591873168945,-0.014264106321776927,[1.16342712],5.105948110813277,0.6,1.2658922166219888,5.0,10.099999999992935,0.4817320621239355
0.28052520751953125,-0.010356131987043523,[1.18307232],5.0,0.6,1.2396740815013456,5.0,10.099999999999929,0.4817320621239355
0.2892465591430664,-0.007034353802520129,[1.20119317],5.0,0.6,1.2134559463807026,5.0,10.099999999999998,0.4817320621239355
0.29785728454589844,-0.0035171769012600643,[1.21792736],5.0,0.6,1.1872378112600595,5.0,10.099999999999998,0.4817320621239355
0.3076620101928711,0.0005861961502100108,[1.2333891],5.0,0.6,1.1610196761394163,5.0,7.0808123689770825,0.4817320621239355
0.31643128395080566,0.004494170484943416,[1.24769085],5.0,0.6,1.1348015410187733,5.0,0.4396069443860061,0.4817320621239355
0.3257637023925781,0.008011347386203481,[1.26094194],5.0,0.6,1.10858340589813,5.0,-2.2951030719426546,0.4817320621239355
0.33541035652160645,0.011528524287463544,[1.27326621],5.0,0.6,1.082365270777487,3.0643914828762364,-3.0201194657313986,0.49305834762464956
0.3434019088745117,0.014264106321776927,[1.28479742],5.0,0.6,1.0561471356568437,0.15594033766988424,1.6735428492106679,0.49998189845040913
0.352433443069458,0.014850302471986938,[1.29565568],5.0,0.6,1.0299290005362005,-3.343146779277937,3.745884932939396,0.49174894860028934
0.36144161224365234,0.01563189733893362,[1.30594664],5.0,0.6,1.0037108654155575,-5.0,8.318119086442312,0.4817320621239355
0.37035322189331055,0.017781283223036994,[1.31576073],5.0,0.6,0.9774927302949143,-5.0,9.035878223231125,0.4817320621239355
0.378558874130249,0.020712263974087045,[1.32517276],5.0,0.6,0.9512745951742712,-5.0,7.503849993437145,0.4817320621239355
0.38856053352355957,0.024815637025557124,[1.33424189],5.0,0.6,0.9250564600536281,-5.0,4.746552378083275,0.4817320621239355
0.39757347106933594,0.028332813926817187,[1.34301229],5.0,0.6,0.898838324932985,-5.0,1.4441323305541207,0.4817320621239355
0.4071238040924072,0.03243618697828726,[1.3515143],5.0,0.6,0.8726201898123418,-5.0,-1.9377965467435245,0.4817320621239355
0.4164557456970215,0.036344161313020665,[1.35975693],5.0,0.6,0.8464020546916986,-5.0,-6.798114874850521,0.4817320621239355
0.42453813552856445,0.03868894591386071,[1.3677327],5.0,0.6,0.8201839195710555,-2.984360333848427,-9.801608408221284,0.4934138285603463
0.4334568977355957,0.03829814848038737,[1.37544031],5.0,0.6,0.7939657844504124,-1.4929301334665206,-10.097016084082211,0.49834359976717374
0.4415860176086426,0.035757965162810657,[1.38287664],5.0,0.6,0.7677476493297692,-4.0242506333562975,-10.09997016084082,0.4880889046236099
0.4516150951385498,0.031849990828077254,[1.39002854],5.0,0.6,0.741529514209126,-5.0,-10.099999701608407,0.4817320621239355
0.4618721008300781,0.027551219059870506,[1.39688933],5.0,0.6,0.715311379088483,-5.0,-10.099999997016083,0.4817320621239355
0.47251367568969727,0.02305704857492709,[1.40345874],5.0,0.6,0.6890932439678399,-5.0,-9.402202382136027,0.4817320621239355
0.482499361038208,0.019149074240193686,[1.40973703],5.0,0.6,0.6628751088471967,-5.0,-7.600509350561801,0.4817320621239355
0.4923272132873535,0.015436498622196948,[1.41572773],5.0,0.6,0.6366569737265535,-5.0,-4.6481924889880615,0.4817320621239355
0.5018212795257568,0.011723923004200214,[1.42143988],5.0,0.6,0.6104388386059104,-5.0,-2.0612211177254176,0.4817320621239355
0.5104591846466064,0.00820674610294015,[1.42688243],5.0,0.6,0.5842207034852673,-5.0,-0.4238422747132662,0.4817320621239355
0.5204322338104248,0.004494170484943416,[1.43206463],5.0,0.6,0.5580025683646241,-5.0,1.7083877054085235,0.4817320621239355
0.529024600982666,0.0007815948669466809,[1.43700889],5.0,0.6,0.531784433243981,-5.0,3.983548183088259,0.4817320621239355
