t_s,q_rad,q_des_rad,K,B,jerk,tau_Nm,ilc_ff_Nm
0.005572080612182617,0.0,[-4.22633616e-06],0.005,0.1,0.0,2.4018261114003493e-06,0.0
0.015648365020751953,0.0,[-2.04245768e-05],0.005,0.1,0.0,8.997897209166662e-07,0.0
0.02456808090209961,0.0,[-5.07633012e-05],0.005,0.1,0.0,3.6252937041925896e-07,0.0
0.033675193786621094,0.0,[-9.26668407e-05],0.005,0.1,0.0,1.6568474989773786e-07,0.0
0.0433955192565918,0.0,[-0.00014381],0.005,0.1,0.0,8.486815218241284e-08,0.0
0.05129122734069824,0.0,[-0.0002021],0.005,0.1,0.0,4.678945259789458e-08,0.0
0.0613703727722168,0.0,[-0.00026568],0.005,0.1,0.0,2.6678276785394827e-08,0.0
0.07131695747375488,0.0,[-0.0003329],0.005,0.1,0.0,1.5337913998594412e-08,0.0
0.08140921592712402,0.0,[-0.00040235],0.005,0.1,0.0,8.792348172302142e-09,0.0
0.0912928581237793,0.0,[-0.00047277],0.005,0.1,0.0,5.024829393028144e-09,0.0
0.1000673770904541,0.0,[-0.0005431],0.005,0.1,0.0,2.895830897125266e-09,0.0
0.10835385322570801,-0.00019539871673667023,[-0.00061244],0.005,0.1,0.0,1.110138626183525e-09,0.0
0.11731863021850586,0.0,[-0.00068005],0.005,0.1,0.0,1.122011884846617e-09,0.0
0.12631964683532715,0.0,[-0.00074533],0.005,0.1,0.0,8.500294575094335e-10,0.0
0.13631868362426758,0.0,[-0.00080777],0.005,0.1,0.0,7.582762821124007e-10,0.0
0.14429903030395508,0.0,[-0.00086702],0.005,0.1,0.0,7.730770468641703e-10,0.0
0.1526327133178711,0.0,[-0.0009228],0.005,0.1,0.0,8.487320431531597e-10,0.0
0.16130280494689941,0.0,[-0.00097492],0.005,0.1,0.0,9.587556029910474e-10,0.0
0.17031431198120117,0.0,[-0.00102327],0.005,0.1,0.0,1.0874533562776619e-09,0.0
0.17929458618164062,0.0,[-0.0010678],0.005,0.1,0.0,1.2251437673613677e-09,0.0
