t_s,q_rad,q_des_rad,K,B,jerk,tau_Nm,ilc_ff_Nm,reward
0.00561070442199707,0.0,0.00016301908950229789,4.7042558302018125e-06,0.16559156203926378,0.0,-0.9692810608836153,0.0,1.4999946849694163
0.015338659286499023,0.0,0.0007884735669752604,1.333368574392592e-05,0.05452637514284631,0.0,-0.2004880606782925,0.0,1.499875669616499
0.02287435531616211,0.0,0.0019612064664252947,3.5465670753102705e-05,0.058308035822540426,0.0,-0.20603258982506795,0.0,1.4992310296485665
0.03217172622680664,0.0,0.003582891286235803,4.34210463195092e-05,0.020689373708587706,0.0,-0.049025324843268756,0.0,1.497435871015266
0.03995013236999512,0.0,0.005564597896524389,7.846531152065754e-05,0.024072689084898017,0.0,-0.055135505821774976,0.0,1.4938261868397682
0.04786539077758789,0.0,0.007826512179795214,9.318055769703384e-05,0.009712899944670261,0.0,-0.020183136627143397,0.0,1.4878238776820987
0.05585765838623047,0.0,0.010299207300401262,0.0001236635289802203,0.00410092989887794,0.0,-0.013476405208219477,0.0,1.4790087153398777
0.06382513046264648,0.0,0.012924007999158223,0.0001731860455271357,0.001275945299232189,0.0,-0.013523113125297963,0.0,1.4671458219999138
0.07176613807678223,0.0,0.015649814116305463,0.00024072534056677203,-0.0008250422616942761,0.0,-0.015410224045406118,0.0,1.4521969966199983
0.08285903930664062,0.0,0.018432965292392443,0.00033668657987722626,-0.000614140193273406,0.0,-0.018262287478640938,0.0,1.434302663963221
0.09280276298522949,0.0,0.021240157667373444,0.0004528931376644743,0.0003469902992056677,0.0,-0.02130508651521915,0.0,1.4137220473267198
0.1007683277130127,0.0,0.024043836167120535,0.0005749962174609596,-0.0006251625857657873,0.0,-0.02391556035397703,0.0,1.3908125889392773
0.1100151538848877,0.00019539871673667023,0.026817928701549622,0.0007114241772641851,0.0005248225646779554,0.0,-0.026719742553516192,0.0,1.3678366089667469
0.11978530883789062,0.0,0.02954173323560129,0.0008824088378992794,0.0019445901685032248,0.0,-0.02998426861698231,0.0,1.3398409078385238
0.12774968147277832,0.0,0.032198928926045214,0.0010442563757492897,0.0014857604975702058,0.0,-0.03250085143847139,0.0,1.3127317255226933
0.13679814338684082,0.0,0.03477563777727544,0.0012282864944446292,0.003816522354606268,0.0,-0.03573395624730372,0.0,1.2851590293459503
0.14676189422607422,0.0,0.0372636519201066,0.001418116578160691,0.00599108958499124,0.0,-0.03900820898729356,0.0,1.2575119615603259
0.15816783905029297,0.0,0.039661963218300456,0.0016276194499240712,0.011231236498527938,0.0,-0.04411029987698909,0.0,1.2300704334864694
