t_s,q_rad,q_des_rad,K,B,jerk,tau_Nm,ilc_ff_Nm,reward
0.00505375862121582,0.0,-7.2139259024681685e-06,9.21130734148466e-09,0.0003242414584061317,0.0,0.0013456215789884162,0.0,1.4999999895918545
0.014195442199707031,0.0,-3.486267488989487e-05,2.591000337618137e-08,0.0001052877818293418,0.0,0.0007639926673982137,0.0,1.4999997569188095
0.022182464599609375,0.0,-8.66477912110067e-05,3.952759367845512e-08,3.3715791452066765e-05,0.0,0.00046173195808053326,0.0,1.499998498433183
0.03152799606323242,0.0,-0.00015817287056396552,5.195054380369734e-08,1.1184662213417707e-05,0.0,0.00033015153237729377,0.0,1.499994996281122
0.03915596008300781,0.0,-0.00024546439423899267,1.0204766958368977e-07,1.4157264881450455e-05,0.0,0.0004153545655619217,0.0,1.49998794951884
0.049707889556884766,0.0,-0.00034495792937420955,1.387627408990229e-07,4.610056131292429e-06,0.0,0.0004024431822166742,0.0,1.4999762010885909
0.058710575103759766,0.0,-0.0004534811598001668,2.0418998630323494e-07,-2.8897661152337205e-07,0.0,0.00044979422557662026,0.0,1.4999588718133283
0.06821155548095703,0.0,-0.0005682344565115688,3.0438276326652103e-07,-3.489362068852146e-06,0.0,0.0005348279829648655,0.0,1.499935424005606
0.07775378227233887,0.0,-0.0006867696192340347,4.414166425261646e-07,-5.65951535532171e-06,0.0,0.0006417138320008524,0.0,1.4999056739470014
0.08647656440734863,0.0,-0.0008069673467761658,6.143363042413759e-07,-6.954724627577443e-06,0.0,0.0007601577038507612,0.0,1.4998697692210117
0.09442448616027832,-0.00019539871673667023,-0.0009270139242429791,5.042584525276369e-07,-5.841344433252166e-06,0.0,0.0006899984703626277,0.0,1.4998929535675074
0.10314440727233887,0.0,-0.001045377549995087,1.054194402278822e-06,-7.451021408184651e-06,0.0,0.0010053051662360882,0.0,1.4997814610387117
0.11224532127380371,0.0,-0.0011607846646307463,1.3114867335708933e-06,-6.995227373199387e-06,0.0,0.0011286266295144785,0.0,1.499730552100079
0.12069177627563477,0.0,-0.0012721965883225647,1.5863772834630473e-06,-6.294038720893286e-06,0.0,0.0012458089737311987,0.0,1.4996763555522992
0.12933111190795898,0.0,-0.0013787867215623796,1.8732518492634932e-06,-5.47895077771719e-06,0.0,0.0013575191513510105,0.0,1.4996198617061658
0.13915014266967773,0.0,-0.0014799185177005378,2.166683842394603e-06,-4.6447644245535366e-06,0.0,0.001463007944867556,0.0,1.4995620641581002
0.14939212799072266,0.0,-0.0015751243935022874,2.461600029563179e-06,-3.853092566721861e-06,0.0,0.0015618118188261958,0.0,1.4995039197175317
0.15916895866394043,0.0,-0.0016640857061353054,2.7533966915147484e-06,-3.1390644450938587e-06,0.0,0.001653681939992223,0.0,1.4994463170915122
0.1692812442779541,-0.00019539871673667023,-0.0017466138913661083,2.3950387300237936e-06,-2.235589616484113e-06,0.0,0.0015450790407450625,0.0,1.499518862080389
0.17888760566711426,0.0,-0.0018226328280709385,3.311989771184208e-06,-1.994327746545139e-06,0.0,0.0018144321866772706,0.0,1.4993358225783433
0.18731927871704102,0.0,-0.0018921624682311938,3.5724558409187834e-06,-1.5614285267880783e-06,0.0,0.0018872987427474932,0.0,1.4992842005455098
0.19517254829406738,0.0,-0.0019553037491437902,3.817152334275951e-06,-1.2104525671702575e-06,0.0,0.001951561876747102,0.0,1.4992356497143344
0.20319247245788574,0.0,-0.0020122247853840945,4.04439369106282e-06,-9.302352816557433e-07,0.0,0.002009334856712783,0.0,1.4991905180900131
0.2113652229309082,0.0,-0.002063148321860705,4.2530328280784495e-06,-7.094036145288281e-07,0.0,0.002060914794933868,0.0,1.4991490460672279
0.22016286849975586,0.0,-0.002108340415845033,4.442413135794057e-06,-5.373042307059385e-07,0.0,0.0021066123861804495,0.0,1.4991113751992593
