Time_s,Average_Actual_Position_rad,Standard_Deviation_Actual_Position_rad,Average_Desired_Position_rad,Standard_Deviation_Desired_Position_rad,Average_Position_Error_rad,Standard_Deviation_Position_Error_rad,Average_Total_Torque_Nm,Standard_Deviation_Total_Torque_Nm,Average_Desired_Jerk_rad_per_s3,Standard_Deviation_Desired_Jerk_rad_per_s3,Average_Jerk_rad_per_s3,Standard_Deviation_Jerk_rad_per_s3
0.0,-0.05572120072274042,0.012421999467209337,0.0011920538574512667,0.0010421413664899587,0.056913254580191676,0.012166024128642578,0.2845683815273174,0.06083215465391312,6492.246316778611,5728.922299175851,651.3290557888437,537.0996988102232
0.016051364365971106,-0.05585146653389821,0.012487907714222979,0.00575893456178245,0.005037990402266726,0.06161040109568066,0.012023725793454558,0.3080558010058493,0.06012121630773784,5096.186549685822,4530.493873551102,716.4619613676865,893.0574075387834
0.03210272873194221,-0.055558368458793195,0.012530765309371875,0.0143062293852252,0.012527286512105265,0.06986459784401837,0.014912553746172457,0.3493275591884915,0.074563211911453,-799.2517947874898,622.5091611439913,488.49679184158657,975.363901842135
0.04815409309791332,-0.05493960585579374,0.012567148973457426,0.02609964736705725,0.022880945249487698,0.08103925322285092,0.022577938280504285,0.4051993470090587,0.11288764347742924,-5020.16146680719,4330.463725731613,358.2309806839149,545.9132267015353
0.06420545746388442,-0.053832346460952606,0.012464615702485039,0.04047741970090809,0.0355292740539274,0.09430976616186067,0.03365466312141179,0.4715466948858185,0.16826864746477,-4477.489160216759,3874.237877711769,651.329055788944,2457.850409229132
0.08025682182985552,-0.05236685608542757,0.01233387491259256,0.056848059774157,0.049960433849515436,0.10921491585958461,0.047107495621925254,0.5460606021875939,0.23552824646749768,-3963.469385668482,3434.3222551315384,1042.1264892622519,1338.0017392443528
0.09630818619582664,-0.050184903748534765,0.012523018574788736,0.07468546333769273,0.06571886646001313,0.1248703670862275,0.06191395537135625,0.6243184173194557,0.3095554729956252,-3481.8718756419407,3019.415318056924,553.6296974205692,5068.348760211934
0.11235955056179775,-0.04748188816701083,0.013304820919614215,0.09352668262286497,0.08240337235706005,0.14100857078987578,0.07718560748686094,0.7049837232914324,0.3859074729197478,-3034.275841553381,2635.8418006065267,-1563.1897338933888,2244.96033869393
0.12841091492776885,-0.04357391383227741,0.01366115144339691,0.11296689090991065,0.09966296061916205,0.1565408047421881,0.0930854301299672,0.7826070706185021,0.46539451423290495,-2611.3868658934925,2278.0549656505277,-1726.0219978406205,5626.461478378205
0.14446227929373995,-0.0397310724031229,0.014413516139443455,0.13265364403753913,0.11719171252435867,0.17238471644066203,0.10923044190142944,0.8617819941653786,0.5461044171506366,-2211.0061771320475,1939.8512836348382,-455.93033905218664,3853.314659098107
0.16051364365971105,-0.035562566446073945,0.014597038337120923,0.1522874265760085,0.1347272079614151,0.18784999302208247,0.12536363957166582,0.9390588671981023,0.6267527506123121,-1843.301870216185,1625.7263924809579,-553.6296974205354,3320.660520174346
0.17656500802568217,-0.030840430791604406,0.015654440137654442,0.17161755715228608,0.1520487638642608,0.2024579879438905,0.14167283941393718,1.0120471572294034,0.7082838342219738,-1512.188781037529,1340.574058881152,553.6296974204828,2220.497200186964
0.19261637239165327,-0.026606791928976553,0.016136044747175296,0.1904360641588542,0.16897300609865856,0.2170428560878307,0.15823380078211546,1.084918265301983,0.7910757316617831,-1217.5941222465449,1082.7383333787718,1074.6929420516153,2413.655348874103
0.20866773675762437,-0.021363593029875883,0.017141961160403084,0.20857512009688958,0.18535009168687577,0.22993871312676548,0.17306356352756205,1.1493461464869144,0.8652165252489178,-955.699282270241,849.9081915971318,-423.36388626272236,3191.6785244121297
0.2247191011235955,-0.016152960583564715,0.01816811155138269,0.2259006148774102,0.20106109338890904,0.24205357546097492,0.189343046516025,1.209871092138038,0.9466116595792889,-717.0522068599885,640.116091788876,-1758.5884506299553,4195.388369338061
0.2407704654895666,-0.010225866175885735,0.018171613747963028,0.2423087387491031,0.21601426188026707,0.2525346049249889,0.20376398316862726,1.262230037376482,1.0187178759090623,-502.3397333724322,453.89536429758493,-1400.357469946149,3621.3251195807206
0.2568218298555377,-0.004624436296101199,0.019284070408432344,0.25772537944940627,0.23014290310726354,0.2623498157455075,0.2171011445818943,1.3112635707079205,1.0854083161228147,-317.66845314008987,295.37717539113186,1172.3923004200285,4922.6000510722215
0.2728731942215088,0.0008141613197361168,0.01985018132444532,0.27210136090206677,0.24340257937214765,0.2712871995823306,0.22964814810929368,1.3559114892491733,1.1481507250795306,-159.38064980249206,164.03654486795978,1758.5884506300833,4021.9239573646137
0.2889245585874799,0.0065784234634678656,0.019315722937271875,0.28540801814147004,0.2557661502896485,0.27882959467800217,0.24227265426458947,1.393589388813661,1.2112812629391339,-22.340401642775475,58.22461780467757,-1237.5252059989423,5404.068972440959
0.304975922953451,0.012928881757409666,0.019250299930306417,0.29763531810264027,0.26722169022758313,0.2847064363452306,0.254136757929561,1.4229434610191272,1.2706105041304214,94.51397361666803,67.49560144607348,-1693.4555450512853,5208.596645316809
0.3210272873194221,0.019214207145772582,0.019667009994038823,0.308789150303799,0.2777709631605357,0.2895749431580264,0.2644811229727062,1.4472595858589015,1.3223414013220085,194.26985210601637,156.0204085075479,683.8955085783551,4048.3388768887303
0.33707865168539325,0.024880769931135985,0.019747734139578785,0.3188882699491809,0.2874280801948504,0.29400750001804493,0.2739226533945668,1.469398942459966,1.3695581296049908,277.65541370404594,231.19294761134515,325.66452789462465,4967.211489688013
0.35313001605136435,0.03158945920576164,0.019455232694846305,0.3279632899100097,0.2962189767263432,0.2963738307042481,0.28236850427475924,1.4812105118786218,1.4117953177999167,340.00309970066246,280.8932264917305,-749.0284141572148,4858.080878668138
0.36918138041733545,0.037353721349493434,0.01926120543087276,0.33605448629379486,0.30417755005365843,0.29870076494430137,0.2902968061313184,1.49282834909578,1.4514441934461186,382.24992697632837,311.8107976675058,-846.7277725256889,3527.4144038336544
0.38523274478330655,0.04402984417132965,0.01957912909080091,0.34320809237380634,0.31134126449291516,0.29917824820247657,0.29788185530739997,1.4952021065068635,1.48937543851628,414.3712195897536,339.10261306587455,-651.3290557889809,5103.694121846663
0.40128410914927765,0.04959870759832477,0.019319922887736596,0.34947397023618265,0.31775044290842125,0.29987526263785785,0.30480007427871303,1.4986760598866302,1.5239713340742242,442.5364458905724,365.8928695836189,-358.2309806838304,3065.574148640299
0.41733547351524874,0.055688634269950965,0.019265031907968782,0.3549058076221651,0.32344929593369376,0.2992171733522141,0.3101889806343124,1.4953769101140055,1.550919770723331,462.992924402218,384.5399593760116,749.0284141574228,4365.4841039571575
0.43338683788121984,0.060964399621841046,0.02020369817752409,0.35956109299593403,0.3284857959259812,0.29859669337409295,0.3146179904088341,1.4922677392411794,1.573067554898708,470.9653150045483,392.1725288738352,2377.3510536294575,2983.5207893160855
0.449438202247191,0.06620759852094173,0.021005261067700384,0.3634989721009767,0.3329090001113529,0.297291373580035,0.31875722161945513,1.485736106871725,1.5937655619548787,466.29842462770097,392.62469706355023,-65.13290557911857,4286.418240256418
0.4654895666131621,0.07219982583419964,0.021559705048355447,0.3667788474974511,0.33676816463611625,0.29457902166325145,0.32294852051426615,1.4721712790350023,1.6147227717461499,454.1585280394175,387.9380503207146,-2116.819431313966,3833.03137300862
0.4815409309791332,0.07796408797793138,0.022670181234692374,0.3694585511252457,0.34011274075454023,0.29149446314731425,0.32631976321554335,1.4567467986262932,1.6315789718578442,444.31090785738184,381.60634441200506,488.4967918417372,5157.131990595116
0.4975922953451043,0.08323985332982149,0.023492582204842627,0.3715935321653618,0.3429908924026177,0.28835367883554036,0.32865338924821913,1.4368531415566415,1.6468803265583056,439.6173660724757,380.3764154846732,1465.4903755250805,3851.800559439719
0.5136436597110754,0.08884128320960603,0.023372732393882736,0.3732387032230113,0.34544949788708396,0.28439742001340523,0.33132618710429496,1.4204198888863147,1.657329278187817,428.8535242824766,377.53675663442505,-879.2942253149284,5311.527549743581
0.5296950240770465,0.09457297890054835,0.024739103235693533,0.3744494579075233,0.3475365664816325,0.279876479006975,0.33193573671383864,1.3938651159115727,1.6635959686504966,405.360750050535,359.740242440761,-1758.5884506300524,2737.9072213326717
0.5457463884430176,0.10030467459149069,0.026096439669249998,0.37527904576034626,0.34930030335008627,0.2749743711688555,0.3331376500609484,1.3760860221479925,1.6640113384583959,381.3222818737224,334.92514599696653,-325.664527894532,4237.144567615907
